Item-id,Item Type ,Store_1,Store_2,Store_3,Store_4,Sales,Currency
09-176-4587,Drink,1,0,0,1,406.50,Euro
11-861-1887,F,1,0,0,1,482.21,Euro
99-857-6636,f,1,1,0,1,486.81,Dollar
64-221-9670,Drink,1,1,1,0,271.98,Dollar
77-014-2773,F,1,0,1,0,250.46,Euro
14-197-2249,Drink,1,1,1,0,280.12,Euro
94-279-5442,Drink,1,1,0,1,372.74,Dollar
19-683-6130,Food,0,0,0,1,444.99,Dollar
61-285-0682,F,0,0,1,0,499.59,Dollar
91-851-5700,Food,1,1,1,1,259.85,Dollar
16-313-0474,Food,1,0,1,1,354.60,Dollar
36-171-7081,DR,1,1,0,1,492.08,Dollar
37-934-5597,DR,0,0,0,1,272.14,Euro
65-814-1135,f,0,1,1,1,482.27,Dollar
10-236-6575,F,0,1,0,1,492.20,Dollar
36-502-1883,Food,1,1,1,0,281.30,Dollar
70-082-0044,Food,0,0,0,1,309.69,Dollar
99-130-2568,DR,1,0,1,1,355.12,Dollar
86-952-5897,Drink,1,0,0,1,361.26,Dollar
10-000-5141,DR,0,0,0,0,484.31,Dollar
44-180-4924,F,0,1,1,0,363.71,Euro
14-019-2909,Food,1,0,0,1,447.07,Dollar
79-203-9259,Drink,0,0,0,0,284.50,Euro
00-061-4698,Drink,1,1,0,1,282.73,Euro
66-644-7212,Drink,0,1,1,1,347.62,Dollar
38-521-3891,f,1,0,0,0,377.22,Euro
80-466-8786,Food,1,1,1,0,262.75,Euro
17-904-7288,DR,0,0,0,0,341.13,Dollar
16-879-9702,f,1,1,1,1,396.01,Euro
34-176-7398,Food,1,0,0,1,419.09,Euro
59-268-4054,f,1,1,1,0,259.13,Dollar
44-177-6705,f,0,1,0,0,312.52,Euro
84-970-1035,f,0,1,1,0,341.52,Dollar
64-685-9358,f,0,0,1,1,418.44,Dollar
74-341-4124,Food,0,0,0,1,430.63,Dollar
54-075-7762,Drink,1,0,1,0,454.98,Dollar
43-558-5522,F,1,0,1,0,417.98,Dollar
68-440-2058,DR,1,0,1,1,257.01,Euro
73-965-8110,DR,1,1,0,1,487.00,Dollar
63-455-5122,DR,0,1,1,0,482.08,Euro
83-670-5893,F,0,1,1,1,425.97,Euro
14-922-6767,f,0,1,1,1,283.14,Dollar
34-544-2944,Drink,0,0,0,1,,Dollar
23-805-2049,DR,0,0,1,1,444.10,Euro
11-231-8996,DR,0,1,1,0,294.47,Euro
17-897-2749,Drink,1,0,1,0,304.77,Dollar
17-114-4809,Food,0,0,1,1,374.14,Euro
47-673-0788,Food,1,1,0,0,379.42,Dollar
50-839-8860,Food,1,0,0,0,356.96,Dollar
37-898-6454,Food,0,1,1,1,474.44,Euro
57-542-7297,f,1,0,0,1,345.16,Euro
84-355-0035,Food,0,0,0,1,256.38,Dollar
88-324-1713,DR,1,1,0,0,334.67,Dollar
59-528-2757,f,1,1,0,0,482.26,Euro
16-715-2199,F,1,0,1,1,439.26,Dollar
85-457-5804,f,1,0,0,0,496.12,Euro
65-210-9591,f,0,0,1,1,273.39,Euro
38-748-9651,Drink,1,0,1,1,298.07,Dollar
22-483-2786,,1,1,0,0,383.83,Dollar
85-522-5019,Drink,0,1,1,0,462.26,Dollar
80-753-9126,f,1,1,0,1,431.75,Dollar
72-024-5561,Food,0,0,0,1,301.94,Dollar
89-892-7629,f,1,0,0,1,492.36,Dollar
46-014-7271,F,0,1,1,0,311.38,Dollar
46-632-0373,DR,0,1,0,0,292.90,Dollar
95-177-3091,f,0,0,0,0,377.58,Dollar
84-370-4617,DR,0,0,0,1,267.49,Dollar
65-368-6431,F,0,1,0,0,320.05,Euro
75-578-1207,f,0,1,1,1,356.06,Euro
06-047-4247,F,0,0,0,0,447.55,Dollar
69-278-3670,F,1,1,1,0,456.87,Dollar
94-654-5305,,0,1,1,0,495.59,Dollar
97-983-7991,DR,0,1,1,0,380.78,Euro
20-820-4008,F,0,1,1,0,313.35,Euro
48-844-0093,f,1,1,1,0,382.23,Euro
29-460-3417,F,0,1,1,0,454.25,Dollar
97-247-4187,Drink,1,0,0,1,489.63,Euro
08-407-8401,F,1,0,1,0,387.34,Dollar
87-028-1253,Food,0,0,0,0,385.96,Dollar
05-000-1911,DR,0,0,1,1,447.67,Dollar
78-648-7860,F,0,0,0,0,338.78,Dollar
97-125-9496,Drink,0,0,1,0,330.13,Euro
27-961-4819,Drink,1,0,0,1,390.71,Euro
31-669-7814,Drink,1,0,0,1,383.90,Euro
21-196-4880,f,1,1,0,1,376.33,Euro
11-444-9095,Drink,0,0,1,0,469.02,Euro
27-156-3169,Drink,1,0,1,1,,Dollar
64-565-4184,f,1,1,0,0,489.52,Dollar
30-393-6732,Drink,1,0,0,1,474.84,Euro
63-795-3496,Drink,1,0,1,0,330.19,Dollar
12-474-2494,Drink,1,1,0,1,343.86,Dollar
06-580-4781,Drink,1,0,1,0,487.75,Dollar
78-326-2611,Food,0,1,0,1,428.27,Euro
57-825-1807,F,1,1,0,1,365.66,Euro
09-580-4176,f,0,1,0,0,403.74,Euro
16-568-7737,Drink,1,1,0,0,413.92,Euro
02-959-6966,DR,0,1,0,1,388.65,Dollar
90-842-1396,DR,0,1,1,1,409.34,Dollar
93-903-1299,f,0,0,0,0,461.05,Euro
13-859-3983,DR,1,1,1,0,356.79,Euro
36-565-6360,Drink,0,1,1,0,275.85,Dollar
61-033-5258,Food,0,1,1,0,298.52,Dollar
91-827-9809,Food,1,0,0,1,401.87,Dollar
64-646-1040,F,1,0,1,1,390.84,Dollar
28-269-1401,f,0,1,0,0,378.20,Euro
45-895-1452,F,0,1,1,1,407.42,Euro
11-472-7125,DR,1,0,0,0,355.12,Dollar
85-488-7201,F,1,1,1,1,374.11,Dollar
40-781-1773,Drink,0,1,1,0,360.23,Dollar
49-450-0189,DR,0,1,0,1,347.81,Dollar
99-855-9506,f,0,1,1,0,341.83,Euro
31-975-4942,Drink,0,0,0,0,312.17,Dollar
45-147-1175,F,0,1,0,0,331.30,Euro
08-316-1932,DR,1,1,0,0,289.05,Euro
82-913-6303,f,0,1,1,1,489.72,Dollar
70-801-9887,Drink,0,0,1,0,473.43,Euro
24-367-4597,F,0,1,1,1,305.09,Dollar
33-720-5914,DR,0,1,1,0,338.96,Dollar
96-742-2680,Drink,1,0,1,0,253.48,Euro
89-878-1492,F,0,0,1,0,498.44,Dollar
46-188-8569,Drink,1,0,0,0,281.94,Euro
59-055-7524,Food,1,1,1,1,483.46,Dollar
10-339-2842,DR,0,1,1,0,329.41,Dollar
30-280-6786,f,1,1,0,1,309.19,Dollar
11-546-5167,f,0,0,1,0,465.78,Dollar
53-098-3400,Drink,1,0,0,1,285.01,Dollar
45-905-5807,DR,0,1,1,1,399.09,Euro
52-443-0840,DR,1,0,0,1,382.81,Dollar
63-834-2774,F,0,1,1,0,428.12,Euro
20-056-1230,DR,1,1,1,0,433.13,Dollar
24-610-1391,Food,0,1,0,1,447.27,Euro
26-415-1854,F,0,0,0,0,406.63,Dollar
12-989-5130,Food,1,1,0,1,397.75,Dollar
56-395-2794,DR,0,1,0,1,390.22,Euro
79-690-9657,Food,0,0,1,0,384.98,Euro
51-608-5519,DR,0,0,1,1,266.83,Dollar
10-707-0564,F,0,0,0,0,430.46,Euro
33-406-6493,F,1,0,1,0,320.39,Dollar
20-134-1068,Drink,0,1,0,0,436.85,Dollar
38-979-6901,Food,0,1,0,1,359.99,Dollar
78-625-9491,F,0,0,1,0,466.45,Dollar
94-210-2806,DR,0,1,0,1,434.55,Euro
91-404-8462,f,1,0,1,0,373.51,Dollar
56-903-8962,F,1,0,0,0,253.79,Euro
91-592-4521,F,1,0,1,0,401.00,Dollar
81-772-9202,Drink,0,0,0,1,403.89,Euro
92-896-5610,F,0,0,0,0,498.66,Dollar
05-093-0711,Drink,1,1,0,1,407.69,Dollar
21-146-3818,Food,1,0,0,0,429.72,Dollar
56-025-0627,F,0,0,0,1,256.25,Euro
42-562-5368,F,1,1,1,0,322.04,Dollar
84-985-2998,f,0,0,0,0,478.53,Euro
83-444-0101,DR,1,1,1,0,475.68,Euro
44-993-3316,Food,0,0,1,1,452.03,Dollar
27-673-5914,f,0,0,0,0,363.74,Dollar
73-218-6498,DR,0,0,0,1,,Dollar
25-026-3369,f,1,0,0,0,363.70,Euro
81-907-7932,F,1,0,1,1,406.50,Euro
14-122-8745,DR,0,0,0,0,337.03,Euro
19-006-8709,DR,0,1,1,1,325.60,Euro
99-794-8070,,0,1,1,1,,Dollar
93-433-8325,F,0,0,1,0,303.39,Euro
37-707-0196,DR,1,1,0,1,409.28,Dollar
72-882-7324,f,1,1,0,0,304.62,Euro
49-962-5600,F,1,0,1,1,472.93,Euro
49-700-1171,Food,1,1,0,0,343.75,Dollar
10-275-4078,F,1,0,0,0,353.70,Dollar
63-353-8860,F,0,0,0,1,446.36,Euro
37-163-4735,Drink,1,1,1,1,281.35,Dollar
71-245-9098,f,0,1,1,1,422.15,Euro
85-347-6957,Food,1,0,0,1,405.67,Dollar
19-241-9101,f,1,1,1,0,424.34,Dollar
77-136-3292,Food,0,0,0,0,462.53,Euro
79-974-1964,F,0,1,0,0,256.65,Euro
25-479-7414,f,1,0,1,0,308.96,Dollar
93-404-9608,F,0,0,0,1,264.40,Dollar
19-775-2365,Food,0,0,0,0,365.99,Dollar
34-075-2676,Food,0,0,1,0,483.57,Euro
38-097-9442,F,0,1,1,1,376.91,Euro
62-620-3058,Food,1,0,0,0,440.93,Dollar
47-403-8406,DR,1,0,0,0,454.39,Dollar
69-514-3108,Drink,0,0,0,0,317.55,Euro
49-565-3947,DR,0,1,0,1,258.59,Euro
01-225-1598,F,0,1,0,1,401.18,Dollar
06-480-4306,f,1,1,1,1,402.63,Dollar
35-717-5917,f,0,0,0,1,415.67,Euro
18-773-5312,,1,0,1,1,314.12,Dollar
99-079-9898,F,0,0,0,0,476.31,Dollar
37-371-4603,Food,1,1,1,0,498.34,Euro
81-111-0656,Food,0,0,1,1,261.48,Euro
75-673-9391,F,0,0,0,0,294.51,Euro
99-170-7335,Drink,1,0,1,0,420.39,Euro
36-551-5542,Food,1,1,1,1,380.00,Dollar
24-988-5229,F,0,1,1,1,399.95,Dollar
51-891-1008,DR,1,0,1,1,343.73,Dollar
69-396-0511,f,1,1,0,1,252.54,Euro
02-641-6997,F,1,0,0,1,393.27,Dollar
24-668-8827,DR,1,1,1,1,252.66,Euro
42-042-2260,Food,0,1,0,0,450.23,Dollar
53-802-1794,Drink,1,0,1,0,333.79,Dollar
93-667-1116,Food,0,0,1,0,258.62,Dollar
77-637-8500,Food,0,0,1,0,433.03,Euro
85-870-0535,f,1,1,0,1,453.51,Dollar
12-851-8335,F,0,0,0,0,323.25,Euro
46-373-5443,DR,1,1,1,0,410.78,Dollar
56-078-7125,DR,1,1,1,1,376.54,Dollar
34-867-1226,f,0,0,1,0,479.18,Euro
99-677-2507,F,1,0,1,1,385.35,Euro
80-717-3716,DR,0,1,0,1,485.68,Euro
24-523-1557,f,0,1,0,1,420.53,Dollar
31-784-2114,F,0,1,1,1,361.96,Dollar
33-971-3741,Food,1,1,1,1,403.23,Euro
04-459-3105,Food,0,1,1,1,275.93,Dollar
12-695-3443,Food,0,1,0,1,409.04,Euro
80-198-4288,Drink,1,0,1,0,487.57,Euro
08-418-7374,Drink,1,0,0,1,290.39,Euro
94-674-4246,f,0,0,0,0,279.34,Euro
41-220-0719,Food,0,0,0,1,326.10,Euro
80-162-4113,F,0,0,0,0,281.83,Euro
15-714-4066,Food,0,0,1,1,297.51,Euro
99-807-5397,F,1,1,0,0,464.36,Euro
10-460-8633,DR,1,1,1,0,498.43,Euro
55-527-6209,DR,0,1,0,1,413.27,Dollar
88-503-9807,Food,0,0,0,0,468.74,Euro
74-210-7392,f,0,0,0,0,389.07,Dollar
30-434-9715,F,1,1,1,0,325.71,Dollar
46-996-0421,DR,0,0,1,1,469.58,Euro
63-332-7878,DR,1,1,0,0,471.29,Dollar
37-421-5667,f,1,1,1,0,467.45,Euro
50-616-9561,Drink,0,1,0,0,410.09,Dollar
98-706-1553,f,1,1,1,0,317.72,Dollar
46-320-5638,,0,0,0,0,470.54,Euro
73-426-0323,f,0,1,0,1,485.16,Euro
76-804-7389,Drink,0,0,0,0,497.03,Dollar
33-997-4860,Drink,1,1,0,1,383.42,Dollar
20-013-2848,f,1,1,0,0,472.13,Euro
59-125-1902,Food,0,1,1,1,281.17,Euro
58-561-5278,Food,1,0,0,1,320.58,Dollar
16-329-4113,F,1,0,1,1,336.59,Euro
43-579-0139,Food,1,1,1,1,443.05,Dollar
75-145-7745,Drink,1,0,0,1,390.72,Euro
89-416-0189,Drink,0,1,0,1,434.61,Dollar
70-069-4845,DR,0,0,1,0,388.22,Euro
66-708-9625,F,0,1,0,1,490.71,Dollar
25-860-0441,F,0,1,0,0,394.05,Dollar
53-781-5178,F,1,1,0,0,280.61,Dollar
48-003-7804,Drink,0,1,0,1,294.82,Euro
84-693-2337,Food,1,0,0,1,308.12,Dollar
75-372-9358,f,1,1,0,0,356.16,Dollar
94-132-1754,Food,0,1,1,0,496.68,Dollar
04-880-7735,f,0,1,1,1,,Euro
97-015-2215,DR,1,1,0,0,303.05,Dollar
21-628-5001,DR,0,0,1,1,458.04,Dollar
61-826-2076,DR,0,0,1,0,269.76,Dollar
25-376-2648,Drink,1,0,0,1,413.39,Euro
02-345-9603,f,0,1,0,1,250.74,Euro
19-962-5775,F,0,0,1,1,388.63,Euro
21-944-7888,Drink,0,0,0,1,469.36,Dollar
17-628-1783,Drink,0,0,0,1,407.67,Euro
38-871-4608,Drink,1,1,0,0,413.82,Euro
41-383-2384,f,1,0,1,0,392.18,Euro
23-511-4232,F,1,1,1,1,365.08,Dollar
52-346-5593,f,1,0,1,0,437.01,Euro
87-611-3497,Food,0,1,1,1,258.10,Dollar
36-529-7196,Food,1,0,1,0,255.49,Euro
82-120-0983,f,0,1,1,1,421.42,Dollar
39-009-1873,DR,0,1,1,0,409.17,Euro
78-862-6974,Drink,0,0,0,0,451.69,Dollar
07-706-1652,DR,0,0,1,0,360.99,Euro
13-738-4126,F,0,1,1,1,452.32,Euro
81-106-5260,DR,0,0,1,0,341.93,Dollar
45-464-3894,DR,0,0,1,1,483.90,Dollar
96-827-2736,f,1,0,0,0,380.40,Euro
45-153-3476,Food,1,0,0,0,302.47,Dollar
30-364-3864,Food,0,0,1,1,256.59,Euro
85-817-9070,F,0,0,1,0,423.82,Euro
39-486-1889,F,1,1,1,0,351.98,Dollar
06-441-9710,F,1,0,1,0,335.28,Euro
97-073-3852,Drink,0,1,0,1,441.17,Dollar
26-503-7701,Drink,0,0,0,0,258.62,Euro
47-755-8320,DR,1,0,0,0,,Euro
51-185-0077,Food,0,1,0,1,270.55,Dollar
57-754-1571,f,0,0,0,0,445.62,Dollar
42-153-4083,DR,0,0,0,0,431.71,Euro
00-945-2880,Food,1,1,1,0,264.00,Dollar
82-290-4806,f,0,0,1,1,462.25,Euro
06-482-6703,f,1,1,1,1,410.57,Euro
49-148-9691,f,1,1,1,0,,Euro
76-168-8108,f,0,1,1,1,396.44,Euro
34-517-0537,DR,0,0,1,0,349.17,Dollar
63-750-1288,f,0,0,0,1,332.19,Dollar
68-435-0995,Food,1,1,0,0,298.22,Dollar
73-779-0502,Food,1,1,1,1,432.45,Euro
79-608-0763,DR,1,1,0,1,406.65,Euro
23-645-0469,DR,0,1,0,0,338.68,Euro
92-437-0271,F,0,1,1,1,270.28,Dollar
49-551-9059,DR,0,0,1,0,498.29,Dollar
50-145-1782,f,0,1,0,0,400.44,Dollar
72-627-4057,F,1,1,0,0,418.15,Euro
63-688-7849,f,0,1,1,0,279.97,Dollar
91-936-2166,DR,0,1,0,0,290.26,Euro
62-508-2121,DR,1,0,1,0,404.49,Euro
81-413-1180,Food,1,1,1,0,288.64,Euro
83-991-4625,DR,1,1,0,0,352.35,Dollar
53-809-3993,,1,1,0,1,299.86,Dollar
45-463-6066,Drink,0,1,1,0,414.39,Dollar
31-196-4148,Drink,0,1,1,1,267.53,Dollar
39-327-9304,F,0,0,1,1,387.61,Dollar
11-983-0390,DR,0,0,1,1,365.44,Euro
18-610-2339,Drink,0,0,1,0,449.98,Euro
97-442-1947,Food,1,0,0,0,478.23,Dollar
50-331-9068,f,0,0,0,0,377.69,Dollar
10-234-9958,f,1,0,1,1,430.88,Dollar
88-073-6879,Drink,0,0,0,0,274.60,Euro
01-782-4345,Drink,1,0,0,0,421.84,Euro
11-210-4745,,1,1,1,0,335.53,Dollar
89-202-6608,DR,0,0,1,0,485.62,Dollar
61-745-6011,Food,0,1,0,1,412.96,Dollar
20-316-8661,DR,1,1,1,1,433.66,Dollar
66-800-5530,DR,1,1,0,1,396.14,Dollar
19-090-5560,Food,1,0,0,1,293.24,Dollar
95-827-1433,Drink,1,1,0,1,,Euro
29-407-0303,DR,0,1,1,0,342.22,Dollar
88-567-4389,f,1,1,0,1,429.58,Euro
90-739-0155,Drink,1,1,0,0,313.58,Euro
16-044-2274,F,0,1,0,0,322.63,Euro
57-657-9912,DR,0,1,0,0,400.21,Euro
90-749-4448,Food,0,1,1,0,291.45,Euro
62-086-5303,DR,0,0,0,1,336.35,Dollar
45-733-6855,F,1,0,0,1,373.85,Dollar
24-281-8484,Drink,0,0,0,1,393.17,Dollar
92-951-6396,Food,1,0,0,1,297.19,Euro
79-554-1336,DR,1,1,0,1,283.04,Dollar
43-808-1457,DR,0,0,0,0,334.26,Euro
67-157-6694,F,1,0,1,1,318.34,Dollar
71-784-4808,Food,1,0,1,0,328.94,Euro
14-806-2707,F,0,1,0,0,342.17,Dollar
17-846-3254,DR,1,1,0,1,432.24,Dollar
26-600-1148,F,1,0,1,0,415.72,Euro
81-528-3475,f,1,0,0,0,350.71,Dollar
08-295-1622,DR,0,1,0,0,341.61,Dollar
86-558-0557,Food,0,1,0,0,424.30,Dollar
97-108-0840,DR,1,0,1,1,409.60,Euro
79-688-9972,F,1,0,0,1,267.25,Euro
01-476-2202,f,0,0,1,0,386.57,Dollar
82-258-8956,F,1,1,1,1,275.25,Dollar
20-946-8412,F,1,0,1,1,452.09,Dollar
88-862-1922,F,1,0,0,1,419.88,Dollar
77-493-6511,DR,1,0,0,1,448.86,Dollar
00-189-6187,f,1,0,0,0,251.38,Dollar
65-543-1346,f,1,1,1,0,300.05,Dollar
89-137-7854,DR,1,0,0,0,499.88,Dollar
50-463-9255,Drink,0,0,1,0,369.63,Euro
18-723-7740,DR,1,1,1,1,343.42,Dollar
26-988-6704,Drink,0,1,0,0,455.06,Euro
25-604-1054,f,1,0,0,1,408.12,Euro
71-734-8025,Food,1,0,0,1,356.73,Dollar
90-754-4816,Food,1,1,1,0,350.08,Euro
43-854-4252,f,1,0,1,0,450.42,Euro
01-967-5290,Food,1,0,0,0,453.41,Dollar
55-034-5885,F,0,0,0,0,493.35,Dollar
92-561-6481,,1,1,0,1,377.86,Dollar
93-625-6906,F,1,0,1,1,444.79,Dollar
85-500-2771,Food,1,1,0,0,288.10,Euro
93-458-0031,Food,1,1,0,0,477.15,Dollar
72-965-5951,F,1,0,0,1,289.00,Dollar
12-894-8391,DR,1,0,1,1,313.07,Euro
95-303-8548,Drink,0,0,0,0,414.39,Dollar
77-211-3366,f,1,0,0,1,266.45,Euro
15-673-7719,DR,1,1,0,0,449.04,Dollar
14-769-3140,F,0,0,1,0,488.27,Euro
85-223-1513,Drink,1,1,0,0,317.58,Dollar
47-957-0051,Food,0,0,1,1,361.24,Dollar
71-606-6398,Drink,1,1,1,0,338.51,Dollar
38-876-8101,f,0,1,0,0,326.98,Euro
88-009-9280,Drink,0,0,0,0,258.36,Euro
39-836-8239,Food,1,1,0,1,,Dollar
94-696-8631,f,0,0,0,0,393.36,Euro
55-774-7434,F,1,1,0,1,413.93,Dollar
58-148-7055,F,1,0,0,1,304.80,Euro
60-879-8978,F,0,1,0,1,,Euro
51-758-8011,f,0,1,0,0,356.00,Dollar
66-781-8300,Drink,0,1,0,0,428.98,Dollar
35-676-0392,Food,1,1,0,1,492.93,Euro
10-207-0255,Drink,0,1,1,1,285.47,Dollar
70-869-7178,DR,1,0,1,0,385.16,Dollar
69-534-6285,F,1,1,0,0,407.27,Dollar
03-323-5722,F,0,0,0,1,483.82,Dollar
58-342-9632,Drink,0,1,1,1,432.88,Euro
61-688-7544,Food,1,1,1,0,281.06,Dollar
29-240-1580,Food,0,0,1,0,387.97,Euro
55-405-5631,f,1,0,1,1,375.41,Euro
54-362-2042,Food,1,0,0,1,333.27,Euro
22-322-4134,F,0,1,1,1,325.23,Dollar
16-566-0790,Drink,0,1,0,0,333.41,Dollar
16-607-3411,Food,1,0,1,0,431.86,Dollar
52-070-6405,F,1,1,0,0,448.15,Euro
13-581-0581,Food,1,0,0,1,308.90,Euro
53-922-3569,Drink,0,0,0,1,479.78,Dollar
28-071-5694,f,1,0,1,1,283.69,Dollar
56-700-3868,,1,1,1,0,499.79,Euro
85-867-1158,Drink,1,1,1,0,333.04,Euro
56-314-8910,Drink,1,1,0,1,324.93,Dollar
82-048-2071,Drink,1,0,1,0,405.71,Euro
08-873-8957,f,0,0,1,1,347.59,Dollar
41-136-3726,F,0,0,0,1,361.78,Dollar
83-102-2014,,0,0,0,0,337.72,Dollar
39-527-2122,Food,0,0,1,1,424.69,Euro
72-524-3488,DR,1,1,0,0,267.37,Dollar
77-644-9748,Food,1,0,0,0,348.35,Dollar
54-516-6366,Drink,0,0,1,0,316.78,Dollar
09-313-8203,Food,1,1,0,0,312.31,Euro
51-685-6629,Food,0,0,1,1,482.92,Dollar
11-126-6315,Drink,1,1,0,1,414.47,Dollar
63-799-9652,Drink,0,0,1,1,491.64,Dollar
10-504-6070,DR,1,1,1,0,325.59,Dollar
62-342-3978,Drink,1,0,0,1,464.83,Dollar
17-466-7914,F,1,1,1,0,466.34,Euro
30-635-0817,f,1,0,1,1,423.56,Dollar
62-069-4843,DR,1,0,1,0,416.48,Euro
57-449-6243,f,0,1,1,0,389.95,Dollar
66-853-1389,Drink,0,1,0,1,408.11,Euro
52-864-3048,f,1,0,1,0,378.23,Euro
44-599-0908,Drink,1,1,0,1,417.45,Dollar
42-795-6439,F,0,1,0,0,333.73,Euro
55-664-9583,Food,1,0,0,0,336.70,Euro
20-231-2867,F,1,0,1,0,317.19,Dollar
26-337-5434,f,1,0,1,1,255.40,Dollar
48-299-2370,Food,1,1,1,0,359.40,Euro
52-008-6575,DR,1,0,0,0,321.04,Dollar
17-393-3876,Food,0,0,1,1,409.10,Euro
05-833-6586,f,0,1,1,0,452.11,Euro
11-726-6978,Food,0,1,0,1,255.43,Euro
91-462-3389,Food,1,1,1,0,493.21,Dollar
49-438-2130,F,0,0,0,1,484.33,Euro
29-138-4682,f,1,1,0,1,445.60,Euro
10-584-9771,,1,0,0,1,409.32,Euro
60-902-7268,Food,1,0,0,0,439.93,Dollar
27-126-7675,DR,1,1,1,1,338.13,Euro
51-691-1289,Food,0,0,0,1,335.13,Euro
65-452-9351,Food,0,1,0,0,478.25,Dollar
19-756-7091,Drink,0,1,1,0,498.50,Dollar
95-207-7063,Drink,1,0,0,1,395.77,Euro
88-404-1357,Drink,1,1,0,0,463.40,Euro
68-272-9475,Food,1,0,1,0,260.08,Dollar
84-042-1891,F,1,0,1,0,391.66,Dollar
35-689-6080,F,0,0,0,1,252.68,Euro
02-678-8061,Drink,1,1,1,0,335.46,Dollar
72-717-0090,DR,0,1,0,0,421.77,Euro
77-165-7045,F,1,0,1,1,281.27,Dollar
40-571-6926,Food,1,0,0,1,293.71,Dollar
19-294-9165,f,1,0,1,0,456.24,Euro
29-689-1442,f,1,0,1,0,444.52,Euro
04-098-3434,F,1,1,1,1,286.32,Euro
00-083-2318,Drink,1,0,0,1,448.02,Euro
45-698-8589,F,0,1,0,0,379.31,Euro
74-006-0714,F,1,0,0,0,471.74,Euro
01-096-8802,Food,1,1,1,0,323.22,Euro
85-329-2222,Food,1,1,0,1,463.08,Euro
60-926-8722,Food,0,0,0,1,380.34,Euro
53-759-2263,Drink,0,1,0,0,458.81,Euro
23-008-1185,Drink,1,1,0,0,423.59,Euro
48-500-5762,Drink,1,1,1,1,321.24,Euro
36-132-5633,Food,0,1,1,1,481.56,Dollar
63-905-0256,Food,1,0,1,0,371.66,Euro
61-896-5720,Food,0,0,1,1,342.40,Euro
78-674-1640,Food,1,1,0,1,313.54,Euro
70-169-1831,Drink,1,0,1,1,382.83,Dollar
85-909-5578,Food,1,0,0,0,483.14,Dollar
42-408-6392,Food,0,1,0,1,492.32,Dollar
32-043-8874,F,0,0,1,0,394.13,Dollar
69-149-4935,DR,1,0,1,1,357.09,Euro
97-948-4832,F,1,1,1,0,422.64,Dollar
66-871-9813,f,0,1,0,1,329.02,Dollar
60-947-6682,Food,0,1,0,1,447.04,Euro
58-902-0293,Drink,1,0,1,1,351.55,Euro
04-217-4371,f,0,1,0,0,261.96,Dollar
75-294-5234,Drink,1,1,1,0,317.59,Dollar
56-745-8369,DR,1,1,0,1,475.40,Euro
49-120-2946,DR,1,0,0,0,295.59,Dollar
10-097-9384,DR,1,1,1,0,485.64,Dollar
29-606-9485,DR,0,1,1,1,488.60,Euro
38-894-6881,Drink,0,1,0,1,346.74,Dollar
91-030-3790,Food,0,1,0,1,333.46,Dollar
34-847-1773,,0,0,0,0,492.92,Dollar
71-703-3636,DR,0,0,1,1,438.41,Dollar
11-957-1622,F,1,1,1,1,316.00,Dollar
03-989-0949,Drink,0,1,0,0,273.38,Euro
41-938-0354,f,1,1,1,0,484.74,Dollar
03-924-6156,Food,1,1,0,1,489.69,Euro
67-450-3071,Food,0,0,0,0,,Dollar
19-235-0236,,0,1,0,1,385.04,Dollar
02-214-1169,Food,0,1,1,0,461.79,Euro
56-430-0239,Drink,1,0,0,0,464.99,Dollar
20-389-2895,F,0,0,1,1,391.35,Dollar
35-798-4837,f,1,1,0,0,270.03,Dollar
22-753-1996,f,0,0,1,1,326.70,Euro
19-752-8646,Food,0,0,1,1,266.81,Euro
94-641-3254,Food,0,1,1,1,482.27,Euro
77-738-8791,Drink,0,0,1,1,480.78,Dollar
48-568-2689,f,0,0,1,0,446.73,Dollar
63-359-6817,Drink,1,0,1,0,274.91,Euro
14-747-8474,f,1,1,0,0,451.58,Euro
02-009-7526,Food,0,0,1,0,456.19,Euro
97-918-2274,,0,1,1,0,345.98,Dollar
04-557-2782,F,0,0,1,0,474.24,Dollar
20-161-3125,F,0,1,0,1,250.05,Dollar
04-633-9343,Drink,0,0,1,0,452.10,Dollar
43-609-6084,F,0,0,1,1,294.60,Dollar
98-811-2805,Food,0,0,0,0,409.99,Euro
37-781-0850,Food,1,0,1,0,310.45,Dollar
71-653-8810,Drink,1,1,1,0,483.06,Euro
43-135-6416,DR,1,1,1,1,474.33,Euro
47-317-4372,DR,0,0,0,0,478.41,Euro
50-063-7402,Food,1,1,0,1,307.53,Euro
55-100-1117,f,0,1,1,0,362.89,Euro
16-715-7373,,1,1,1,0,397.68,Dollar
76-403-5866,DR,1,0,0,1,294.42,Euro
79-700-3280,F,1,0,1,0,433.76,Dollar
71-816-4806,f,1,1,0,1,302.91,Euro
54-131-3994,DR,0,0,0,1,412.82,Euro
89-362-5313,Food,1,0,1,1,302.15,Dollar
62-436-5791,DR,0,1,0,0,460.76,Dollar
98-754-3042,Food,0,0,0,0,286.92,Euro
72-520-9995,Food,1,0,0,1,290.01,Euro
64-600-0650,f,0,1,1,1,263.19,Euro
99-127-0825,f,1,0,1,1,448.71,Euro
60-805-1762,DR,0,1,0,0,292.10,Euro
24-673-7838,F,0,0,0,0,382.43,Dollar
18-648-0571,Food,1,1,1,1,286.45,Dollar
49-167-3179,f,0,0,0,0,378.24,Dollar
25-333-0201,Food,1,1,1,1,391.89,Dollar
