Company,Country,Department-1,Department-2,Department-3,Department-4,Salary,Currency
088161019-4,Egypt,0,2,0,0,950.10,usd
447649715-2,Kuwait,2,2,2,2,1473.26,JOD
489767248-1,Egypt,1,2,1,1,1455.87,USD
622663833-8,JOD,1,2,2,0,1040.59,euro
525985241-9,Egypt,1,1,1,1,727.71,euro
379698150-X,jod,0,0,2,2,796.50,usd
303665840-8,,2,2,,1,846.82,usd
322853565-7,jod,0,2,0,1,1031.75,$
139736531-5,JOD,1,1,1,1,800.61,Euro
606861593-6,Egypt,2,1,0,1,626.64,$
560683279-8,Egypt,2,0,1,1,830.93,Euro
560140543-3,jod,2,1,0,2,823.04,usd
683675396-3,jod,2,1,2,1,1414.90,usd
823324091-5,Egypt,2,0,2,2,622.11,usd
162955787-0,jod,2,2,2,0,771.25,euro
622765604-6,Kuwait,0,1,2,2,818.93,euro
885054310-7,egypt,2,2,2,2,927.51,USD
569216562-7,egypt,0,0,0,2,1200.71,$
844048907-2,Jordan,1,0,2,0,722.35,euro
327183394-X,egypt,2,0,2,0,947.73,JOD
303431177-X,Jordan,0,2,2,0,1126.22,euro
079105491-8,JOD,1,0,1,2,1337.00,$
696265649-1,Egypt,0,1,1,0,1266.40,$
603550610-0,jod,2,2,2,2,675.47,euro
677616256-5,jod,2,0,0,0,1458.09,Euro
882547141-6,jod,1,0,1,0,1001.75,usd
774992543-0,Egypt,0,0,1,1,1158.45,euro
747961872-7,Kuwait,2,2,1,1,1492.32,USD
938283631-4,Egypt,0,0,2,2,1218.77,$
598864632-8,Kuwait,0,1,0,0,1434.55,$
203887907-9,jod,1,2,2,1,1094.15,Euro
011697883-X,Kuwait,0,1,2,2,920.71,euro
666018265-9,,2,0,,1,822.91,$
260543159-2,Jordan,0,1,1,0,1093.92,usd
124837283-2,JOD,2,1,1,1,721.13,$
166268880-6,JOD,1,0,2,2,1493.45,euro
844341012-4,egypt,0,2,0,0,1457.08,usd
414682945-3,jod,1,1,0,1,956.64,USD
053160864-6,Jordan,0,0,2,2,792.51,usd
247122883-6,egypt,0,0,2,1,1088.36,USD
780386366-3,Egypt,0,1,0,2,945.87,$
949299185-3,jod,0,0,0,2,1209.72,USD
759806421-0,jod,0,0,0,1,984.48,JOD
160795849-X,Kuwait,1,0,0,1,1436.88,$
841292910-1,Egypt,1,1,2,0,1004.18,$
515960624-6,Kuwait,1,0,0,0,1322.16,Euro
211253653-2,JOD,2,2,0,0,1069.34,euro
423379170-5,,1,1,,1,1446.48,Euro
671472904-9,Kuwait,0,1,0,1,1476.86,usd
819655947-X,Jordan,2,1,2,1,1028.86,usd
215003248-1,Egypt,1,0,0,0,1354.57,Euro
968416860-8,egypt,1,1,0,1,1320.19,JOD
307037109-4,Jordan,1,1,1,1,1431.73,$
774090487-2,Kuwait,1,1,2,0,694.04,$
988436867-8,Egypt,1,2,0,0,1271.33,USD
917022194-4,Egypt,1,1,2,2,729.50,JOD
179846088-2,Jordan,0,0,0,0,1245.36,Euro
460611893-8,Kuwait,0,1,1,2,1174.02,JOD
667543345-8,Kuwait,0,1,1,0,1323.82,JOD
633981416-6,Egypt,1,0,0,2,696.00,USD
057660025-3,egypt,0,2,2,1,1402.20,$
390182437-5,Kuwait,1,2,1,1,1178.79,euro
289067256-5,JOD,2,0,1,0,681.28,Euro
991149873-5,jod,1,0,0,2,726.12,$
606638765-0,jod,1,0,0,1,1054.16,$
820761764-0,Jordan,0,0,1,1,794.16,$
916408236-9,Kuwait,0,2,0,1,656.19,euro
290369006-5,jod,0,0,1,2,861.06,euro
486462650-2,jod,2,2,0,2,1026.92,USD
810808757-0,Egypt,0,0,2,1,1137.46,USD
286752427-X,egypt,0,0,0,1,1466.49,USD
982132449-5,Jordan,2,1,2,1,1350.27,Euro
128968865-6,Egypt,2,0,0,0,1430.65,JOD
866935148-X,Jordan,2,2,0,1,980.58,usd
735269293-2,Kuwait,1,0,0,1,701.91,USD
407157972-2,Egypt,1,1,2,2,1351.53,$
287781469-6,Kuwait,0,0,2,0,1342.80,euro
318843703-X,egypt,1,1,0,1,1360.35,usd
240584252-1,JOD,1,1,1,1,893.05,JOD
913126562-6,Jordan,0,2,0,0,960.25,euro
162875186-X,Egypt,0,1,2,2,941.87,euro
768039903-4,jod,1,0,1,2,979.49,euro
619669442-1,Egypt,0,0,2,1,1417.95,JOD
185102766-1,egypt,1,2,0,1,1495.13,euro
073284075-9,jod,1,0,0,2,896.85,euro
338989486-1,JOD,0,0,2,0,1412.46,Euro
324214992-0,JOD,0,1,2,0,756.58,USD
389342540-3,,1,1,,1,1309.09,Euro
195270939-3,egypt,2,0,0,2,650.86,USD
287325744-X,egypt,0,0,2,1,1000.93,Euro
181358158-4,Kuwait,2,2,0,0,1247.62,euro
151319115-2,JOD,1,1,0,0,698.48,usd
361946157-0,Kuwait,0,0,0,2,600.70,$
948480750-X,Egypt,0,2,1,2,1039.02,USD
285491366-3,Egypt,0,2,0,1,739.02,$
892950999-1,Jordan,2,1,0,1,700.23,usd
688394434-6,egypt,1,0,0,0,870.54,usd
319365072-2,JOD,0,1,0,0,1074.10,euro
137742868-0,Kuwait,2,0,2,0,839.08,JOD
703092911-X,Kuwait,0,0,1,0,728.12,$
792707290-0,Egypt,0,2,1,1,1341.56,$
487204620-X,egypt,2,2,0,0,868.76,USD
163965249-3,JOD,0,0,1,1,661.14,euro
076280417-3,jod,0,1,0,0,1484.80,usd
697513953-9,Egypt,1,2,0,1,690.73,JOD
838473788-6,Kuwait,2,1,2,2,1380.22,euro
541956741-5,Jordan,1,2,0,1,826.18,$
945085774-1,Kuwait,1,1,2,1,920.52,USD
467800991-4,jod,1,1,2,1,1193.41,euro
232061987-9,Egypt,0,1,2,2,1084.96,Euro
823598620-5,jod,2,1,2,1,849.77,JOD
929685523-3,egypt,2,0,2,0,982.68,JOD
002825953-X,jod,2,0,1,2,1343.87,euro
373158578-2,Jordan,1,0,1,1,1046.45,Euro
231861819-4,jod,0,0,2,1,832.04,$
943430571-3,Jordan,1,1,2,2,1430.13,JOD
978987307-7,egypt,0,1,2,0,1061.79,JOD
553094333-0,JOD,2,0,2,0,604.70,Euro
460546473-5,Jordan,1,1,0,2,1206.10,euro
443002205-4,Kuwait,1,2,0,1,1185.37,$
280401829-6,Egypt,2,1,1,1,1115.36,$
634731380-4,egypt,2,0,0,1,749.92,Euro
415824783-7,Kuwait,1,2,1,1,1379.88,Euro
905081676-2,JOD,0,0,2,1,744.57,euro
641262073-7,Jordan,2,2,0,2,785.20,euro
180275276-5,Jordan,0,1,1,2,652.17,euro
096660612-4,JOD,1,2,2,2,1309.54,USD
398875384-X,egypt,2,2,0,0,1093.98,usd
952863043-X,JOD,2,1,0,2,648.39,usd
196832982-X,JOD,0,1,1,1,1254.09,usd
837643064-5,JOD,0,1,2,2,990.97,Euro
811483760-8,egypt,0,1,0,0,701.77,Euro
510561743-6,JOD,0,2,1,2,931.32,euro
343757671-2,JOD,1,0,0,0,951.27,$
445133055-6,Egypt,0,0,2,1,816.32,usd
435847149-8,egypt,2,1,0,2,1145.10,$
392273102-3,egypt,0,2,0,1,615.80,JOD
276839616-8,jod,0,0,0,1,1243.96,usd
595737461-X,jod,0,0,1,1,1276.40,euro
823899294-X,JOD,2,2,1,2,1202.67,JOD
406065920-7,Jordan,1,2,1,1,1259.30,euro
850129639-2,Kuwait,2,0,0,1,712.82,USD
193440291-5,jod,1,2,2,1,859.17,usd
281778176-7,Kuwait,2,1,2,1,622.17,usd
797596600-2,Egypt,2,2,0,0,1148.99,euro
125984309-2,Egypt,1,0,0,2,1374.99,USD
927124439-7,egypt,1,0,0,1,1091.62,JOD
488321331-5,Egypt,1,1,2,1,1262.33,euro
127948434-9,Kuwait,0,2,0,1,744.39,USD
615904378-1,jod,1,1,2,1,883.44,$
995757876-6,Jordan,0,1,0,0,1404.71,Euro
309393117-7,Kuwait,1,2,2,0,1279.96,USD
082978559-0,Egypt,1,2,2,1,1086.88,JOD
731202000-3,Jordan,1,1,0,0,1123.24,JOD
364135525-7,Egypt,0,0,0,2,961.96,usd
820940443-1,egypt,2,1,1,0,736.11,JOD
471283258-4,JOD,0,0,1,2,1286.15,$
318738090-5,Egypt,2,2,1,2,894.86,usd
575835658-1,Jordan,2,0,1,0,1052.72,euro
690869857-2,JOD,1,1,1,0,759.61,usd
711415853-X,JOD,2,2,1,2,1173.84,USD
155568938-8,Jordan,2,1,2,2,1206.06,JOD
722359951-0,Jordan,0,1,2,0,1477.76,usd
922247601-8,Jordan,1,1,0,1,1495.93,Euro
666909962-2,jod,0,0,2,0,919.32,USD
088949071-6,egypt,1,1,0,1,646.78,USD
521675444-X,Kuwait,2,0,1,0,863.37,Euro
329407692-4,JOD,2,0,2,2,1396.95,euro
691470613-1,egypt,1,2,1,0,869.79,Euro
177197948-8,jod,2,1,0,2,672.06,USD
418113681-7,JOD,1,0,2,1,641.21,JOD
932039902-6,jod,1,2,1,1,1435.19,JOD
217031314-1,JOD,0,2,2,0,1020.65,usd
294896348-6,egypt,1,1,2,2,771.15,euro
282071277-0,Jordan,2,0,2,1,932.27,USD
910483500-X,Egypt,2,2,2,2,1128.41,Euro
367509539-8,Jordan,0,0,2,0,1290.57,usd
995038746-9,Kuwait,2,1,0,1,1121.67,euro
563944708-7,jod,2,2,2,0,792.04,$
510723625-1,Egypt,1,2,2,0,1083.20,JOD
218721648-9,jod,0,0,0,1,1072.26,JOD
593700690-9,Jordan,1,1,0,2,748.98,Euro
979893361-3,Egypt,2,0,0,0,887.54,$
276178262-3,egypt,1,1,1,1,876.54,USD
137311425-8,Jordan,1,2,0,0,791.33,$
633638006-8,JOD,1,2,2,0,1020.18,USD
871555970-X,Egypt,0,2,1,0,1359.67,euro
793999273-2,JOD,2,1,0,2,1386.14,JOD
107027061-X,Jordan,1,2,0,2,1240.41,$
080259922-2,egypt,2,2,0,2,856.68,JOD
424986753-6,JOD,0,2,0,0,658.56,euro
609339370-4,JOD,1,0,0,0,1401.89,USD
428314973-X,jod,2,1,0,2,867.48,usd
536617112-1,Egypt,0,1,0,1,678.92,Euro
039575473-9,egypt,0,0,2,2,1446.02,Euro
840639908-2,Egypt,1,2,0,1,1284.09,USD
486456685-2,Kuwait,0,2,2,0,1102.01,$
054453591-X,egypt,2,2,2,2,1183.87,usd
948707297-7,Kuwait,0,0,0,0,693.78,Euro
337928277-4,Jordan,2,0,1,2,810.78,USD
745882642-8,egypt,2,2,2,1,842.52,euro
209302807-7,Kuwait,0,2,1,2,834.56,Euro
599853489-1,jod,0,1,0,1,1429.51,usd
931963619-2,egypt,0,0,2,2,774.14,$
053323428-X,Jordan,2,2,0,1,1205.76,$
171316244-X,Kuwait,2,1,1,0,678.88,JOD
658430095-1,egypt,0,2,2,1,1189.51,usd
385016692-9,JOD,1,1,1,0,1204.52,usd
835160787-8,Jordan,1,0,1,0,1018.38,USD
284125290-6,egypt,2,0,1,0,701.67,JOD
774433646-1,egypt,2,0,0,1,1032.30,Euro
363210309-7,Kuwait,1,2,1,0,1201.59,Euro
599924444-7,Jordan,1,0,1,2,1124.99,Euro
829477300-X,jod,1,0,1,1,1160.72,Euro
223238446-2,jod,2,1,0,2,1386.51,USD
442782424-2,JOD,1,1,1,1,1074.79,JOD
542082705-0,jod,1,2,0,0,1360.70,Euro
930312415-4,JOD,0,0,0,1,634.62,usd
003308314-2,JOD,1,1,1,1,1073.19,$
700515179-8,Kuwait,0,1,2,0,1027.15,JOD
282100987-9,jod,1,0,2,1,776.80,usd
530100523-5,egypt,0,0,2,0,639.79,euro
492870339-1,Egypt,1,1,1,2,1019.20,euro
860678149-5,egypt,1,2,2,0,1081.52,usd
090979558-4,Jordan,0,2,2,2,1344.42,$
529106899-X,jod,2,0,1,0,866.41,$
056145305-5,jod,0,0,0,2,911.35,USD
120214631-7,jod,2,2,2,2,1472.97,$
521442617-8,jod,2,1,1,1,1026.74,usd
664507166-3,,1,1,,0,1430.55,usd
075352092-3,egypt,2,0,2,2,1365.23,JOD
548398221-5,Jordan,1,1,1,2,1075.34,JOD
036119439-0,Kuwait,2,1,0,2,1283.54,euro
656438228-6,JOD,0,0,0,1,1342.85,Euro
506344165-3,jod,0,0,0,0,1014.74,$
844929077-5,Kuwait,1,2,1,1,1001.18,JOD
593367608-X,Egypt,0,0,1,2,1389.95,JOD
311212887-7,Jordan,1,2,0,0,1429.93,euro
582618791-3,JOD,2,0,0,0,1198.93,$
097500076-4,jod,2,2,0,0,1017.84,Euro
878930314-8,jod,2,0,2,1,1430.78,Euro
026328763-7,Kuwait,2,0,0,1,1290.96,usd
519561259-5,Kuwait,1,1,0,1,1262.44,USD
383578869-8,JOD,1,2,1,2,1058.66,Euro
673760354-8,jod,0,0,0,0,675.76,$
689629276-8,JOD,0,2,0,1,988.38,euro
965808575-X,Jordan,0,1,0,2,960.65,JOD
412802128-8,JOD,1,1,0,0,1305.45,$
421186887-X,egypt,1,0,2,0,727.18,usd
997616573-0,Jordan,0,0,0,2,868.98,usd
057126780-7,Jordan,2,1,0,2,792.38,euro
619661243-3,Jordan,1,2,1,0,1145.51,$
635392375-9,JOD,2,1,1,1,1413.56,$
225250854-X,Egypt,2,2,1,0,757.53,Euro
518527859-5,egypt,1,1,2,1,695.40,usd
831952264-1,Egypt,2,2,0,2,1189.25,euro
837516940-4,Kuwait,1,1,1,0,1409.18,JOD
121114487-9,Egypt,0,2,1,0,611.29,USD
153204231-0,egypt,0,0,0,0,936.88,euro
318225762-5,Jordan,2,1,1,2,643.54,$
472215220-9,Egypt,1,0,2,2,1401.97,USD
227254590-4,jod,0,1,1,1,1289.78,euro
029183356-X,JOD,1,1,0,2,1350.44,JOD
772764020-4,Jordan,2,1,1,1,1181.32,JOD
113096055-2,JOD,0,2,1,2,645.56,euro
428180895-7,JOD,0,0,0,2,1303.89,$
250807190-0,egypt,2,2,0,1,900.07,USD
942477653-5,egypt,0,0,2,1,749.95,Euro
224782396-3,jod,2,1,1,0,763.35,$
915938977-X,Kuwait,1,1,1,1,610.51,$
519061249-X,jod,1,1,1,0,740.16,euro
700092329-6,jod,1,1,1,1,825.54,Euro
450082440-5,egypt,1,1,1,1,694.14,USD
437414395-5,jod,0,2,1,0,1417.60,euro
281968014-3,Jordan,2,1,2,0,908.65,USD
332189152-2,egypt,0,0,2,2,662.93,USD
374423281-6,Egypt,0,2,1,0,1157.50,USD
403746975-8,Kuwait,0,1,2,2,739.41,euro
364242247-0,,0,0,,0,1275.65,$
529593861-1,Jordan,2,2,2,2,711.73,JOD
875951226-1,JOD,2,1,2,1,1316.98,$
151726837-0,jod,1,0,0,1,840.77,usd
640175929-1,jod,1,1,1,2,706.61,euro
044570185-4,Egypt,0,1,2,0,1086.87,usd
072593090-X,Egypt,1,2,2,1,918.11,$
197348814-0,Kuwait,1,1,1,1,1251.29,usd
654188412-9,egypt,2,1,0,0,1288.72,JOD
860662383-0,jod,2,2,0,2,868.27,USD
493625733-8,Jordan,0,1,1,0,1140.91,Euro
065945356-8,JOD,1,2,0,0,907.57,euro
223053894-2,egypt,1,0,1,0,1373.98,JOD
236264097-3,Kuwait,1,0,0,2,779.81,USD
742155184-0,Kuwait,0,2,0,1,787.89,euro
252294911-X,Jordan,2,2,2,1,1428.70,usd
296908901-7,Jordan,0,0,0,1,806.52,JOD
125990068-1,Kuwait,1,1,1,2,935.89,$
545099237-8,Jordan,2,0,2,2,1483.29,JOD
231882081-3,egypt,0,2,1,1,1364.19,euro
187064173-6,egypt,2,2,1,2,1044.96,usd
330302484-7,jod,1,2,1,2,1136.81,usd
377108217-X,Egypt,2,1,2,1,1226.77,euro
010107902-8,egypt,0,0,2,1,852.10,USD
396610286-2,JOD,1,1,2,1,1032.67,USD
795798701-X,egypt,2,2,1,1,809.11,USD
200197413-2,egypt,2,2,1,1,1484.37,usd
250961366-9,egypt,1,2,0,0,1010.29,$
801684344-1,egypt,0,0,0,0,1469.91,Euro
466066837-1,JOD,1,1,0,1,927.70,USD
561266221-1,JOD,0,2,1,1,1438.95,USD
329138126-2,Egypt,1,2,0,2,1063.22,euro
295433373-1,egypt,1,0,1,1,855.22,JOD
652183437-1,jod,0,2,0,0,719.58,Euro
440506709-0,Jordan,1,0,1,1,1109.96,usd
995747321-2,egypt,2,0,0,2,710.47,euro
701997549-6,jod,0,1,1,2,1143.28,usd
475385767-0,JOD,1,1,1,1,1008.21,euro
721352413-5,egypt,1,0,0,1,942.39,$
095614807-7,JOD,1,1,0,0,1196.92,usd
194808051-6,,1,2,,2,1319.48,$
232521274-2,jod,0,1,1,0,1397.03,euro
326191203-0,Kuwait,0,2,1,1,779.90,USD
346432824-4,JOD,1,0,0,0,682.77,Euro
710400644-3,Kuwait,2,0,0,1,1225.83,euro
328067822-6,Kuwait,1,0,0,0,646.29,$
042768096-4,JOD,2,2,0,0,645.63,USD
348932973-2,JOD,1,1,0,1,1306.27,JOD
271184285-1,Egypt,2,1,0,2,1314.49,Euro
974063695-0,Kuwait,0,1,0,1,1284.34,euro
761687786-9,egypt,0,0,2,2,1013.38,JOD
933269925-9,Jordan,1,2,1,0,1226.16,Euro
835909073-4,egypt,0,1,0,0,1226.77,USD
454558506-X,Egypt,1,2,0,0,651.42,USD
271165233-5,Kuwait,0,2,2,1,951.20,JOD
612789343-7,Kuwait,1,1,2,0,717.32,Euro
545322418-5,Kuwait,1,0,0,0,820.94,USD
599849997-2,egypt,0,1,1,2,860.60,$
596542681-X,Jordan,0,0,0,0,869.05,$
411570447-0,JOD,2,1,1,1,754.29,USD
753446196-0,egypt,2,2,0,1,887.07,JOD
412360454-4,Egypt,1,2,0,2,1197.75,JOD
230970544-6,egypt,0,2,2,1,1157.85,euro
624522654-6,JOD,1,0,1,0,918.38,Euro
655408682-X,JOD,2,0,2,0,1037.25,$
689917420-0,egypt,2,2,0,0,978.17,USD
371337237-3,Egypt,2,2,2,1,1352.08,JOD
197433719-7,Egypt,0,2,2,2,1252.30,Euro
294190946-X,Jordan,1,1,2,1,725.54,USD
839465882-2,Egypt,0,1,2,1,923.73,$
740900548-3,JOD,0,0,0,1,890.03,Euro
170729271-X,JOD,0,0,1,2,1102.86,usd
173199916-X,jod,0,1,0,0,1268.92,JOD
022530020-6,egypt,2,0,0,0,831.72,Euro
379645810-6,Jordan,0,1,1,2,997.21,euro
782857165-8,Egypt,1,2,1,1,1228.84,euro
204460144-3,Jordan,1,0,2,0,788.78,USD
081608501-3,jod,0,1,1,2,746.04,usd
957541899-9,Kuwait,0,1,1,2,1365.65,euro
850213463-9,JOD,2,1,2,1,918.01,Euro
971734141-9,egypt,0,2,2,1,1250.38,euro
647950122-5,jod,2,0,2,0,1482.20,JOD
614991051-2,Jordan,2,2,2,1,1171.63,JOD
818895005-X,jod,0,0,2,2,699.52,euro
514043990-5,JOD,2,0,1,1,1204.67,Euro
772899323-2,egypt,0,2,2,0,1317.01,JOD
274511713-0,,1,2,,2,776.35,$
612615848-2,JOD,1,0,1,0,691.27,euro
609990483-2,Kuwait,1,0,0,1,1062.54,$
609511146-3,Egypt,0,0,1,0,619.91,$
404035482-6,Kuwait,1,1,0,2,1077.96,euro
103463381-3,Jordan,0,1,0,2,1025.27,JOD
055849664-4,Jordan,2,0,0,2,956.39,usd
495952708-0,Egypt,2,1,0,2,1440.28,USD
158562193-5,JOD,0,0,2,1,681.44,JOD
463959798-3,egypt,1,2,1,2,977.37,euro
192941441-2,Kuwait,0,1,1,0,1307.63,Euro
631826939-8,Kuwait,1,0,2,1,1071.30,usd
875308775-5,jod,0,1,2,2,1065.16,usd
394492871-7,Kuwait,2,0,0,0,636.19,euro
344931780-6,jod,1,2,1,0,842.41,$
834618211-2,egypt,0,2,2,1,1479.29,$
519500574-5,Egypt,1,1,2,1,854.07,usd
688447462-9,JOD,1,2,1,0,1347.44,USD
193650943-1,Jordan,2,1,0,1,839.30,USD
268026472-X,JOD,2,0,0,2,1273.61,Euro
440006194-9,Kuwait,2,1,1,2,827.76,USD
426062958-1,Egypt,1,2,1,1,756.33,Euro
608893338-0,egypt,1,0,0,1,1492.71,usd
385900515-4,Kuwait,2,1,1,2,933.44,USD
201447938-0,,1,0,,0,1411.04,USD
462451727-X,Egypt,0,0,1,0,1198.72,usd
942251333-2,Jordan,1,0,2,0,635.04,usd
003069764-6,egypt,0,0,2,1,1331.11,Euro
782988778-0,jod,0,1,1,1,1025.69,Euro
096779372-6,JOD,2,0,0,2,619.91,USD
847965892-4,egypt,0,1,1,1,1380.79,euro
596946717-0,Egypt,1,2,1,2,1150.97,euro
148472077-6,egypt,2,2,2,2,1000.82,euro
853225873-5,Kuwait,0,2,1,2,1021.59,USD
662769381-X,Kuwait,1,2,2,0,636.93,JOD
165033085-5,Egypt,0,0,1,0,1115.49,USD
366470244-1,JOD,0,1,2,2,1047.04,usd
796784367-3,Egypt,0,2,1,2,1185.20,usd
547358952-9,egypt,1,2,0,0,759.76,$
718582056-1,jod,1,2,1,2,637.65,usd
446409982-3,Jordan,2,1,0,2,1462.05,usd
798052460-8,Jordan,0,2,1,1,1220.45,USD
583737817-0,Jordan,2,0,0,2,722.90,euro
943177976-5,Jordan,1,2,0,1,722.21,$
207308900-3,JOD,1,0,0,1,1455.11,usd
884210949-5,egypt,0,0,1,0,1362.18,Euro
481601976-6,egypt,2,0,0,1,1156.45,Euro
909605010-X,JOD,1,1,1,1,1089.30,Euro
622512808-5,egypt,0,0,0,2,1452.13,$
526356453-8,JOD,1,0,1,2,781.87,usd
902194864-8,egypt,2,0,0,1,1126.34,$
346975456-X,Jordan,0,0,1,0,1013.97,euro
884565125-8,jod,0,2,1,0,1001.83,USD
909634827-3,jod,0,1,0,2,1381.59,JOD
972436731-2,jod,2,0,0,0,1310.37,JOD
328509212-2,Egypt,2,0,0,0,882.68,USD
605718213-8,Jordan,0,0,2,2,1109.28,usd
807855239-4,JOD,2,0,2,0,1079.98,$
611550370-1,Jordan,1,2,0,0,653.11,usd
365569204-8,Egypt,2,0,0,1,1136.48,usd
613913363-7,jod,1,2,1,1,1494.27,usd
369798636-8,Jordan,1,1,1,1,645.56,usd
966788465-1,egypt,0,1,0,2,1101.73,USD
700281716-7,jod,2,1,1,2,1448.37,$
908414134-2,Jordan,1,2,0,1,989.50,$
762263355-0,egypt,2,1,1,2,683.15,USD
196819051-1,Egypt,0,0,1,2,1063.19,USD
846197379-8,Egypt,2,2,2,1,787.04,JOD
523236545-2,Egypt,0,0,1,1,815.82,euro
664926457-1,JOD,1,0,2,2,1193.75,JOD
549568899-6,JOD,0,0,1,2,1092.54,USD
666234928-3,JOD,1,0,0,1,1102.60,USD
443761689-8,jod,2,1,1,0,1408.88,usd
388431689-3,Kuwait,0,0,1,2,1077.79,euro
584029640-6,egypt,0,2,0,0,1039.69,USD
424573567-8,JOD,0,0,1,2,1450.08,usd
266181671-2,egypt,0,2,0,0,713.93,$
155023384-X,Kuwait,1,0,0,0,1220.63,JOD
466404310-4,Kuwait,1,0,2,1,1050.36,euro
093639849-3,Jordan,2,0,1,0,1463.11,usd
208052143-8,Jordan,0,1,2,0,1064.36,USD
801811046-8,Kuwait,0,0,0,1,1207.54,USD
951498951-1,Jordan,1,2,0,1,917.70,$
871695278-2,Egypt,0,1,2,0,1486.48,euro
660006782-9,Kuwait,2,2,1,0,759.10,USD
583504665-0,Egypt,2,2,2,1,1210.93,euro
593425508-8,Egypt,0,2,0,1,1162.42,Euro
063189103-X,JOD,0,2,1,0,615.52,$
494741746-3,Kuwait,0,1,0,2,1150.77,Euro
033054725-9,Kuwait,2,0,0,0,817.58,USD
883182973-4,JOD,2,0,0,0,1061.65,Euro
649220517-0,JOD,2,1,1,2,850.75,USD
589372551-4,egypt,0,2,0,0,730.19,USD
286753427-5,jod,1,1,1,1,979.99,Euro
695937100-7,jod,2,2,0,0,911.90,euro
097584046-0,JOD,0,2,2,0,1149.29,Euro
241266025-5,jod,2,2,0,2,1050.86,Euro
148378882-2,Kuwait,1,1,2,0,698.07,USD
538154290-9,Kuwait,2,0,0,2,654.52,$
655335103-1,Kuwait,1,1,0,1,959.63,Euro
856501907-1,Egypt,2,0,2,2,1269.64,USD
081786646-9,egypt,0,2,0,1,1361.50,Euro
234669644-7,jod,2,1,2,0,1087.96,USD
279292385-7,jod,0,1,2,1,1467.73,usd
405476074-0,Egypt,0,2,1,0,932.10,$
688117751-8,Kuwait,0,2,1,1,1210.44,$
505163818-X,Kuwait,2,2,0,0,1013.08,JOD
073822825-7,egypt,1,2,0,1,762.52,$
148766969-0,JOD,1,2,0,2,1314.92,$
217987352-2,Kuwait,1,2,0,0,731.99,usd
776542311-8,Kuwait,0,0,1,0,969.38,Euro
637202738-0,JOD,0,2,1,0,1025.17,$
615180072-9,Kuwait,0,1,2,0,1010.04,JOD
897260886-6,,0,0,,0,847.11,$
434231548-3,JOD,0,2,1,2,1383.77,euro
412846910-6,Egypt,2,1,1,2,713.99,usd
421756575-5,Jordan,1,1,1,1,1484.37,USD
575307788-9,,1,1,,2,1109.15,$
548785854-3,egypt,1,0,2,2,795.52,JOD
452853454-1,JOD,0,2,1,1,1369.87,USD
158640018-5,Jordan,2,1,2,2,820.77,USD
782905732-X,egypt,0,1,0,0,668.91,USD
764378974-6,JOD,1,1,1,1,608.83,USD
954539646-6,JOD,2,1,2,0,1257.71,$
295789345-2,JOD,1,1,2,0,1192.71,euro
045876385-3,Kuwait,2,0,2,1,930.94,USD
902574421-4,JOD,2,0,2,2,1331.15,USD
298387465-6,egypt,1,1,1,1,958.48,USD
230266783-2,Jordan,1,1,1,1,1153.31,USD
598524527-6,Kuwait,0,2,1,2,1384.95,USD
290362445-3,,2,0,,2,961.75,Euro
145765332-X,Kuwait,0,2,2,0,1058.35,USD
687101430-6,Jordan,1,1,0,1,1163.46,$
491674383-0,Kuwait,1,0,0,2,656.11,usd
997371613-2,jod,2,1,0,2,716.32,euro
450105910-9,Jordan,0,1,1,1,811.14,USD
112318299-X,,1,2,,2,631.41,usd
829286837-2,Kuwait,1,2,0,0,1041.70,USD
394205665-8,JOD,1,1,1,1,1438.86,euro
131825639-9,egypt,2,0,0,2,1393.86,euro
483765022-8,Jordan,1,0,1,1,610.94,USD
390603261-2,JOD,0,0,2,1,1335.42,usd
499672018-2,jod,1,0,1,1,705.38,usd
711713921-8,JOD,2,1,0,2,1016.51,$
415140422-8,Egypt,2,2,0,2,1341.04,$
757945666-4,Egypt,1,1,2,1,1061.72,$
490049265-5,JOD,0,0,1,0,698.13,JOD
594284651-0,jod,1,2,2,0,1213.94,Euro
674945485-2,Egypt,1,1,0,2,1393.19,$
855447086-9,Jordan,0,0,2,1,625.71,JOD
610229559-5,JOD,2,2,0,0,1318.86,Euro
146505676-9,Egypt,1,2,1,1,997.03,euro
042445603-6,Jordan,0,1,1,2,1195.97,Euro
978003542-7,egypt,1,2,2,2,1031.16,$
388587445-8,egypt,0,1,1,2,761.36,euro
795863995-3,Egypt,2,2,1,2,769.10,usd
038410727-3,Jordan,1,2,1,1,1174.85,$
788621427-7,egypt,1,0,0,2,656.47,$
982412127-7,egypt,0,0,2,2,1267.34,euro
581445234-X,Kuwait,1,0,2,0,982.27,euro
518797112-3,egypt,2,1,0,0,1006.63,Euro
378823923-9,Jordan,1,1,0,1,629.16,$
206579607-3,jod,2,1,2,0,950.25,JOD
070285436-0,Kuwait,2,1,2,1,1213.50,Euro
055053455-5,Kuwait,0,1,2,0,1437.89,USD
352087753-8,Egypt,2,1,2,1,1370.98,Euro
903724667-2,Egypt,2,2,2,0,1435.51,JOD
557449589-9,Kuwait,1,2,0,1,817.01,JOD
361144402-2,egypt,1,0,0,0,1311.36,JOD
245256665-9,egypt,2,2,1,0,955.67,usd
105676598-4,jod,2,1,2,0,1208.04,$
398780917-5,Jordan,0,0,0,0,1172.93,Euro
