Author_ID,Book_ISSN,Place_of_Publication,Year_of_Publication,TotalSales
63468,60-767-4505,london,Affron, 801.63
3542,53-946-2141,Paris,Sonschein, 1599.62
2554,14-674-2023,Tokyo,Aimson, 7489.48
68545,48-791-8913,london,Peaseman, 4225.49
255,30-002-3934,Tokyo,Ewers, 7274.70
253,92-348-7584,NY,Cadore, 4347.65
3641,92-192-7662,NY,Grafom, 6935.46
2554,01-945-3326,NY,Wolfenden, 7850.38
2554,20-801-3571,NY,Croux, 706.11
1235,15-346-4743,New York,Mangenot, 1513.03
68545,42-614-2385,NY,Sutherland, 2523.14
458,87-853-2335,Tokyo,Alban, 7159.88
255,58-562-3232,Tokyo,Dowsett, 8465.06
458,48-070-3923,Tokyo,Fernier, 837.20
63468,96-626-8113,Tokyo,Defrain, 3062.31
513,03-527-5494,New York,Bumfrey, 8163.99
55,10-152-3883,Paris,Dinis, 5685.88
35465,30-429-2182,Paris,Tanti, 9200.27
1336,83-721-1827,New York,Iggo, 5964.93
68545,00-539-2943,Paris,Coucher, 7376.44
255,57-622-5530,,Rubinowitsch, 5384.55
458,70-171-9392,london,Castree, 6901.94
55,58-472-6791,London,Stovine, 9431.92
35465,55-854-4113,Paris,Sheardown, 1661.51
3546,31-232-5919,London,Garmston, 4273.47
253,76-023-1482,Paris,Lindsley, 7846.43
464,07-418-4783,Paris,Venable, 8135.68
253,76-166-8138,New York,Felstead, 9300.10
464,30-725-0135,London,Radcliffe, 4529.36
253,17-202-5107,New York,Meiningen, 7604.28
1235,00-882-3282,NY,Treadway, 4915.28
513,84-395-7357,London,Breakspear, 7578.81
963,80-851-5247,London,Pattullo, 3364.99
46213,32-528-7699,london,Dorracott, 9307.17
253,18-304-8494,Tokyo,Glisane, 1397.43
513,59-499-3047,London,Cassedy, 1170.35
3566,27-535-6884,Tokyo,Arstall, 5100.01
68545,94-177-0768,Tokyo,Probat, 2907.42
255,27-320-3338,london,McIllrick, 5017.18
46213,08-954-1725,Tokyo,Collelton, 2911.74
2554,64-135-4698,toKyo,Salasar, 9576.87
3566,66-889-2646,London,Lidstone, 4210.34
68545,81-789-3058,Tokyo,Skarr, 3696.14
2554,39-268-9977,New York,Killingbeck, 9696.87
464,42-500-2549,toKyo,Starr, 1362.59
3641,48-774-8132,London,Newbatt, 6327.29
3542,87-650-3484,London,Cheyenne, 7396.21
68545,74-540-3357,toKyo,Dittson, 4487.09
3566,55-556-5442,Tokyo,Dronsfield, 2638.00
3542,50-938-9189,London,Alpin, 1411.73
68545,37-639-9129,london,Taunton., 6336.79
513,98-672-3270,Paris,Disbury, 4845.07
513,72-967-3702,Tokyo,Stout, 5669.88
35465,19-391-6132,london,Shovlin, 9202.97
46213,10-771-0834,London,Cordeau], 7119.14
46213,00-353-9563,toKyo,Welbrock, 8293.36
513,26-287-6416,toKyo,Domanski, 6448.99
1336,51-808-1580,toKyo,Cochran, 5983.68
35465,14-389-7284,London,Polycote, 1930.25
464,45-281-1735,London,Gorusso, 9328.03
63468,88-017-6051,London,Lecointe, 9315.70
255,44-198-7758,London,Seago,
55,50-281-5850,London,Belliveau, 1359.35
63468,99-090-1177,Paris,Dinan, 6199.80
3546,09-780-1449,Paris,Layne, 9434.30
3641,27-721-6016,Tokyo,Fassam, 633.23
6963,43-519-1426,Paris,Stede, 1006.01
3641,55-309-7080,london,Oke, 2828.44
2554,39-470-5300,toKyo,Randal, 7593.18
55,59-858-8141,Paris,deKnevet, 5457.12
1336,02-669-2224,New York,Bamfield, 2392.65
55,22-067-5913,london,Scriviner, 1503.23
464,45-814-9066,NY,Cargen, 2002.93
6963,02-624-9580,toKyo,Grzesiak, 7555.10
6963,46-031-5970,NY,Kermitt, 2760.49
46213,88-508-8291,New York,Bedinham, 8888.96
253,63-185-9448,NY,Blaxlande, 2909.85
253,19-627-3783,london,Burmaster, 4800.49
963,20-548-2290,NY,Bratcher, 9193.67
253,81-198-8311,Paris,Clinch, 8529.03
6963,57-407-5784,New York,Chinnick, 3493.78
1336,53-186-5800,Tokyo,Phillipp, 2970.72
963,21-153-1122,Paris,Gascone, 4817.53
6963,13-920-3063,toKyo,Lambourne, 7453.69
458,72-877-2835,New York,Thews,
2554,73-141-0872,Paris,Tasseler, 9449.73
1235,80-134-5509,New York,Panton,
253,87-142-4195,New York,Pendlenton, 5637.70
513,51-465-1806,NY,Doherty,
963,65-099-1944,London,Meryett, 681.62
255,36-064-0159,Paris,McEvay, 4635.76
3566,83-858-9404,London,Tytherton, 7889.88
3566,42-256-5782,toKyo,Cheeld, 3298.90
3546,15-546-1172,Paris,Delgua, 8687.04
3542,02-071-2950,London,Lashmore, 5737.34
1336,01-196-3792,toKyo,Iannini, 3853.79
2554,62-506-6083,toKyo,Chittenden, 7455.88
35465,80-412-6445,london,Bassano, 2153.33
1235,47-203-5013,toKyo,Hallgarth, 5366.70
46213,39-926-4176,london,Strutley, 5755.49
513,93-037-7576,Paris,Lawlor, 8325.84
3641,36-691-9459,Tokyo,Haslum, 1894.58
3542,34-957-4834,Paris,Emblow, 9144.78
3641,56-350-1945,NY,Cyster, 1752.44
513,92-225-6886,NY,Wannell, 3977.55
513,03-533-7304,Tokyo,Endricci, 3977.43
464,74-791-3472,Tokyo,Caulier, 5068.49
2554,37-602-6435,toKyo,Landsbury, 2345.05
63468,33-027-2990,london,Bennett, 8839.61
513,54-359-9729,Paris,Brychan, 8693.13
458,30-542-8690,Tokyo,Towell, 1240.43
35465,36-295-9677,NY,Wain, 6495.96
1336,88-464-1914,New York,Ghest, 1242.39
46213,84-497-9292,toKyo,MacKowle, 4200.21
963,68-552-6060,london,Orteaux, 7475.51
1336,69-345-8136,Tokyo,Smalcombe, 3593.42
3542,96-468-6173,Tokyo,Chilvers, 2742.72
1235,49-300-7730,NY,De Mattia, 7063.50
1336,03-424-3501,London,Jonczyk, 763.64
963,14-983-3962,NY,Shenfish, 3365.63
464,20-338-9271,London,Sonier, 1708.02
6963,64-307-1015,Paris,Forton, 3881.25
68545,02-943-7275,London,Folonin,
3542,06-709-7991,NY,Stanton, 1958.78
464,05-724-3131,Tokyo,Kiendl, 4230.39
513,87-844-9464,toKyo,Offner, 3080.33
3566,98-160-2535,london,Bussons, 3003.05
2554,13-013-2293,toKyo,Bortolomei, 6210.46
3641,86-645-2217,london,Aggus, 5662.12
68545,01-303-8786,London,Polack, 1295.68
458,97-459-3680,Paris,Harrow, 2760.47
963,03-995-1307,Paris,Canadine, 1948.20
513,95-086-5371,NY,Churn, 1410.40
2554,04-324-0769,New York,Di Matteo, 6240.48
253,18-440-7877,Tokyo,Leivesley, 8329.27
963,00-250-3421,New York,Foy, 7815.40
3566,83-025-7405,london,Wannell, 5378.59
3641,08-877-2404,NY,Toffetto, 6616.65
963,81-311-3634,Tokyo,Stanett, 3462.31
63468,01-324-9671,NY,Nockalls, 9452.62
458,44-007-7550,NY,McNae, 3072.05
46213,47-281-4507,Paris,Blenkharn, 6605.19
3641,47-389-9482,london,Girtin, 1955.27
3542,93-066-9656,London,Oldis,
3542,40-629-2449,Paris,Izakson, 7870.46
46213,57-426-5740,NY,Cherm,
1235,42-785-3400,london,Hurdidge, 9960.50
2554,88-830-6897,NY,Christopher, 9107.77
513,19-266-0311,london,Munford, 2677.62
458,60-970-9459,Tokyo,Pearce, 9721.37
513,43-031-4608,New York,Couttes, 5782.29
1235,40-707-9825,New York,Scamadine, 7258.86
3542,49-279-8404,toKyo,Saurin, 6648.49
55,58-257-1215,toKyo,Adolfson, 6908.40
2554,13-291-8493,toKyo,Corragan, 5095.50
253,74-818-6931,Tokyo,Clewer, 8900.26
68545,02-575-0444,london,Caslake, 2517.68
3546,58-492-6688,NY,MacSwayde, 3253.71
6963,24-948-0124,toKyo,Pleuman, 7240.93
464,85-419-3408,Paris,Schimmang, 4461.19
46213,44-281-1708,london,Grover, 8617.41
458,84-485-8966,London,Lince, 4824.57
6963,94-964-3697,toKyo,Duguid, 6715.85
63468,11-514-3670,Tokyo,Kuhndel, 927.78
3641,13-033-2642,toKyo,Breach, 9992.22
35465,06-644-0589,New York,MacArdle, 5748.37
464,87-869-2614,london,Wearn,
1336,86-337-6561,Paris,Davet, 8298.94
68545,36-555-2629,Paris,Mattisssen, 2345.83
458,26-742-3322,NY,Anneslie, 8236.92
963,46-962-6770,Paris,Anfusso, 3680.89
35465,27-477-3576,Tokyo,Chafer, 7011.11
46213,91-926-5218,NY,Stobbie, 5406.30
1336,71-009-1079,New York,Glewe, 7219.75
2554,71-178-2947,Tokyo,Ingham, 7600.48
464,56-760-9398,Paris,Esson, 788.12
255,62-805-8096,NY,Harmour, 5067.93
1235,62-075-9712,toKyo,Evensden,
46213,57-571-7727,toKyo,Tschirschky, 8741.28
55,94-857-2899,London,Metcalf, 3693.88
3546,43-012-3633,Paris,Abbett, 9009.16
513,29-949-1984,NY,Sabie, 4934.51
3542,76-858-9406,Tokyo,Wragg, 5982.64
255,97-913-7086,London,Edis, 916.92
464,04-949-8609,toKyo,Erswell, 1773.98
1336,25-061-2640,london,Redington, 2579.61
253,70-736-0302,London,McGing, 4938.37
1336,98-252-7210,London,Bilofsky, 9579.46
63468,11-286-7569,NY,Deehan, 4153.36
46213,29-699-1771,Paris,Volke, 4483.66
3546,89-958-9097,london,Padula, 5674.99
963,20-533-1234,Tokyo,Kettley, 9270.44
255,37-383-6299,London,McEniry, 3018.26
963,49-932-2326,NY,Overell, 2848.22
253,81-802-1237,toKyo,Ponte, 4801.27
1336,30-942-3411,toKyo,Gilvary, 2005.52
55,33-183-6729,NY,O'Dennehy, 1704.14
35465,46-925-6996,london,Folbigg, 3583.48
68545,52-101-6889,London,Teligin, 7896.47
35465,25-976-3197,London,Bather, 937.88
6963,19-568-8846,Tokyo,Heffer, 9404.17
3546,06-756-0186,toKyo,Abramowitch, 5527.04
3566,53-337-6779,London,Searle, 7731.76
68545,73-855-8492,NY,Behagg, 8690.65
6963,05-675-6251,New York,McGilmartin,
68545,06-976-5581,london,Wyre, 654.85
963,58-023-5501,toKyo,Spuner, 6572.61
6963,94-648-8114,toKyo,Gilbeart, 1158.11
3641,66-433-5718,NY,Athowe, 9478.00
46213,56-725-5908,New York,Vignaux, 3619.81
3566,76-594-1905,NY,Jakaway, 9752.83
35465,16-488-7952,London,Steffan, 2821.28
68545,58-671-0812,toKyo,Wakeling, 2561.04
464,48-518-9279,london,Schoroder, 3750.31
3546,86-434-7222,toKyo,McCuthais, 995.71
3641,93-531-8435,london,Fagence, 1017.80
253,45-547-1891,toKyo,Clowney, 6010.42
55,69-368-4884,Tokyo,Eyes, 2933.66
3542,09-243-3359,London,Sertin, 6388.65
68545,93-452-8224,Tokyo,Gianninotti, 4858.54
55,86-863-8678,london,Dockrill, 8077.69
63468,15-568-7297,london,Pheasant, 7252.62
63468,47-916-6269,london,Skeels, 2934.39
458,91-094-8154,toKyo,Tenby,
963,74-252-3080,Tokyo,Apfel, 6468.77
464,03-601-9372,london,Ronisch, 3355.46
513,44-998-6890,London,Salsbury, 6685.09
1235,09-473-6074,london,Rosenfrucht, 7774.74
1336,41-992-0926,toKyo,Pendlebury, 3351.83
2554,28-909-0878,toKyo,Sacase, 4645.76
3542,65-485-2754,london,Sculpher, 5238.76
2554,53-507-6944,Tokyo,Donwell, 3365.44
63468,02-644-1865,New York,Squibe, 7721.41
513,98-899-9701,Paris,Ridgeway, 1252.61
55,17-693-1443,london,Bleyman, 6393.24
464,43-269-0621,London,Cowlishaw, 6149.38
464,61-953-6206,Paris,Renzini, 6891.78
458,03-647-8598,london,Mackie, 4428.92
68545,20-180-8338,NY,Autie, 1650.37
68545,85-358-1978,toKyo,McDonand, 5631.98
35465,56-626-6861,London,Irvin, 7278.58
3542,70-568-7135,Paris,Arnoud, 7645.61
68545,24-714-1065,London,MacSkeaghan,
1336,63-484-6656,Tokyo,Billing, 9810.12
55,74-855-8575,New York,Ilsley, 7185.38
3566,58-400-5537,NY,Annatt, 7618.44
3546,58-496-0252,Paris,Mosedale, 1454.98
46213,99-137-2487,Paris,Doel, 2848.67
1235,44-747-3240,london,Gamlen, 6627.30
963,11-933-6061,toKyo,Andriessen, 9477.69
255,52-052-6894,london,Craigg, 811.77
3542,09-785-2196,Tokyo,Troillet, 7438.64
255,51-286-0996,toKyo,Hamman, 956.93
464,12-427-0277,london,Doswell, 8525.27
3546,43-371-3940,Paris,Cleobury, 845.98
464,60-360-6057,Tokyo,Devas, 5217.76
1336,09-370-4385,London,Duffy, 9146.31
46213,69-188-4941,London,Siverns,
63468,69-092-7360,NY,Tchir, 3321.64
963,15-693-4074,NY,Terzza, 8314.59
3566,32-446-6756,Paris,Teulier, 1901.09
3641,23-862-2269,New York,Grainge, 1932.69
3641,11-417-5345,New York,Foxley, 7430.96
3542,90-585-5036,London,Lamasna, 4625.92
68545,27-488-7566,Paris,Baddiley, 1138.77
55,49-656-0064,london,Cahalin, 1557.23
63468,50-096-6603,,Widmore, 4212.88
2554,75-992-8703,toKyo,Halksworth, 5198.60
3566,01-209-5672,Paris,Kupker, 5213.35
1235,81-704-7044,london,Balhatchet, 9675.07
68545,68-293-9860,NY,Stairmond, 801.97
3566,45-435-5889,London,Ashman, 4470.78
963,23-915-2767,New York,Snoxell, 2987.03
255,11-979-6240,Paris,Brunnen, 2829.84
63468,97-304-4815,London,Bourbon, 2057.98
55,78-223-4740,London,Yitzhak, 3939.84
68545,26-468-1780,toKyo,Ivie, 764.44
2554,15-962-6165,London,Mainson, 5111.68
2554,48-076-1704,london,Varnals, 3915.39
35465,50-628-6264,NY,Cauldfield, 4020.81
253,67-012-3068,toKyo,Kibbe, 7296.42
46213,06-847-9072,Tokyo,Lohde, 1808.17
963,56-004-8884,Tokyo,Goodman, 9585.86
3542,73-487-3667,toKyo,Raittie, 2049.04
513,18-219-6375,toKyo,Schubart, 5611.78
1235,30-583-8225,london,McGavigan, 6152.09
513,16-309-8554,london,Showler, 9356.82
3566,68-573-3966,Tokyo,Verzey, 6141.77
458,55-964-5899,Tokyo,Onions, 7542.26
253,17-794-4127,Tokyo,Hadlow, 9064.69
3546,32-358-6166,London,Toye, 5246.96
3641,04-431-1622,London,Stolting, 6655.89
3641,63-900-9934,london,Fishbourne, 9849.39
3546,08-294-4316,toKyo,Draycott, 9225.62
3546,58-047-2056,Tokyo,Ganter, 7901.57
255,44-137-0110,London,Chessor, 1793.40
3546,45-894-4476,New York,Hobgen, 3021.60
253,45-541-6116,Tokyo,Barens, 3178.20
46213,74-689-7187,New York,Elphey, 5667.57
464,41-824-4031,Tokyo,Bloodworthe, 9321.34
68545,38-310-3621,Paris,Tailby, 8940.47
464,26-651-4666,,Cescon, 7415.35
6963,30-479-1808,New York,July, 1281.29
63468,46-318-2019,New York,Hentzer, 4360.68
464,25-504-7650,Paris,Corbould, 9478.60
68545,09-348-2836,New York,Hecks, 7415.15
3546,27-410-3209,New York,Brimblecombe, 1684.60
513,18-994-1832,toKyo,Blaschek, 1823.27
63468,43-459-2055,Paris,Richardt, 1404.60
63468,11-496-6852,toKyo,McNamara, 6983.00
68545,56-630-8983,london,Janauschek, 7011.71
68545,85-866-6545,toKyo,Whittam, 4786.54
55,71-176-3964,NY,Martino, 1542.86
253,45-632-3131,toKyo,Iori, 8740.37
963,16-467-0063,london,Rosindill, 9616.59
963,55-593-8480,NY,Weins, 5810.60
3566,70-818-5939,New York,Jepperson, 1358.63
35465,05-054-2453,toKyo,Leupoldt, 4248.87
458,33-908-2108,Paris,Goodridge, 4995.61
513,50-452-4598,Paris,Brimner, 7037.21
46213,64-792-5418,New York,Giurio, 8951.52
464,71-729-2706,New York,Josipovic, 1651.45
255,77-932-9702,london,Woolpert, 1457.61
513,74-902-4934,New York,Amy, 1369.85
1336,12-585-9583,New York,Colmer, 6301.92
458,36-843-4291,toKyo,Pearne, 6006.82
3566,45-328-5198,Paris,Tebbe, 9364.63
255,54-537-1085,london,Jelf, 4934.25
253,43-263-7047,Paris,Gwyn, 9601.59
3566,81-971-1383,london,Birkbeck, 3774.39
35465,53-464-3540,NY,Cookson,
458,34-778-3242,Paris,Schwanden, 1801.44
6963,67-257-7041,london,Meeks, 6513.40
35465,91-407-4243,Paris,Branthwaite, 3845.73
68545,29-119-2268,New York,Culbard, 8438.21
3542,32-710-3308,Paris,Eadie,
63468,58-452-4807,New York,Faughny, 3409.28
458,67-635-2485,london,Lindholm, 6103.41
6963,11-102-0608,New York,Payton, 9876.78
253,89-850-6460,toKyo,Hinkins, 8940.46
35465,81-999-4636,toKyo,Pallister, 6451.83
1336,14-464-2555,NY,Buer, 2084.61
63468,76-847-8873,New York,Brotheridge, 1701.86
3566,79-080-6530,toKyo,Lathbury, 2633.45
253,63-188-4275,Tokyo,Wybern, 6097.60
255,91-666-1330,toKyo,MacGorman, 3153.70
3542,88-073-7499,london,Oda, 1180.10
3641,36-174-5749,Paris,Shoulder,
3546,72-297-3910,NY,Brimmacombe, 6486.82
963,04-267-2513,Paris,McCaskill, 9233.89
1336,18-347-1099,toKyo,Potten, 9949.48
1336,97-413-3940,Paris,Tills,
46213,31-789-0339,Tokyo,Gert, 1238.61
255,39-181-6110,London,Cobain, 3313.53
3542,36-545-8342,Paris,Tookill, 656.59
963,02-883-5036,Paris,Northin, 2217.11
1336,64-895-3380,Tokyo,Bulpitt, 8126.03
464,12-910-9641,toKyo,Armer, 9317.11
6963,02-481-3787,toKyo,Treanor, 4605.81
255,22-691-4293,Paris,Dark,
963,16-507-0627,toKyo,Paddefield, 8899.46
3546,16-782-7814,london,Nornasell, 7919.47
46213,82-454-4940,New York,Chinnock, 9369.55
458,23-034-6589,Paris,Torra, 3000.51
46213,55-757-1353,Tokyo,Hinzer, 4407.84
963,10-355-5762,London,McGinnis, 4353.81
6963,41-423-9374,london,Verryan, 4806.76
1235,54-548-5279,Tokyo,Buston, 4153.86
35465,75-701-4936,NY,Sconce, 9603.03
1336,50-538-7716,toKyo,Howlings, 7534.00
963,50-933-2922,Tokyo,Sandhill, 8557.63
1336,02-291-6525,london,Penketh, 9363.24
3546,28-153-2106,toKyo,Chartman, 5054.94
513,93-592-9785,NY,Gommery, 3934.62
1336,80-057-3604,London,Necolds, 8900.65
3542,37-361-6995,Paris,Cheers, 5991.13
3542,16-847-1316,Tokyo,Gammon, 2943.68
46213,02-541-8683,New York,Inchbald, 9084.45
6963,40-274-8211,New York,Folan, 2329.09
458,06-007-8963,london,Ungerecht, 8285.64
3546,36-750-2201,London,Croker, 8252.01
3641,90-376-1146,toKyo,Iorizzo, 8141.68
63468,00-615-2847,toKyo,MacAndreis, 7396.72
963,29-554-2050,Tokyo,Eschalotte,
458,89-030-6889,london,Boseley, 9427.73
46213,08-772-4023,London,Haycraft, 8071.34
2554,97-623-6923,toKyo,Waine, 1122.46
253,11-792-1635,NY,Cubbino, 3318.11
1235,22-043-4442,Tokyo,Keaysell, 4423.57
2554,20-134-2034,toKyo,Keigher, 2972.23
513,60-531-0721,toKyo,Ehrat, 3782.98
255,43-811-2439,NY,Kenset, 6034.64
963,58-573-1649,Tokyo,Whacket, 5479.37
3546,66-528-4090,NY,Bielfelt, 2034.96
55,52-675-0390,NY,Lossman, 9934.53
2554,80-926-1437,Tokyo,Shevell, 7881.69
3542,13-670-9282,Tokyo,Ellsom, 1682.70
6963,49-375-1926,london,Garrie, 4355.87
963,68-999-4120,toKyo,Webb, 725.88
513,53-009-7765,Tokyo,Dubs, 4540.84
46213,51-710-6192,New York,Malloy, 4999.16
55,62-933-3630,Paris,Digginson, 2746.79
2554,66-678-7411,Paris,Alekseev, 5855.86
3546,41-541-5558,,Baverstock, 847.38
3641,94-320-7090,London,Clover, 4275.87
3546,49-079-3525,New York,Inkle, 3015.42
6963,22-522-9309,toKyo,Abrahmer, 1731.36
3641,79-660-7444,london,Giraudoux, 2824.80
3641,75-503-6141,toKyo,Brucker, 2039.86
1235,87-940-0821,Paris,Duignan, 5431.62
63468,97-236-4652,NY,Kocher, 9777.06
35465,79-188-7451,NY,Sapauton, 2575.09
2554,70-774-1449,NY,Stoeckle, 889.14
963,19-363-5613,Tokyo,MacGhee, 9412.67
3546,91-659-4958,toKyo,Brunone, 4674.77
1235,69-931-9083,london,Gillow, 1648.40
1235,53-548-9313,London,Fissenden, 8816.48
3566,93-853-5498,london,Espinoy, 7023.31
55,53-706-8530,New York,Brewett, 3173.41
3641,64-497-9220,New York,Asif, 9554.47
46213,08-204-5502,Paris,Broun, 8423.79
253,86-873-2270,New York,O' Flaherty, 6219.29
46213,58-949-9627,Paris,Hue, 6954.70
3641,33-718-0134,toKyo,Jeanin, 7597.59
963,30-274-5368,london,Ferby, 6310.57
3641,90-909-7099,NY,Grewes, 7382.60
513,81-437-4174,New York,Stanes, 8481.74
963,89-221-8435,Paris,Bengtsson, 2599.00
513,49-444-3067,Tokyo,Bransom, 4036.74
1235,48-692-3093,london,Vany, 6416.65
3542,72-477-3333,New York,Brazil, 2120.87
35465,35-530-4634,london,Bedbrough, 1358.12
46213,94-849-8546,london,Huyge, 6932.50
3542,93-426-5021,Paris,McGarrahan, 8999.35
35465,33-224-6175,london,Fagence,
3641,84-600-4899,london,Bugler, 3400.09
513,95-131-8106,Tokyo,Tonry, 3697.04
963,39-798-4546,London,Papez, 7151.27
513,48-823-5710,london,Goodday, 2066.60
464,62-071-4694,toKyo,Davydychev, 2984.37
35465,87-510-4206,london,Glader, 5200.93
1235,91-986-1835,toKyo,Ilyas, 4205.33
35465,32-799-8432,New York,Paike, 5136.24
68545,52-702-0990,toKyo,Hacket,
68545,89-191-0935,Tokyo,Presho, 9800.47
3566,32-334-8456,London,Renzini, 9387.83
46213,31-261-9162,New York,Stanluck, 5999.72
35465,17-493-5490,NY,Joincey, 1085.85
35465,25-154-0149,New York,Hillett, 2115.70
3641,23-670-7684,London,Braime, 650.58
3641,14-742-9360,Tokyo,Stolli, 5388.69
6963,03-075-9829,london,Gisbye, 3512.06
2554,78-251-8731,London,Mattei, 8535.02
1235,16-568-4217,london,Michelle, 4584.66
55,48-262-4097,Paris,Cogar, 2121.94
513,12-441-4000,toKyo,Worley, 4255.60
6963,67-585-1927,London,Edmundson, 6496.43
55,41-844-7982,london,Dumphrey, 4403.22
3542,48-163-5859,london,Margiotta,
3566,04-826-7925,london,Mulran, 3503.92
3641,16-921-5643,Tokyo,Ballantine, 8773.30
1336,10-038-0749,Paris,Bartle, 1319.90
3546,19-784-0225,London,Bramer, 1534.99
68545,27-807-7199,New York,Allworthy, 6676.00
63468,76-745-5104,Paris,Crecy, 8983.25
6963,02-134-4195,Tokyo,Norbury, 4000.36
63468,63-942-0439,london,Backshall, 1500.13
3542,60-539-0568,toKyo,Buse, 7874.29
46213,67-470-6515,Tokyo,Darling, 3037.73
255,30-945-6102,Paris,Lomis, 1640.91
1235,65-442-1778,london,Veschambes, 9356.30
3542,97-715-1175,toKyo,Blench, 8488.45
68545,64-396-9734,Tokyo,Heggison, 3236.74
46213,56-646-3281,Paris,Rapelli, 1825.77
464,26-413-7331,london,Secret, 4486.00
35465,11-212-9421,London,Ramsdale, 4039.68
2554,62-097-5069,Paris,Derill, 3252.96
255,86-391-4170,toKyo,Dalliwater, 7475.24
6963,55-751-9058,Paris,Cossans, 957.63
464,67-829-9404,Tokyo,Westfield, 8625.37
963,28-107-9254,London,Fiddiman, 1945.31
6963,24-359-5029,Paris,Kenward, 4268.64
1235,63-805-8963,Tokyo,Bryenton, 5395.26
513,75-459-7618,London,Mayoh, 5499.59
68545,94-752-6511,London,Autrie, 7601.74
68545,49-457-4248,toKyo,Espinet, 3971.02
3546,92-857-9459,New York,Gresswood, 8442.99
68545,16-162-8804,NY,Farguhar, 6434.81
46213,87-722-3637,london,McCabe, 7043.66
963,32-107-4688,london,Foat, 7561.80
3542,39-115-4578,London,Westall, 8814.38
3542,46-151-4511,Tokyo,Papez, 8395.56
68545,01-746-3799,New York,Chessel, 3361.09
3546,63-026-1838,Paris,Roscamp, 3612.12
253,54-676-0513,Tokyo,Elis, 1747.78
3641,82-411-4695,London,Crookall, 3197.49
963,60-129-8870,london,Dummer, 3078.02
255,24-686-0245,New York,Petr, 7443.54
55,89-313-3280,Paris,Woodyeare, 957.23
35465,78-457-4098,NY,Curds,
464,29-766-4909,Paris,Nelson, 6770.89
1235,01-979-9610,london,Raikes, 3765.96
6963,55-797-7521,Paris,Moores, 788.78
63468,14-868-6370,toKyo,Ingham, 9703.87
3566,76-064-1576,NY,Niesing, 1064.44
3641,44-694-6953,Paris,Rubica, 8724.35
464,60-256-3107,New York,Commings, 9751.57
1336,50-466-2943,toKyo,Bysshe, 7415.71
963,30-245-7154,New York,Stollwerk, 7073.05
35465,61-848-1232,Paris,Masedon, 1747.03
6963,69-794-9440,Paris,Kettleson, 2401.59
3566,95-724-8586,New York,De Filippo, 6713.30
63468,05-117-0711,Tokyo,Speeks, 3261.75
6963,56-682-2992,toKyo,Cutforth, 2541.21
1336,45-049-5459,toKyo,Thomasen, 5568.73
46213,16-715-6469,NY,Salery,
3641,78-994-8573,toKyo,Wogden, 8165.85
464,46-771-3868,london,Bursnoll, 1647.17
1235,77-747-2511,London,Bompass, 3765.58
6963,96-667-8548,Tokyo,Parkyn, 5640.34
68545,97-604-9108,New York,Hise, 6581.63
1235,86-913-8459,New York,Steaning, 3170.86
2554,11-399-2812,Tokyo,Petkov, 4366.48
68545,28-852-6801,NY,Honnicott, 9214.68
1336,20-163-6706,Paris,Chellenham, 1416.51
513,93-763-2568,London,Barringer, 5572.63
255,53-989-6220,NY,Clevely, 1696.93
55,05-385-3167,london,Blaisdale, 6633.01
513,40-338-8951,New York,Ghelardoni, 7019.66
68545,58-134-6666,Tokyo,Hitscher, 6522.40
253,29-801-4590,NY,Delamere, 6354.79
55,72-092-0415,Tokyo,Huffy, 7913.44
464,27-758-4951,Paris,Joskovitch, 2480.42
3566,99-419-2133,toKyo,D'eath, 8655.97
1336,33-166-6876,,Olenchikov,
513,36-705-8784,London,Bereford, 1120.18
255,59-962-1042,Paris,Drummond, 1722.13
464,29-967-2521,London,Schulke, 8269.13
1336,81-213-5548,toKyo,Swetland, 4253.90
3546,58-994-9068,London,Nunn, 8517.17
55,39-971-0995,NY,Wakeford,
464,97-286-3657,Tokyo,Tomaello, 9458.95
3566,52-019-2947,New York,McMenamin, 757.16
963,07-455-1303,toKyo,Rivers, 5547.22
253,77-442-5323,Paris,Paute, 9707.15
46213,70-731-7203,NY,Clohisey, 7505.60
55,24-091-0503,Paris,Inworth, 6590.16
3542,02-725-7049,london,Wurst, 9222.94
55,79-072-2720,Paris,Briiginshaw, 5131.85
63468,27-849-0296,toKyo,Josey, 4567.74
464,17-389-9134,Paris,Schole, 4249.55
46213,33-465-9821,toKyo,Cawt, 9498.72
513,92-391-5214,Tokyo,Liepmann, 9979.72
3546,57-425-0546,London,Rattry, 2080.70
68545,91-945-4046,NY,Plaxton, 761.06
35465,84-842-9952,London,Eastwood, 4610.56
55,15-864-0861,New York,Di Nisco, 9939.86
6963,05-392-4462,toKyo,Larrad, 5271.69
3641,03-620-8457,New York,Jecock, 1097.97
1235,22-265-5232,New York,Rodman, 6799.63
458,75-420-2720,London,Waddilove, 881.24
464,19-347-2943,New York,Maypes, 9025.35
255,08-851-2037,london,Hakonsson, 8503.86
2554,65-551-7328,NY,Southgate, 7889.90
3566,84-949-0877,New York,Bogie, 3402.76
464,48-876-7016,NY,Moors, 4980.88
253,43-518-9477,london,Franzettoini, 4642.13
3641,81-487-1604,toKyo,Bayman, 2303.33
55,55-995-8555,Tokyo,Crighton, 3137.82
3641,49-300-0161,toKyo,Drewes, 8287.83
63468,40-530-0509,Tokyo,Alexsandrovich, 1706.13
458,11-733-1611,london,Turney, 4174.36
253,28-263-3618,NY,Housiaux, 6280.55
