Item_id,Item Type ,Store1,Store2,Store3,Store4,Sales,Currency
22-712-3828,Food,1,1,0,1,261.86,Dollar
24-641-7984,Drink,0,1,0,1,299.09,Dollar
55-563-1117,Drink,1,1,1,1,277.41,Euro
00-773-8511,F,0,1,1,1,465.33,Euro
44-113-5674,F,0,1,0,1,418.39,Dollar
17-684-3474,f,0,0,1,1,472.62,Dollar
83-855-0682,F,1,0,0,1,406.11,Dollar
93-284-9229,DR,0,1,0,0,456.12,Dollar
18-764-8510,Food,0,0,0,0,306.52,Euro
51-799-4548,DR,1,0,0,1,391.98,Euro
80-600-5861,Food,0,1,0,0,337.74,Dollar
90-152-1013,Food,0,0,1,0,463.43,Dollar
56-164-8121,f,1,1,0,0,323.33,Dollar
40-339-2677,Food,0,0,0,0,471.49,Dollar
89-123-0809,F,0,1,0,0,254.93,Dollar
09-146-2803,f,0,0,0,0,436.98,Euro
07-641-6594,Food,1,0,1,1,398.50,Dollar
79-397-1602,,1,0,1,0,410.93,Euro
21-585-4836,DR,0,1,0,0,352.44,Dollar
81-646-8045,f,0,0,1,1,399.94,Euro
01-608-1967,Drink,1,1,0,0,369.92,Dollar
59-395-2387,F,0,0,1,0,399.39,Dollar
95-574-7127,Drink,1,1,1,0,366.49,Euro
87-634-5070,DR,1,0,1,1,468.71,Dollar
56-170-4008,f,1,0,0,1,474.86,Dollar
62-988-3964,Drink,1,1,1,0,465.04,Dollar
80-496-1881,F,1,1,1,1,491.80,Dollar
21-211-7441,Drink,1,0,1,1,438.23,Euro
64-116-1712,,1,0,0,0,259.02,Dollar
08-017-3798,Food,1,0,0,1,392.99,Dollar
92-588-5908,F,0,1,0,0,392.17,Dollar
16-597-7904,DR,0,0,0,0,294.92,Dollar
88-712-5518,Drink,0,1,0,1,322.67,Euro
99-253-0378,f,1,0,1,1,352.63,Euro
63-964-5224,F,1,1,0,1,472.09,Euro
79-684-1532,Food,0,0,1,0,337.72,Euro
78-075-1580,DR,1,1,0,0,400.07,Euro
95-692-8542,DR,0,1,0,1,285.00,Dollar
89-732-8044,Drink,1,0,1,0,322.60,Euro
33-957-2627,F,1,1,1,0,401.22,Dollar
20-567-0577,F,0,0,1,0,372.21,Euro
31-944-4607,F,0,1,0,1,401.15,Dollar
75-475-1055,F,0,1,1,1,386.39,Euro
51-921-6053,f,0,1,1,0,433.82,Dollar
14-769-1314,f,1,1,0,1,330.88,Dollar
25-315-1014,F,1,0,1,1,307.02,Euro
41-954-2773,Food,0,0,1,1,250.52,Euro
41-238-6121,Drink,0,1,0,1,357.51,Dollar
94-889-5020,f,0,1,0,0,493.29,Euro
33-402-9714,f,0,0,1,0,447.95,Euro
47-018-4646,Food,0,1,1,0,392.07,Euro
97-821-0284,f,1,1,1,0,308.16,Dollar
80-741-2232,F,0,0,1,0,469.90,Euro
25-565-8690,DR,0,0,0,1,488.41,Dollar
59-049-6955,DR,1,0,0,1,324.49,Euro
80-587-6701,f,1,1,1,0,308.81,Dollar
03-876-5682,f,0,0,0,0,379.31,Dollar
60-151-4595,F,0,0,1,0,488.73,Dollar
01-132-8605,DR,1,0,0,1,435.95,Dollar
80-179-2984,f,0,1,0,1,278.32,Dollar
14-420-3686,Drink,0,0,0,1,320.37,Dollar
35-385-5901,DR,0,1,1,1,436.57,Euro
78-175-0759,Food,0,0,0,1,328.14,Dollar
63-670-7153,f,1,1,1,1,330.91,Dollar
35-606-8922,F,0,0,1,1,331.13,Dollar
16-299-1336,f,1,0,0,0,332.04,Dollar
17-382-4523,f,0,0,0,1,286.11,Euro
19-992-2354,,0,0,1,0,403.75,Dollar
30-207-0622,Food,1,1,0,0,430.66,Dollar
89-051-9803,DR,0,1,1,1,294.33,Dollar
61-468-6273,Drink,0,0,1,0,316.94,Euro
12-278-6204,Food,0,0,0,0,335.46,Euro
82-718-0301,,1,1,1,0,397.13,Dollar
17-455-3479,Drink,0,0,0,0,282.14,Euro
32-778-6228,F,1,0,1,1,443.22,Dollar
94-146-7671,Drink,1,1,1,1,319.05,Dollar
18-245-1311,Drink,0,1,0,0,472.56,Euro
20-831-9803,Drink,0,0,0,0,386.94,Euro
88-096-7538,DR,0,0,0,0,479.87,Dollar
11-019-4287,DR,1,0,1,0,313.29,Dollar
89-277-4060,Drink,1,1,1,1,451.26,Dollar
89-972-3493,F,1,1,0,0,276.51,Euro
44-757-6945,Drink,0,1,0,1,466.30,Dollar
67-422-4623,,0,1,1,1,461.24,Dollar
64-818-7120,DR,0,0,1,1,440.45,Euro
25-818-3815,f,0,1,0,1,271.01,Dollar
96-991-3313,Food,1,0,0,1,419.55,Euro
24-662-3030,Food,0,1,0,0,357.97,Dollar
75-208-8766,DR,0,0,0,0,426.04,Euro
76-499-1717,F,0,1,0,1,393.35,Euro
54-881-1997,f,1,1,1,1,409.56,Euro
57-473-6304,F,0,1,1,1,433.29,Dollar
37-148-4119,f,1,0,0,0,344.74,Euro
60-374-1068,DR,0,1,1,1,371.79,Euro
19-807-9412,F,1,1,1,1,278.41,Dollar
98-055-2798,f,1,0,1,0,318.65,Dollar
94-990-2740,Food,1,0,0,1,441.23,Dollar
22-238-9996,Drink,0,1,1,0,445.87,Dollar
50-680-3834,Food,1,1,1,0,339.84,Euro
69-426-4881,Drink,0,1,0,1,474.72,Euro
74-995-2341,f,1,1,1,1,288.00,Dollar
47-588-8407,f,0,1,0,0,274.02,Euro
84-034-6015,F,1,1,0,1,384.94,Euro
07-690-3327,Drink,1,0,0,0,457.41,Euro
23-644-4675,Food,0,0,1,1,321.65,Dollar
30-950-1086,Food,0,1,0,0,384.76,Euro
44-894-6514,Food,0,0,1,0,461.36,Euro
60-578-4417,DR,1,0,0,1,413.68,Dollar
75-190-9728,f,0,1,1,0,,Dollar
37-933-8760,,1,1,0,1,450.19,Dollar
08-660-4241,f,0,1,0,0,295.56,Dollar
38-670-8963,F,0,0,1,0,409.54,Euro
05-335-2659,Drink,0,0,1,1,483.09,Euro
77-429-1019,Drink,0,1,0,0,,Euro
75-710-4513,Food,0,0,1,0,328.93,Euro
60-680-2624,Food,0,0,1,0,415.79,Euro
93-070-5486,f,1,0,0,0,254.64,Dollar
48-957-1210,F,1,0,1,0,361.11,Dollar
63-277-2522,f,0,1,1,0,460.84,Euro
10-962-0984,,0,0,0,0,376.77,Dollar
81-235-2339,Drink,1,1,1,0,447.96,Euro
34-843-7720,,0,0,1,0,401.57,Dollar
96-211-7909,F,1,1,1,0,364.32,Dollar
36-019-5259,Food,1,0,1,1,350.88,Dollar
53-547-4813,Drink,1,0,1,1,367.99,Euro
24-089-9363,DR,1,1,0,0,321.87,Euro
11-290-2447,DR,0,1,1,0,354.65,Euro
80-919-6384,Drink,0,0,0,1,440.72,Euro
81-028-3049,Drink,1,1,0,1,454.41,Dollar
75-197-2086,Drink,0,1,1,0,479.66,Dollar
00-991-7631,DR,0,0,1,0,267.76,Dollar
80-101-1034,f,1,1,1,0,469.97,Euro
93-786-6645,F,1,0,0,1,351.33,Dollar
04-087-0183,F,0,0,0,1,388.24,Euro
20-759-1442,F,1,1,0,0,353.83,Euro
81-210-6129,DR,0,1,1,0,411.21,Dollar
68-206-4350,Drink,1,0,1,1,448.81,Euro
12-646-8949,Food,0,0,0,0,354.97,Dollar
59-832-5749,DR,1,0,1,0,385.87,Euro
55-895-4931,f,1,0,1,0,304.28,Euro
34-612-0135,Drink,1,0,1,0,493.66,Dollar
72-192-6925,DR,1,1,0,1,348.92,Dollar
46-921-5002,Food,1,1,0,1,318.49,Dollar
97-397-4364,F,0,1,0,1,287.94,Euro
12-488-0209,F,0,0,0,0,449.04,Dollar
13-496-2533,Food,1,1,1,0,497.77,Dollar
93-313-4858,f,0,1,1,1,418.79,Euro
67-255-6157,F,0,1,0,0,385.19,Dollar
19-170-2094,Food,1,1,1,0,,Dollar
75-561-2979,F,1,0,0,1,278.08,Euro
63-522-4195,DR,1,0,1,1,490.03,Dollar
43-573-0357,DR,0,1,0,1,374.62,Dollar
18-494-6268,DR,0,1,1,0,266.52,Euro
46-213-7674,DR,1,0,0,1,308.25,Euro
58-075-0682,F,0,1,1,0,342.70,Dollar
51-592-3439,f,1,1,0,1,265.18,Euro
18-307-6009,DR,1,1,0,0,275.05,Dollar
47-962-5074,DR,0,0,0,0,394.45,Euro
23-239-7087,F,1,0,0,1,483.51,Euro
11-157-4339,Drink,0,0,1,0,488.96,Euro
39-341-0679,Food,1,1,1,0,338.31,Dollar
95-444-9647,Food,1,1,1,0,341.76,Dollar
65-535-1669,DR,0,1,1,1,422.89,Dollar
67-269-6590,f,1,1,1,1,350.22,Dollar
15-542-1566,Food,1,0,0,1,428.84,Euro
04-300-7739,F,1,1,1,1,463.76,Euro
65-995-6387,Drink,0,1,1,1,475.62,Dollar
20-499-8907,f,0,1,1,0,354.01,Euro
99-401-0133,DR,0,1,0,0,347.48,Euro
90-930-7245,DR,1,1,1,1,388.04,Euro
68-064-3216,,1,1,1,1,441.20,Dollar
51-533-8254,Drink,1,0,0,0,378.86,Euro
03-765-2261,Food,0,1,0,0,,Euro
26-241-1520,Drink,1,1,1,1,417.91,Dollar
95-117-9251,Food,1,1,0,1,290.10,Euro
54-397-7617,Food,0,1,1,0,449.45,Dollar
58-760-7276,Drink,1,0,0,0,493.79,Dollar
05-479-3408,Drink,1,1,0,1,443.70,Euro
00-326-1891,Food,1,1,1,1,425.05,Dollar
73-927-6767,DR,1,1,1,1,395.51,Dollar
46-043-8241,F,1,1,0,1,473.58,Dollar
44-937-6450,Food,0,1,0,1,413.95,Dollar
86-859-6852,Food,0,1,1,1,289.25,Euro
67-668-2259,F,1,0,1,1,421.77,Dollar
81-751-4977,F,0,1,1,1,266.58,Dollar
33-785-2338,F,0,1,1,0,424.98,Dollar
54-939-0160,f,1,1,0,1,256.37,Euro
30-276-3774,DR,0,0,0,1,483.59,Euro
55-311-2150,Food,1,0,0,1,354.87,Euro
83-181-5069,DR,1,1,0,0,343.41,Euro
44-316-8272,Food,0,1,0,0,281.73,Euro
10-485-2712,DR,1,0,0,0,486.82,Euro
98-849-1056,f,1,0,1,0,321.12,Euro
15-116-3221,F,0,1,0,1,306.88,Euro
55-616-3368,f,0,1,1,1,298.02,Dollar
28-058-1404,F,1,0,0,1,436.18,Dollar
27-579-9960,Food,0,0,0,1,367.71,Euro
70-566-9387,DR,0,1,0,1,488.82,Dollar
97-664-9241,Drink,0,1,0,1,470.54,Dollar
32-812-2734,DR,0,1,1,0,318.54,Euro
22-607-3911,F,0,1,0,0,471.44,Dollar
31-218-5493,F,1,1,0,1,,Dollar
98-390-3272,,1,0,0,0,381.37,Euro
93-533-4835,F,1,1,1,0,434.58,Euro
28-004-1217,Drink,1,1,0,1,,Euro
95-866-5739,Food,1,0,1,1,386.77,Dollar
59-517-3052,F,0,1,1,1,253.15,Dollar
09-623-7547,Drink,0,1,1,1,486.66,Euro
97-568-6016,DR,0,1,0,1,491.09,Dollar
51-925-7689,Drink,1,0,1,1,334.35,Dollar
66-818-5276,Drink,1,1,0,1,290.37,Dollar
02-203-5798,Food,1,1,0,0,492.16,Euro
38-142-4763,f,1,1,1,1,447.33,Euro
47-240-5977,f,1,0,1,0,469.30,Dollar
34-138-7400,F,1,1,0,0,490.89,Euro
80-078-9647,DR,0,0,1,1,348.42,Euro
72-648-9851,DR,1,1,0,1,,Dollar
36-190-0580,Drink,1,1,1,0,424.77,Dollar
42-229-0502,Food,0,0,1,1,447.25,Dollar
06-497-9008,Drink,1,1,0,0,295.46,Euro
81-760-3529,Drink,0,1,1,0,473.18,Euro
80-853-9291,Drink,1,0,0,0,411.66,Euro
96-343-4457,Food,0,1,1,1,397.82,Euro
11-132-3733,Drink,1,0,1,1,335.89,Euro
06-144-5824,F,0,1,0,1,400.15,Dollar
26-240-3256,,0,0,1,0,483.52,Euro
91-778-8985,DR,1,0,0,0,324.03,Dollar
04-579-3804,Food,0,1,1,1,468.90,Euro
20-414-5825,DR,1,0,0,1,462.68,Euro
24-159-9106,F,0,1,0,1,356.46,Euro
03-216-1498,DR,0,1,1,0,321.50,Euro
05-069-9640,Drink,0,1,1,0,378.71,Dollar
29-353-7951,DR,0,1,1,0,319.48,Dollar
69-299-8560,Drink,0,0,1,0,443.20,Dollar
25-027-3537,f,1,1,0,1,349.81,Dollar
08-269-1268,DR,1,0,1,1,318.06,Dollar
32-962-9100,Food,0,0,0,0,396.54,Dollar
04-956-7864,f,0,1,0,1,286.82,Euro
34-479-3384,F,1,0,0,0,390.81,Euro
16-601-4164,F,1,0,1,0,362.87,Dollar
83-140-4285,f,0,0,0,1,251.45,Euro
94-992-5325,Food,0,0,0,1,326.90,Dollar
18-267-3114,F,0,1,0,0,434.98,Dollar
35-807-1785,f,0,0,1,0,310.42,Dollar
56-327-0690,Drink,0,0,1,0,373.18,Dollar
32-569-6703,f,1,1,0,0,337.93,Dollar
47-215-5616,F,1,1,1,0,462.24,Dollar
50-001-0133,Food,0,0,0,1,312.48,Euro
66-791-9371,DR,1,1,0,1,358.57,Euro
73-626-3717,Food,1,1,0,0,300.93,Euro
63-088-0010,f,0,0,0,0,,Dollar
94-726-5672,f,1,0,1,1,406.47,Euro
95-522-5549,DR,0,0,0,1,462.66,Dollar
08-522-4807,Drink,1,0,0,1,410.20,Dollar
22-648-2138,Drink,1,1,1,1,259.17,Euro
18-501-5030,DR,1,1,1,1,335.03,Euro
33-556-9293,Drink,0,1,0,0,407.39,Euro
26-335-5181,DR,1,1,0,0,261.79,Dollar
48-262-7369,f,0,1,1,1,433.46,Dollar
49-762-2050,DR,1,0,1,1,295.57,Dollar
78-689-8531,F,0,0,1,1,431.66,Euro
60-400-3538,DR,1,1,0,1,467.45,Euro
67-770-3531,F,0,0,1,0,315.37,Dollar
25-791-4416,Drink,0,1,1,0,380.18,Dollar
79-699-0878,Drink,1,0,0,0,283.47,Dollar
50-860-7042,Drink,1,0,0,0,286.17,Dollar
74-635-0490,Food,1,1,0,1,264.82,Dollar
99-312-4961,Drink,0,1,0,1,314.16,Euro
41-403-7150,F,0,0,1,0,425.50,Dollar
54-670-2994,f,0,1,0,0,260.16,Dollar
56-758-4418,F,0,0,1,1,348.50,Euro
92-158-7032,DR,0,1,0,0,360.73,Euro
79-405-8124,Drink,0,1,0,1,441.44,Dollar
85-068-5704,F,1,0,0,0,401.40,Euro
99-133-9562,Drink,1,0,0,1,361.18,Dollar
56-188-0432,DR,0,1,0,0,386.04,Dollar
49-203-5564,f,0,0,0,0,271.94,Euro
38-682-9534,DR,1,1,0,1,346.64,Euro
25-853-5616,Drink,0,0,0,1,372.11,Euro
49-353-8067,Food,1,1,0,1,473.71,Dollar
53-595-5982,F,0,0,1,0,252.18,Dollar
78-627-9106,Food,1,0,1,0,494.03,Dollar
53-340-6999,F,1,0,1,1,409.21,Dollar
73-345-0166,DR,1,0,1,0,452.59,Euro
22-774-4000,DR,0,1,1,0,439.29,Euro
32-946-0118,f,0,0,0,0,428.04,Euro
30-902-1025,f,0,0,0,0,487.71,Dollar
08-953-0254,F,1,1,1,1,262.95,Dollar
40-484-8411,DR,0,0,1,1,261.86,Dollar
94-841-9235,Drink,1,1,1,1,390.77,Euro
15-208-8663,Drink,1,1,0,1,461.55,Dollar
85-643-7317,Food,0,1,1,1,302.00,Euro
35-003-9560,f,1,0,0,1,482.26,Dollar
00-501-3163,F,0,1,1,0,253.53,Euro
09-087-9938,F,1,1,1,0,446.47,Euro
63-556-3933,DR,0,1,0,1,496.86,Euro
32-470-5519,Drink,0,1,1,1,,Dollar
95-390-6647,F,0,1,0,0,336.12,Euro
41-221-3194,DR,0,1,1,0,392.43,Euro
02-169-3072,DR,1,0,0,1,316.01,Euro
63-944-0649,f,1,1,0,0,439.59,Dollar
26-533-3390,F,0,0,1,0,369.71,Euro
38-061-4326,F,0,0,0,1,282.38,Euro
81-013-6614,F,1,1,1,0,360.50,Euro
45-704-3843,DR,1,1,1,1,371.73,Dollar
57-269-1202,Drink,1,1,0,0,337.26,Euro
02-416-1157,Drink,0,1,0,0,291.52,Dollar
55-553-6895,Drink,0,1,1,0,489.61,Euro
61-254-4960,F,1,1,1,0,383.03,Euro
58-904-3218,f,1,1,0,0,278.17,Euro
79-314-2994,DR,1,0,0,0,425.87,Euro
96-541-9810,Drink,0,0,1,0,465.81,Dollar
58-147-3883,Drink,0,1,0,0,420.72,Euro
03-694-5624,F,0,1,0,0,273.14,Euro
15-803-5370,DR,0,0,1,1,269.48,Euro
31-722-2753,f,1,1,0,1,437.14,Dollar
45-487-7005,f,1,1,0,0,386.63,Euro
62-812-1883,f,0,0,0,0,286.03,Dollar
16-253-0101,DR,1,1,0,1,274.30,Dollar
95-362-4809,f,0,0,0,1,344.84,Dollar
96-478-9079,DR,1,1,0,0,385.58,Euro
91-441-4077,f,1,1,1,1,258.17,Dollar
66-136-8984,Drink,1,1,0,1,411.85,Euro
21-947-9615,f,1,0,0,1,336.07,Euro
59-773-0815,DR,1,0,1,1,422.27,Dollar
46-983-9016,F,1,1,0,0,304.06,Euro
10-066-9959,,0,0,1,0,306.69,Dollar
42-133-2399,DR,0,1,1,0,440.78,Dollar
09-932-6378,f,0,0,1,0,448.00,Dollar
57-412-1737,Food,1,1,1,0,294.39,Dollar
36-311-0275,F,1,0,1,0,295.41,Euro
59-222-9114,Drink,0,0,0,0,279.00,Dollar
05-133-7499,Food,0,0,1,1,279.47,Euro
17-642-9578,Food,1,1,0,1,431.36,Euro
69-422-3324,DR,1,0,0,1,467.54,Euro
85-777-2396,DR,1,0,1,0,378.03,Euro
21-267-6087,Drink,1,1,0,0,370.35,Euro
62-961-7274,DR,0,1,0,1,420.34,Dollar
30-658-4928,f,0,0,0,1,264.74,Dollar
78-668-3160,Food,1,1,0,1,384.06,Dollar
14-363-3345,f,0,1,1,1,316.32,Euro
40-337-9093,,1,1,0,0,313.18,Dollar
76-211-5600,F,1,0,1,0,347.45,Euro
21-108-6955,F,1,1,0,0,288.90,Euro
84-046-5577,f,1,1,0,1,391.02,Euro
01-209-4884,F,1,0,1,1,479.50,Dollar
42-915-6135,DR,0,1,1,0,311.04,Euro
12-871-2628,f,0,0,1,0,478.30,Dollar
92-553-3356,f,1,1,0,0,495.20,Dollar
83-968-6914,,1,1,0,1,264.23,Euro
07-987-5625,f,1,0,1,0,300.99,Euro
72-013-8034,Drink,0,0,0,1,272.14,Euro
97-296-0286,DR,0,1,0,1,292.90,Dollar
81-312-1951,F,0,0,1,0,295.34,Euro
39-761-7844,f,0,1,1,0,376.72,Euro
36-395-1801,F,0,0,0,1,473.01,Dollar
09-079-8247,f,1,1,1,0,323.88,Dollar
04-594-8990,Food,1,0,1,1,428.23,Dollar
27-144-0217,f,0,0,0,1,457.96,Dollar
31-412-6334,F,1,0,1,0,469.56,Euro
46-099-5157,f,1,1,1,1,281.57,Dollar
13-509-6584,Food,1,0,0,0,282.62,Euro
16-870-5149,f,1,1,0,0,427.87,Euro
52-626-6486,DR,1,0,1,1,298.86,Euro
83-052-6753,DR,1,1,1,1,419.01,Euro
68-866-8287,F,1,1,1,0,479.36,Euro
81-332-6904,Food,1,0,0,1,258.63,Dollar
20-075-4794,DR,0,1,1,1,338.78,Dollar
52-695-4034,DR,1,1,0,0,448.06,Euro
89-362-0517,Food,1,1,0,1,357.66,Euro
63-031-2215,Drink,0,1,1,0,486.44,Dollar
72-880-2027,f,1,0,1,0,261.71,Euro
86-617-8017,F,1,0,0,0,497.19,Dollar
06-623-8392,F,1,0,0,1,300.31,Dollar
94-691-8685,f,0,0,0,1,,Dollar
72-231-6806,DR,1,0,0,1,294.26,Dollar
22-178-6524,f,0,1,0,1,433.07,Dollar
34-004-6292,Food,1,0,0,1,353.45,Euro
14-278-7641,F,1,0,0,0,350.12,Euro
86-207-4678,Food,0,0,1,1,380.22,Euro
14-780-3623,Drink,0,1,1,1,425.52,Dollar
24-452-6617,Food,1,1,0,0,258.02,Dollar
72-562-8682,F,0,0,1,0,346.18,Euro
47-679-8180,f,0,0,0,1,443.25,Dollar
82-937-2668,f,1,1,1,0,270.72,Dollar
76-722-9180,Drink,1,0,0,0,269.05,Euro
47-840-3783,DR,0,0,0,1,454.48,Euro
20-960-8512,Food,0,1,0,0,380.24,Euro
21-211-7649,Drink,1,1,1,0,360.60,Dollar
00-154-0209,,0,0,0,0,392.11,Dollar
31-910-7506,F,0,1,0,1,492.58,Dollar
65-662-8414,Drink,1,0,0,0,403.28,Euro
40-825-7182,F,1,0,1,0,452.17,Euro
08-296-9398,f,0,0,0,0,456.00,Dollar
19-848-1745,Drink,1,1,1,0,384.56,Dollar
60-030-2108,f,1,1,0,0,420.09,Euro
55-842-2937,Drink,0,1,1,0,293.59,Euro
23-870-6075,f,0,0,0,0,360.49,Euro
81-167-2422,DR,1,0,0,0,457.04,Dollar
83-884-5116,Food,0,1,0,1,332.32,Dollar
74-553-0149,DR,0,0,0,1,420.34,Euro
16-858-3431,Drink,1,0,0,1,344.96,Euro
73-256-1226,Drink,0,0,0,0,330.26,Euro
26-506-6465,F,1,0,1,0,496.34,Dollar
04-182-5311,Drink,1,1,1,1,316.01,Euro
24-230-3455,Food,0,0,1,0,,Dollar
41-483-5407,f,1,0,0,0,314.16,Euro
25-552-2408,Food,1,0,0,0,463.15,Euro
02-747-6114,Drink,1,1,0,0,273.86,Dollar
01-556-7608,f,1,1,0,0,315.46,Euro
64-802-4280,Food,1,1,0,1,298.01,Dollar
34-705-1031,Food,1,1,1,1,320.00,Euro
84-273-4632,DR,0,0,0,0,285.44,Dollar
56-756-9276,f,0,0,1,1,378.91,Dollar
23-073-5464,F,1,0,1,1,329.73,Dollar
13-472-4481,Food,1,1,1,0,395.03,Dollar
90-817-4849,f,1,0,1,0,276.07,Dollar
77-661-8308,DR,1,0,1,1,478.62,Euro
77-017-5282,DR,0,1,0,0,452.33,Dollar
45-892-0534,DR,1,0,1,1,280.21,Dollar
89-823-5343,Drink,0,0,0,1,430.28,Euro
18-899-6090,Food,1,0,0,1,496.45,Dollar
38-995-0641,Food,0,1,0,1,307.13,Dollar
01-601-9133,F,0,1,1,1,405.95,Euro
18-983-7728,DR,0,0,0,0,467.38,Euro
87-110-0026,Food,0,0,1,1,475.65,Euro
82-505-0177,f,0,0,0,1,306.07,Euro
76-702-4902,Food,0,0,0,1,439.10,Dollar
40-578-9670,f,1,0,0,0,491.24,Euro
31-798-5794,Food,0,0,0,0,354.53,Euro
98-254-6426,DR,0,0,1,0,457.32,Euro
22-413-8583,DR,0,1,0,1,287.91,Euro
35-611-9667,f,1,0,0,1,358.19,Dollar
73-639-2526,DR,1,0,0,0,370.06,Dollar
63-300-6267,f,0,0,0,1,340.76,Euro
81-780-4109,DR,0,1,1,0,412.73,Dollar
93-356-5445,DR,1,1,0,0,414.03,Euro
91-553-8210,F,0,0,0,0,301.49,Dollar
40-686-9435,DR,1,0,0,1,250.59,Dollar
97-194-9335,f,1,0,0,1,313.41,Dollar
61-048-2567,F,0,0,1,1,273.00,Dollar
22-230-5398,F,0,1,0,1,489.79,Dollar
44-107-3462,Food,0,0,1,1,266.61,Euro
30-173-8090,DR,1,0,1,1,429.17,Dollar
80-901-1792,Drink,1,1,0,0,327.29,Euro
36-863-3362,f,0,0,0,1,498.43,Dollar
24-084-7265,F,1,0,1,1,368.57,Euro
22-781-5133,Drink,1,1,1,1,263.34,Euro
66-808-8923,f,1,1,1,1,431.16,Euro
51-513-4016,f,0,1,1,0,278.45,Euro
99-911-7398,,0,0,1,1,375.41,Euro
52-250-4470,Drink,1,1,1,0,297.24,Euro
54-236-0074,DR,1,1,1,1,374.75,Euro
72-155-9844,DR,0,1,1,0,373.68,Euro
63-224-0463,F,1,1,1,1,353.21,Euro
67-975-5427,f,0,0,1,1,309.71,Dollar
75-847-7751,f,1,1,1,0,255.66,Dollar
25-212-4438,F,1,0,1,0,494.38,Euro
14-350-9580,f,0,1,1,1,267.55,Euro
88-757-9590,Drink,1,0,0,0,317.25,Euro
64-591-9027,Drink,1,0,0,1,268.04,Dollar
45-763-5768,Drink,1,0,0,1,282.22,Dollar
51-573-2942,f,0,0,1,0,253.67,Dollar
02-565-2400,F,1,1,1,0,461.99,Euro
53-910-0495,Food,0,1,0,1,464.31,Euro
41-726-1661,f,0,0,0,1,355.68,Dollar
21-005-8382,Food,1,1,1,0,361.19,Euro
78-756-6412,F,1,0,0,0,380.29,Dollar
59-898-6262,F,1,0,0,1,300.01,Dollar
85-556-3783,f,1,0,0,1,476.17,Dollar
05-164-5119,Food,1,0,0,0,259.66,Euro
01-781-1733,Drink,0,1,0,1,368.78,Euro
92-963-5303,f,1,0,0,0,397.89,Dollar
55-314-7397,DR,0,1,1,0,426.77,Dollar
10-278-4541,F,0,0,1,0,306.32,Euro
06-608-7946,f,1,1,1,1,424.79,Euro
86-277-4166,f,1,1,1,0,376.11,Dollar
16-679-3717,Drink,1,1,0,0,466.82,Euro
72-328-7614,Drink,0,1,1,0,288.98,Euro
95-342-9671,f,1,1,1,1,270.43,Euro
05-807-5007,f,0,0,1,1,468.50,Euro
19-936-4189,F,1,0,0,1,459.32,Dollar
55-309-4627,Drink,0,1,0,0,326.11,Euro
95-113-5723,F,1,1,0,0,460.80,Euro
54-009-0531,Food,1,1,1,0,314.18,Dollar
57-278-5981,Drink,0,0,0,0,417.55,Euro
83-036-3126,f,1,1,1,1,361.62,Dollar
54-977-0280,Drink,0,1,0,0,285.42,Euro
99-175-0530,DR,1,1,1,0,431.12,Dollar
25-395-2621,DR,1,0,0,0,275.62,Euro
26-880-6886,f,0,1,0,1,346.00,Dollar
54-641-5034,f,1,0,1,0,406.12,Dollar
32-229-6783,Drink,1,1,0,0,382.93,Dollar
43-706-9966,Drink,1,1,1,0,470.43,Euro
27-321-6817,f,0,1,1,1,363.02,Dollar
18-822-9358,DR,0,1,0,1,,Dollar
30-593-6985,F,0,1,0,0,366.87,Euro
43-358-6704,Food,1,1,1,0,394.67,Euro
90-224-1459,DR,0,0,0,0,306.17,Euro
96-229-5758,f,0,1,0,1,481.92,Dollar
14-949-7736,f,0,1,1,0,460.65,Euro
98-181-6278,F,0,0,1,1,439.73,Dollar
52-041-0743,Drink,0,0,0,0,410.39,Dollar
52-007-5489,DR,0,1,0,0,337.90,Dollar
28-005-1981,f,1,0,1,1,448.31,Euro
62-219-1394,Drink,1,1,1,0,266.43,Dollar
64-337-7716,DR,0,0,0,0,274.72,Dollar
44-181-5316,DR,1,1,0,1,467.23,Dollar
18-073-6841,F,1,0,0,0,481.60,Dollar
63-128-5488,Drink,1,1,0,1,381.02,Euro
92-642-6331,F,1,0,0,1,479.49,Dollar
13-818-1227,F,0,0,0,1,421.79,Dollar
53-893-5645,DR,0,1,1,1,309.39,Dollar
17-782-5556,F,0,1,0,0,340.01,Dollar
28-951-9376,F,1,1,0,1,346.68,Euro
90-472-4588,F,1,0,1,1,494.40,Euro
10-439-1060,F,1,1,0,0,376.28,Dollar
85-798-9661,Food,0,1,0,1,366.14,Euro
20-547-1694,DR,0,1,0,0,457.37,Euro
13-240-5168,Food,0,1,1,0,406.08,Euro
73-738-3326,Drink,1,1,0,1,488.15,Euro
04-896-0873,f,0,0,1,0,458.46,Euro
10-626-3616,Drink,0,0,1,0,439.68,Euro
64-588-6224,F,0,0,1,1,437.13,Dollar
29-961-8423,Drink,0,0,1,0,413.33,Dollar
25-039-3905,F,1,0,1,0,272.41,Euro
30-219-7007,DR,0,0,0,0,256.32,Dollar
18-318-3924,F,0,1,1,0,484.11,Dollar
33-050-9710,f,0,0,0,0,271.66,Euro
99-195-0299,DR,1,0,1,1,431.47,Euro
22-356-9029,F,0,0,0,1,384.32,Euro
07-167-2039,DR,1,1,0,1,428.99,Dollar
22-743-1227,f,0,0,0,0,454.91,Euro
76-776-5927,F,0,1,0,1,474.54,Dollar
