Author_ID,Book_ISSN,Place_of_Publication,Year_of_Publication,TotalSales
255,85-994-6171,toKyo,Pinnock, 7930.17
255,50-492-5079,Tokyo,Bute, 3187.13
255,48-511-8762,New York,Darlaston, 4899.42
63468,74-176-3191,London,Keller,
253,70-763-3891,Paris,Heijne, 9619.71
1235,00-011-5514,Paris,Machen, 4089.53
63468,44-585-3529,toKyo,Ilyasov, 7417.74
1235,99-078-9011,toKyo,Kubista, 7557.19
6963,40-264-8994,london,Dorrian, 7245.44
458,11-416-3018,Tokyo,Gammet, 8018.26
1235,68-291-7257,Paris,Markussen, 3477.54
3546,40-724-6336,New York,Holleran, 8820.82
513,77-596-9782,NY,Slateford, 7477.84
68545,29-107-3624,New York,holmes, 9451.84
63468,15-914-1904,,Quinlan, 1838.72
458,61-335-6750,New York,Reynault, 6303.36
35465,54-610-9362,Paris,Piaggia, 773.09
3542,80-265-2530,New York,Wandrich, 9753.18
3546,33-806-0370,Tokyo,Faers, 8212.62
63468,03-853-6354,london,Phippin, 9873.96
3542,71-647-7991,Tokyo,Nicolson, 4570.05
63468,32-081-3154,london,Epton, 866.04
55,77-867-6300,NY,Hebbard, 1932.50
35465,07-784-3468,NY,Pautot, 4662.13
1336,08-402-0074,toKyo,Kightly, 7177.66
3546,18-153-7799,Paris,Colbrun, 1252.97
3566,33-393-1130,toKyo,Batterham, 8813.67
2554,18-563-6306,london,Huntriss, 4148.95
513,62-082-1067,Tokyo,Miskin, 5272.76
963,86-163-1430,Paris,MacCrann, 5372.48
35465,03-352-0210,toKyo,Shurlock, 9367.64
3641,20-157-2323,New York,Cowgill, 2421.68
3566,13-578-8365,New York,Bartlomieczak, 1661.91
255,63-152-9604,New York,Sterre, 1787.32
458,99-179-6930,London,Bettenay, 2102.85
55,00-386-7434,NY,Pill, 9494.87
63468,10-734-4086,london,Housden, 7973.60
35465,82-751-8294,toKyo,Reihill, 4801.96
3542,11-518-9679,toKyo,Kadd, 7412.07
458,64-445-1766,,Haseldine, 4237.55
1235,76-797-8802,Tokyo,Carden, 6920.29
63468,78-991-4649,New York,Liverseege, 7104.46
3641,27-374-0087,NY,Chrystal, 7213.34
3546,71-983-6493,NY,Kasher, 7802.08
464,97-526-3254,Tokyo,Robbey, 965.61
6963,19-376-3645,Tokyo,Jaquet, 718.72
68545,71-349-1895,,Yurchenko, 4968.77
3546,25-175-9587,London,Edelheid, 4352.06
3566,48-867-4601,toKyo,Klassman, 5006.25
3546,94-074-3812,NY,Serginson, 6915.79
3546,23-241-5339,New York,Delion, 3218.91
3546,63-592-6258,toKyo,Lathe, 2761.85
3546,89-480-0790,london,Glyn, 7472.62
1336,65-940-6699,toKyo,Courtman, 3612.77
3546,76-379-7475,NY,Montague, 6778.87
255,02-493-6716,london,Getten, 6063.74
3546,85-116-6317,NY,Ansill, 4800.85
3641,31-054-3151,london,Attwoul, 1038.25
253,89-829-3098,New York,Mulholland, 6146.08
963,00-544-9167,Paris,Kench, 2408.13
35465,06-021-0315,london,Slyman, 3011.74
3546,32-700-7100,NY,O'Gorman, 9266.19
63468,59-551-6829,Paris,Wadeling, 1434.82
963,99-628-5590,New York,Bouzek, 6416.57
35465,64-362-0304,New York,Pudsall, 9213.36
458,14-835-7894,Paris,Dearle, 2158.09
68545,07-083-1171,toKyo,Burkman, 4729.11
253,51-377-6651,New York,McMenamin, 5543.59
255,41-135-3832,London,Popplewell, 7088.28
2554,29-546-3961,toKyo,Spradbrow, 1851.69
6963,98-361-0229,toKyo,Keveren, 4833.91
63468,64-633-8504,London,Winterson, 3783.55
464,28-069-6598,Tokyo,MacAirt, 4790.46
46213,17-456-6136,Tokyo,Proppers, 1622.25
253,54-732-1468,London,Whitters, 2478.76
55,80-787-9526,Tokyo,Peartree, 2727.00
1235,71-437-5862,toKyo,Scoyne, 9101.28
63468,37-903-5543,Tokyo,Cathenod, 2255.41
35465,29-294-9803,NY,Sedge, 1954.13
1336,37-375-1392,Paris,Alvey, 9127.43
3542,51-739-1984,New York,Arnke, 7633.48
63468,00-213-0963,Paris,Swanwick, 3310.04
46213,81-268-4218,Tokyo,Scanderet, 7168.58
3566,83-659-6826,toKyo,Tremoulet, 4334.16
2554,79-850-9194,Paris,Meatcher, 7728.80
2554,04-268-4052,New York,Lippett, 7887.74
458,14-673-6308,Tokyo,MacPeice, 8462.16
513,08-511-5592,toKyo,Flade, 5672.01
3542,07-249-1827,NY,Cohan, 8129.05
255,07-773-3718,NY,Cooch, 8450.47
3546,05-683-4555,Paris,Bigadike, 3455.31
35465,23-945-2147,Paris,Simonini, 1277.34
464,07-585-4418,london,Kubu, 2055.94
6963,81-939-5263,Paris,Paddemore, 2882.42
46213,58-658-8069,London,Cassidy, 8720.95
3641,56-340-7162,London,Trevance, 3260.98
35465,10-821-4301,Tokyo,Burnhams, 7116.12
3566,91-342-2117,london,Le Count, 9329.28
1336,39-348-3537,NY,Ghidini, 8135.77
3641,22-320-1044,New York,Laverenz, 7679.64
35465,80-040-0649,New York,Bing, 5716.98
35465,13-590-9943,toKyo,Brothwood,
63468,63-851-2771,London,Forrington,
3542,73-412-0873,Paris,Maceur, 8931.11
255,06-281-4049,Paris,Sopper, 2732.57
3542,78-953-4123,London,Windridge, 3293.36
6963,77-508-3580,toKyo,Brombell, 4986.15
3566,15-387-0850,London,Laugharne, 9742.77
68545,41-245-4308,Paris,Stainburn, 5229.07
513,94-412-0061,NY,Trollope,
963,12-725-6453,Tokyo,Le Cornu, 5553.56
6963,32-009-1942,London,Nuzzetti, 4128.14
35465,24-083-1750,New York,McFarland, 5189.93
63468,56-662-7282,London,Stoyles, 7820.61
513,65-468-4658,Tokyo,Charlwood, 5258.91
55,14-674-6253,NY,Broadbere, 2057.95
464,74-531-1598,New York,Raysdale, 9373.60
3542,17-987-0463,Tokyo,Raithmill, 4121.49
255,43-267-9464,Tokyo,Raft, 9544.32
513,66-611-2350,Tokyo,McIsaac, 4388.64
3546,51-082-4035,london,Badini, 8187.83
255,11-739-0031,toKyo,Worsom, 2028.56
3546,01-605-9540,london,Camilleri, 9604.57
458,84-425-9974,london,Cotherill, 4796.39
35465,39-511-8107,london,Witton, 6274.86
1336,08-653-5527,New York,Boughtwood, 9871.76
3542,42-840-6501,Tokyo,Vizor, 3859.24
55,84-692-7466,Tokyo,Tremmil, 688.20
1336,47-867-1526,London,Cannon, 5505.90
46213,75-696-0684,london,Thurber, 4757.47
6963,99-989-9517,NY,Spellsworth, 1971.64
1336,29-079-8205,Tokyo,Ewbanks, 3832.54
3566,62-032-5970,Tokyo,Evenden, 2087.89
35465,58-156-3182,NY,Liddell, 7199.04
1336,71-076-7052,NY,Henrichs, 9218.08
6963,73-925-7756,NY,Kelle, 1640.05
513,15-091-4309,Paris,Bould, 1120.40
3542,04-336-6683,Tokyo,Renshall, 3818.48
464,03-556-6682,toKyo,Steketee, 2942.37
253,92-137-8291,Tokyo,Terry, 8410.30
63468,92-474-8074,london,Luff, 5695.96
63468,54-734-5014,NY,Peschka, 4325.11
2554,34-881-6390,London,Lestrange, 8720.71
255,76-396-5964,New York,Scamadine, 6558.65
63468,27-577-0489,london,Bretherick, 5663.94
3641,96-823-0571,london,Johansen, 609.33
46213,54-918-5523,Tokyo,O'Duggan, 2868.25
3546,30-383-3766,New York,Iannetti, 6990.43
253,63-124-7830,NY,Lloyd, 1139.04
3546,88-668-8915,NY,Scoggan, 7142.96
3546,67-249-6841,Paris,Mathers, 7139.62
458,96-548-0087,Tokyo,Polini, 3914.88
3566,34-666-2509,London,Steynor, 3291.82
963,54-862-0201,New York,Dudman, 1978.32
3542,40-896-8477,london,Dallow, 812.59
63468,83-385-7170,London,Peace, 4281.25
3641,13-858-1601,NY,Ebbrell, 1088.21
255,05-006-6369,Tokyo,Hallor, 4307.70
513,94-741-7702,Paris,Hartop, 1596.70
35465,60-258-4595,london,Crilley, 964.84
458,82-737-2650,Tokyo,Andren, 5776.55
3566,18-590-6131,Paris,Temporal, 6397.63
1336,53-490-0569,Paris,McIan, 5792.88
3641,88-296-8122,London,Duns, 8742.17
464,18-523-0960,Paris,Ivie, 6697.98
6963,60-613-8859,Tokyo,Donisthorpe, 4562.22
46213,18-423-4495,toKyo,Risman, 1656.29
464,28-847-4290,New York,Shawel, 1925.83
35465,93-707-5590,New York,Fransewich, 9498.61
63468,32-252-0908,toKyo,Swann, 6235.07
963,97-885-1834,New York,Seary, 4135.11
55,50-617-6312,london,Bushnell, 4036.33
963,23-137-6223,New York,Fagg, 8723.31
63468,35-497-8691,Tokyo,Senussi, 3619.13
68545,21-383-7474,London,Goodfellow, 7354.91
6963,78-197-8168,Tokyo,Grigolashvill, 2697.84
3641,27-867-9384,toKyo,Stenson, 8298.84
464,33-638-6543,,Coulton, 7723.28
3641,61-515-6611,Paris,McLaverty, 9784.41
3542,90-939-8992,Paris,Novak, 2295.11
2554,94-673-1610,london,Bewshire, 1664.42
1336,20-886-6274,New York,Meak, 7138.08
2554,60-398-4854,Paris,Emmison, 5991.09
1235,91-427-8244,Paris,Warstall, 8968.64
35465,11-421-1175,london,Beebe, 9123.35
3641,40-590-8691,London,Moyers, 3649.90
1336,98-528-4085,NY,Grigg, 8848.22
1336,74-672-1951,london,Edess, 4605.41
1235,67-792-5265,Tokyo,Wintle, 6102.79
6963,57-249-9692,london,Stovine, 8160.95
513,00-333-8676,Tokyo,Chumley, 6926.09
255,86-907-2541,london,Ambrosoni, 2546.73
255,86-964-4003,London,Dunderdale,
3566,20-315-9446,Paris,Nutter, 3102.62
68545,52-174-4419,Paris,Scouller, 5615.23
513,57-574-7270,London,Bowling, 5671.90
55,51-705-7493,Tokyo,Abrahami, 5509.63
35465,75-079-7724,toKyo,Buckley, 4647.78
1336,34-359-3458,Tokyo,Goad, 9120.14
963,54-671-3986,London,Hugett, 6503.35
3566,39-375-9667,London,Rider, 7312.05
3566,17-586-4606,toKyo,Matyatin, 9197.83
1235,14-123-3025,London,Gusney, 2588.96
963,53-459-7704,toKyo,McCunn, 6451.16
3641,44-521-3084,Tokyo,Gatesman, 7874.11
55,89-541-7701,toKyo,Tantum, 8177.86
46213,34-536-7131,Paris,Stoate, 5717.25
464,62-042-3624,london,Setterthwait, 8567.70
458,91-370-2219,NY,Haynesford, 3963.21
253,36-652-6416,Tokyo,Talton, 4405.48
63468,94-718-3916,NY,Lowther, 4886.33
6963,09-150-0274,New York,Fisbey, 6763.04
6963,57-814-5167,Paris,Harlett, 1933.51
3641,13-179-6639,toKyo,Pedersen, 1836.97
3542,58-514-9001,NY,Harness, 1167.88
963,63-188-5032,Tokyo,Hestrop, 930.16
3566,41-659-8894,london,Raffeorty, 9807.98
55,08-388-7275,London,Elsdon, 5868.49
35465,60-769-3341,London,Ludlamme, 1689.08
963,88-245-1457,Tokyo,Lowman, 9423.61
464,69-022-1653,New York,Ochiltree, 6513.93
55,27-987-6130,london,McEvoy, 6854.61
3641,60-626-7329,NY,Szymaniak, 8326.20
55,98-158-0446,London,Probets, 2420.97
2554,01-772-5932,New York,Arnison, 8916.04
63468,79-023-4295,london,Brammar, 7802.34
458,28-648-3715,London,Barnet, 5991.68
3641,15-217-5666,,Gueste, 3168.25
68545,36-779-5330,Paris,Stanes, 1481.93
464,35-033-4839,toKyo,Swaine, 850.43
6963,39-450-6498,Tokyo,Fennick,
963,97-755-9305,toKyo,Ghiriardelli, 9765.23
3641,95-608-6532,Tokyo,Deetch, 2845.37
513,81-240-2953,London,Camings, 5702.99
35465,48-526-2533,New York,Filochov, 4323.56
35465,44-608-4780,Tokyo,Gladdor, 9727.62
55,93-476-2656,Paris,MacDiarmid, 5683.99
6963,77-502-3341,toKyo,Claasen, 9907.09
35465,12-568-3872,toKyo,Klambt, 4427.96
255,99-317-8535,Paris,Jewers, 3712.23
6963,29-666-0737,London,Huggins, 6929.73
458,02-109-4198,Tokyo,Woollons, 4652.46
68545,38-384-4114,Paris,McWaters, 5625.98
3566,69-967-8443,New York,Didball, 4864.16
3542,20-889-4562,toKyo,Zellner, 7280.52
68545,54-800-6708,toKyo,Camps, 3835.47
35465,89-647-2615,New York,Ridding, 4565.81
68545,99-685-4222,New York,Coldbreath, 6853.46
3566,70-890-0335,Tokyo,Cooksey, 5396.25
458,61-853-7830,London,Ruddock, 3349.68
68545,61-985-3281,Tokyo,Kunc, 8660.65
1336,34-906-1581,toKyo,Amor, 6265.54
63468,09-882-0720,london,Baty, 9548.13
253,15-042-6176,Tokyo,Jiru, 5393.03
3546,19-264-9573,Paris,Lelliott, 733.42
255,49-229-8332,New York,Kettlestringes, 7640.09
1336,72-635-3656,Tokyo,Ricold, 805.13
6963,13-568-0240,Tokyo,Patrick, 5388.77
46213,03-341-7553,london,See, 2822.05
6963,27-986-2491,toKyo,O'Fallone, 1185.70
963,50-271-3422,NY,Janway, 1538.27
68545,47-033-1645,London,Ranfield, 6915.92
3542,82-516-9158,Tokyo,O' Hogan, 2390.78
253,98-975-7216,toKyo,Schorah, 4679.02
2554,43-561-8917,New York,Allmark, 3022.46
35465,86-996-1391,London,Storey, 9576.67
68545,42-813-4512,NY,Kilsby, 1194.44
253,73-032-2720,toKyo,Cookney, 5502.61
1336,44-018-8762,Tokyo,Perroni, 957.94
68545,45-081-7730,Paris,Turfitt, 9367.82
3641,05-770-7783,New York,Hearty, 6117.13
963,22-214-2981,toKyo,Lilliman, 2470.57
46213,13-211-7794,london,Duncan, 4816.01
513,49-562-0279,Paris,Machan, 5560.60
458,93-669-4258,Paris,Maitland, 4401.42
464,53-297-9778,toKyo,Norman, 3993.13
2554,50-097-8240,london,Charrette, 1461.06
1336,38-482-7670,NY,Whibley, 1127.84
253,71-355-3729,NY,Fazakerley, 6138.03
963,70-178-3884,New York,Lathy, 5488.37
255,04-146-7426,Paris,Perrot, 9650.42
63468,00-185-5039,London,Swindall, 2736.39
963,97-671-1532,london,McQuaide, 7889.07
255,00-480-2938,NY,Ascraft, 4541.73
6963,69-307-6301,london,Abelson, 4667.45
513,00-983-6735,London,MacNaughton, 4940.20
1235,01-072-7490,NY,Lodin, 967.18
46213,50-411-4125,London,McAuslene, 7634.79
35465,69-326-7121,toKyo,Koomar, 6972.27
68545,97-271-8750,NY,Worlidge, 818.50
55,63-937-6755,london,Lynnitt, 3460.01
46213,80-623-6704,Paris,Pena, 7209.73
63468,59-787-0442,NY,Slides, 1423.58
3546,62-855-4233,NY,Clute, 5745.18
255,26-663-1082,New York,Solano, 8472.98
63468,10-327-7654,New York,Paradine, 7399.37
3546,12-604-6139,london,Boorer, 5605.91
63468,37-264-8767,london,Baumaier, 6931.83
458,20-651-5636,New York,Cartmale, 2177.78
464,03-503-7992,New York,Keetch, 8937.27
46213,09-780-9585,London,Benns, 4533.53
963,83-087-8550,NY,Gurr, 1947.68
1336,77-638-2033,Tokyo,Linning, 1127.06
253,70-767-9501,london,Jordine, 4745.81
46213,52-825-8310,Paris,Stokell, 2208.70
1336,80-811-0034,london,Boughey, 7584.07
6963,17-668-1678,Tokyo,Houlson, 4973.20
458,26-631-4259,NY,Batrip, 3015.84
255,85-860-8815,london,Clark, 6009.77
3542,95-183-4341,Paris,Tarborn, 9911.97
1235,92-554-5863,Paris,Mougenel, 6793.67
253,17-158-5376,Tokyo,Boog, 5874.67
6963,17-196-6763,London,Chyuerton, 7198.23
6963,50-427-2702,london,Blazi, 3285.77
464,34-878-9628,Paris,Doak, 3876.30
255,24-097-3496,Paris,Hardwin, 5797.50
6963,04-970-9905,New York,Wythe, 9356.57
2554,97-241-2544,New York,Boullen, 3639.29
253,22-932-1992,New York,Etherton, 9353.82
255,50-228-4012,Paris,Valois, 6462.24
3542,94-436-6045,Tokyo,Sellens, 7450.53
35465,33-675-4853,Tokyo,Peery, 4078.37
513,40-218-4612,NY,Scading, 7412.30
513,05-111-5097,New York,Binden, 1758.10
55,79-563-1776,Paris,Van der Beken, 2230.79
458,35-531-7868,NY,Gorgler, 7095.94
3546,80-530-9260,NY,Poulden, 9343.04
513,23-847-3032,New York,Cupper, 7137.46
3546,44-388-8553,Tokyo,Wardesworth, 8878.45
513,11-295-8861,NY,Gioani, 6220.76
55,43-811-8350,NY,Hymer, 7450.89
35465,40-097-1566,Tokyo,Girardot, 4583.51
458,73-228-3245,New York,Stepney, 7471.11
458,74-022-8405,NY,O'Dyvoy, 5654.96
3546,03-604-3552,london,Bradder, 9106.89
3546,24-103-1678,london,Garton, 5234.92
255,37-927-1191,NY,Skeermer, 3408.85
46213,46-415-1756,London,Minard, 7959.99
3566,47-407-8194,Tokyo,Joplin, 5849.86
6963,04-718-3926,Tokyo,Surgen,
3641,21-102-6350,toKyo,Jerrems, 4476.31
1336,24-256-6092,Paris,Rodrig, 2441.49
3566,32-638-4758,toKyo,Eagger, 4995.20
3546,02-024-4426,London,Ghost, 8838.32
2554,07-811-8269,London,Tomczynski,
3546,21-878-8969,Tokyo,Olliver, 7469.47
3542,19-292-7362,Tokyo,Menaul, 8408.46
464,62-618-3924,Paris,Nunnerley, 9152.25
464,27-613-0444,Tokyo,Kryszkiecicz, 2601.96
255,30-974-7475,london,Agiolfinger, 4395.18
513,97-716-4487,Paris,Cuff, 1486.39
1336,06-290-3224,toKyo,Hailwood, 5160.31
3542,61-014-9852,NY,Jertz, 9807.65
963,61-167-9799,london,Pembery, 2113.14
46213,98-580-1214,Tokyo,Weetch, 8619.13
3566,70-353-5472,Tokyo,Ebbin, 4995.11
1235,68-042-0389,toKyo,Bonnesen,
255,06-403-8635,london,Cockin, 706.24
3566,28-949-3986,NY,Dinneges, 3153.50
3566,09-952-7601,london,Swannell, 6871.33
3566,27-906-7642,toKyo,Madine, 5253.59
3566,18-699-4680,Paris,Gue, 3620.53
68545,78-053-7728,NY,Simeon, 4887.24
68545,08-323-0394,London,Vinick, 2450.05
3641,49-387-4560,Paris,Eickhoff, 4132.92
68545,79-654-5956,NY,Cloutt, 9546.84
68545,67-166-6489,london,Thiese, 3382.47
63468,03-893-4847,Paris,Dabel, 2383.13
55,74-634-9678,New York,Sill, 1839.90
3542,01-606-3105,Tokyo,Sivyer, 9382.56
6963,15-140-9835,London,Torfin, 4483.90
1235,97-519-5415,,Burras, 9934.64
3641,71-640-4318,toKyo,Lobb, 7739.73
55,83-541-0859,NY,Hendriks, 8360.46
35465,79-051-3750,NY,Caughtry, 2790.46
3542,45-131-1869,Paris,McVeighty, 5167.38
55,81-870-4043,Paris,Ewles, 5133.21
458,47-311-2369,Tokyo,Soreau, 1022.69
513,91-011-3144,Tokyo,Scruby, 7329.29
55,12-730-8556,NY,Grix, 8713.37
255,48-428-1239,Paris,Peacey, 3827.43
55,40-662-7197,Paris,Hounsom, 1403.38
1235,54-994-7546,Paris,Kerner, 9055.24
2554,32-229-1949,Paris,Dreinan, 6262.36
6963,63-680-2611,Tokyo,Wybrew, 3663.63
68545,60-432-0248,New York,Beavors, 5835.31
464,16-746-9106,NY,Klaggeman,
963,28-733-6905,London,Julyan, 4409.82
68545,46-718-3864,london,Orrey, 1408.80
253,95-094-7826,Paris,Pleasaunce, 6712.78
46213,97-943-0562,New York,McKaile,
464,67-522-2189,NY,Fearnsides, 4181.48
1336,31-432-4461,Tokyo,Whiston, 2205.79
3542,75-510-9037,toKyo,Passey, 9283.69
6963,76-360-1503,London,Bottomley, 1775.49
55,48-047-6057,NY,Placstone, 4894.57
1235,03-660-9066,New York,Blackader, 4105.23
3542,34-858-2392,London,Soreau, 3535.29
3641,14-971-2287,toKyo,McAulay, 8025.91
3542,38-011-3945,London,Huffey, 2687.01
255,05-717-6593,toKyo,Allman, 9575.98
464,68-556-2231,Tokyo,Stoter, 7281.42
55,09-620-5018,NY,Cortin, 2180.50
458,33-981-3552,New York,McLice, 6500.72
963,09-727-3114,toKyo,Honig,
55,12-034-7331,Paris,Margrie, 3370.55
963,16-773-1039,London,Stallebrass, 2407.34
68545,09-143-4259,london,Mariaud, 8747.96
3641,36-632-7270,London,Pape, 3244.72
458,63-393-5422,Paris,Troup, 7281.87
513,57-297-0478,toKyo,Abramcik, 4659.94
458,82-484-0138,Tokyo,Storek, 4734.12
1235,14-430-2406,London,Piele, 4186.62
68545,57-283-0883,Paris,Lefeuvre, 7400.20
513,35-735-5085,New York,Cotterel, 5288.01
3542,01-708-8602,NY,Ingon, 9067.92
253,15-284-3368,NY,Rudiger, 1065.61
1235,78-434-7997,Paris,McNeigh, 5325.93
1235,77-026-9790,london,Leonarde, 3307.34
458,97-962-4849,toKyo,Bousler, 3404.87
6963,83-603-4496,NY,Fleeman, 2572.67
3546,45-519-0584,,McTiernan, 8524.10
458,51-605-9893,London,MacAree, 4166.66
2554,45-007-0227,Tokyo,Menchenton, 7335.03
6963,70-218-4957,NY,Saer,
2554,21-168-5223,london,Hillock, 7886.91
458,22-896-4445,london,Chaunce, 7137.44
68545,14-022-1391,NY,Bagenal, 9149.86
6963,77-981-0363,NY,Fowell, 8577.72
3641,12-517-0567,london,Moncarr, 1740.13
464,73-896-7316,toKyo,Birtwistle, 2816.13
68545,48-903-8962,Paris,Loads, 8389.78
68545,33-560-6087,toKyo,McIver, 1599.39
1235,56-137-9031,london,Riccardelli, 1581.30
68545,27-924-4231,london,Ivashnikov, 4009.71
55,76-735-1332,NY,Lotwich, 9597.12
464,11-404-4202,Tokyo,Reimer, 693.06
513,45-665-6198,Paris,Errichelli, 6277.13
253,60-338-1973,london,Wheal, 7018.64
68545,49-826-5263,london,Reiners, 4695.91
68545,91-986-1882,NY,Molian, 8808.72
46213,39-513-6349,london,Donahue, 1982.74
55,12-832-3479,Tokyo,Stotherfield, 4322.03
458,82-833-5160,NY,Stonner, 1012.10
1235,67-037-7720,New York,Everett, 2019.98
3546,31-220-9148,NY,Marner, 6028.74
1235,66-093-5020,toKyo,Allberry, 3173.28
3546,09-700-9677,New York,Friman, 4856.36
1336,35-549-2306,toKyo,Snoding, 7892.62
55,74-833-5728,New York,Youens, 6591.39
55,74-430-1064,Paris,Hambright, 5307.95
1235,07-336-5547,Tokyo,Voak, 4566.36
3542,29-355-9426,Paris,Futcher, 3574.19
458,52-598-2892,Tokyo,Grahlmans, 2910.28
68545,38-759-8605,toKyo,Ende, 1612.93
35465,00-513-9704,Paris,Button, 8539.88
513,29-599-1061,Paris,Llewhellin, 4607.27
55,34-991-1630,New York,Lindfors, 9861.09
458,45-682-0225,Paris,Divell, 9523.97
35465,02-903-3523,Paris,Knaggs, 3168.83
963,23-014-5733,New York,Humphries, 9112.69
3542,08-273-9965,New York,Aymeric, 8382.15
2554,73-383-0169,Tokyo,Olivello, 9079.89
513,30-443-7527,London,Marples, 3160.21
55,46-500-1575,New York,Fairbrass,
35465,51-394-9107,London,Gianni, 8335.77
458,09-108-2638,Tokyo,Forrester, 2379.31
3641,04-372-0463,toKyo,Arbor, 4339.56
963,36-146-0139,NY,Espada, 1882.66
3566,99-508-0916,Tokyo,Ower, 5316.93
255,16-909-7770,London,Tregust, 3777.85
464,35-298-7735,london,Wilsee, 1104.28
253,06-608-4445,Tokyo,McLorinan, 9091.03
255,70-832-0412,london,Bagshaw, 3623.10
513,06-873-6964,London,Derisly, 5558.23
1235,54-039-2978,NY,Manford, 915.57
255,52-590-6119,toKyo,Geale, 2674.89
464,39-584-0513,Paris,Thomesson,
46213,37-200-5731,NY,Blowick, 9412.96
1235,69-103-3441,toKyo,Fusedale, 2534.94
3546,46-780-7805,London,Dummigan, 2782.43
3566,45-167-2402,toKyo,Toohey, 7918.51
1235,90-198-4307,Tokyo,Francke, 1345.76
513,65-505-8933,NY,McNair, 1637.48
55,07-813-9571,London,Spalding, 930.66
35465,40-628-3387,Paris,Aubury, 8178.77
63468,21-243-7487,london,Mattiuzzi, 5077.56
2554,59-454-9863,Paris,Scallon, 7601.60
253,58-391-6392,toKyo,Reiner,
2554,05-310-9750,,Philipeau, 5765.81
3546,54-831-3519,Paris,Clemenzi, 8069.05
55,08-005-8320,Tokyo,Johann, 3361.09
3641,35-507-5801,london,Zorzetti, 6000.93
3542,57-814-2510,london,Kupka, 8299.97
3542,66-060-5398,Paris,Barthelet,
35465,94-144-0906,New York,Ascraft, 2166.77
2554,87-410-7946,London,Portis, 7293.52
253,45-449-3595,New York,Handlin, 2135.67
253,14-985-7984,toKyo,Raffles, 848.88
3546,46-657-8661,Tokyo,Crosfeld, 4570.20
3566,53-134-9395,Tokyo,Drogan, 8626.35
253,14-818-3865,Tokyo,Paver, 3603.12
55,27-084-6472,Tokyo,O'Mannion, 3751.80
55,82-810-0726,New York,Goodoune, 3704.19
2554,37-821-8897,toKyo,Mantle, 5609.70
1336,36-188-6170,NY,Segar, 1642.93
3542,70-858-3134,NY,McBlain,
3566,37-056-8359,London,Eivers, 6282.50
464,46-927-2368,,Sutliff, 5892.64
68545,35-677-1553,London,Kalinsky, 2609.99
35465,63-484-4769,NY,Dowbiggin, 8030.78
1235,93-191-3200,New York,Berg,
6963,11-187-7877,NY,Baise, 3410.12
253,66-227-3349,Tokyo,O'Feeney, 8942.31
3641,90-934-7787,NY,Dumphries, 4766.98
3546,52-380-0702,toKyo,Georgeot, 4680.65
458,56-976-2312,Tokyo,Warboys, 6118.09
63468,70-190-4981,toKyo,Alekhov, 5325.24
55,38-067-2222,London,Naris, 1923.66
963,96-640-0581,New York,Janoschek, 7007.48
2554,24-991-6934,london,Pickover, 9708.94
458,32-446-8061,Tokyo,Gradon, 2052.14
513,63-361-3287,toKyo,Puckham, 5014.27
1336,33-207-3735,toKyo,Ivory, 9525.49
963,41-389-7866,NY,Bockmann, 3735.81
3641,10-547-7505,NY,Kwietak, 9049.84
63468,85-384-0325,toKyo,Ormston, 5892.22
963,69-920-4750,NY,Hagland, 5622.74
255,38-107-7257,toKyo,Tildesley, 7528.24
464,36-295-4897,Tokyo,Benoey, 2203.93
3566,99-212-9963,Tokyo,Latey, 782.34
458,38-947-5861,Paris,Okie, 8067.79
3566,84-343-6192,London,Channon, 5382.04
458,43-708-4186,London,Bleue, 8206.35
3546,98-420-4170,London,Thorby, 7493.35
513,45-669-9262,NY,Smeal, 5911.22
3546,31-733-9129,london,Judron, 5864.55
963,84-848-1950,Paris,Ralling, 9919.46
253,25-007-5171,London,Dougher, 7708.16
1235,15-582-4888,Tokyo,Champniss, 8210.31
458,96-899-1022,London,Elletson, 3795.92
6963,79-921-4445,Paris,Cackett, 6078.57
63468,15-256-2170,Paris,Kinze, 6975.32
35465,30-565-3108,New York,Stanyforth, 6872.56
63468,98-717-5288,Paris,Gotcliff, 1939.41
68545,44-312-9854,NY,Priddey, 3513.68
35465,03-726-9265,london,Duce, 9030.00
35465,52-425-1533,Tokyo,Gillbee, 1613.64
6963,71-596-5287,Tokyo,Mably, 8947.59
68545,83-978-1173,Tokyo,Docherty, 9083.61
63468,35-476-0446,Tokyo,Goundry, 2739.03
63468,85-838-5325,,Keddey, 7952.77
68545,63-482-8614,london,Harling, 5979.08
253,65-529-0818,london,Halesworth, 2128.89
68545,29-143-9915,london,Ayliff, 4439.81
55,11-816-3280,Tokyo,Fleetwood, 4983.65
458,01-183-4353,london,Wilbraham, 8670.06
963,04-646-8068,london,Rappa, 601.20
963,97-314-3644,Paris,Crimpe, 2347.16
46213,45-884-8474,NY,Baruch, 3798.98
1336,48-404-5735,New York,Stolli, 9385.65
255,48-710-7812,New York,Dudliston, 5982.60
6963,24-396-1184,Paris,Francescozzi, 3384.24
2554,20-013-1516,london,Cuff, 2412.46
464,13-900-3814,Tokyo,Archambault, 7270.17
253,02-102-8530,Paris,Peris, 5992.91
3542,03-083-9313,London,Dawidowitz, 8528.78
1235,14-137-2256,New York,Margetts, 8071.78
35465,19-382-6338,Paris,Groucock, 7783.45
63468,07-781-8353,toKyo,Churchard, 7154.69
35465,68-190-9667,New York,Baty, 2139.39
