ItemId,Item Type ,Store1,Store-2,Store_3,Store-4,Sales,Currency
11-808-5780,Drink,1,1,1,1,375.24,Euro
69-575-7054,F,0,0,1,0,303.60,Euro
68-528-9897,Food,0,0,0,0,303.94,Euro
83-109-0955,f,0,1,1,0,265.16,Dollar
26-977-3042,Food,0,0,1,0,286.15,Euro
59-421-2139,Drink,1,0,1,1,401.47,Dollar
66-947-7660,f,1,0,0,1,323.75,Dollar
54-305-3432,Food,1,0,1,0,283.66,Euro
15-153-0101,DR,1,0,0,1,405.78,Euro
17-471-2681,Food,0,1,0,1,389.29,Dollar
79-737-3750,Food,1,1,0,1,314.76,Euro
65-441-7630,f,1,0,1,1,296.87,Euro
32-883-2638,F,1,1,0,0,301.03,Dollar
81-012-8975,Drink,1,0,0,1,300.68,Dollar
74-527-2330,Food,0,1,0,0,377.67,Dollar
06-813-8499,F,1,0,1,1,409.43,Euro
70-974-3756,f,1,0,0,1,419.97,Euro
41-263-4711,DR,1,1,1,1,295.66,Dollar
26-594-9021,F,1,1,0,1,459.24,Euro
74-190-1691,DR,0,1,0,1,259.63,Dollar
32-418-3415,f,0,1,0,1,358.56,Dollar
65-455-4161,Drink,0,0,1,0,395.94,Euro
46-055-6762,F,1,0,0,0,352.90,Euro
01-353-7612,Drink,1,1,0,0,437.81,Dollar
48-260-0904,DR,0,1,0,0,415.03,Euro
08-360-1691,F,1,0,1,1,441.78,Euro
45-274-7168,Drink,1,1,0,0,347.08,Dollar
20-730-8240,F,0,0,0,0,346.78,Dollar
29-423-6512,DR,0,0,0,0,363.03,Euro
93-871-4881,Food,0,0,1,1,347.53,Dollar
93-622-5825,Drink,1,0,1,1,333.26,Euro
86-720-6965,DR,1,0,1,1,392.83,Euro
01-710-9331,f,1,0,0,0,380.18,Euro
43-772-0387,f,1,1,0,1,412.56,Euro
45-605-5338,,1,1,1,0,259.15,Euro
08-951-3971,Food,1,1,0,1,494.30,Euro
96-861-7543,F,0,1,1,1,345.55,Euro
55-383-7287,Food,0,0,1,1,352.71,Dollar
08-139-9783,Food,1,0,1,1,428.76,Dollar
78-410-0893,f,1,1,1,1,451.38,Euro
45-987-6813,DR,1,1,0,0,474.87,Euro
84-796-0814,F,1,0,0,1,268.53,Dollar
01-916-7656,f,1,0,0,1,482.30,Euro
23-179-0447,F,0,1,0,1,274.28,Dollar
40-098-0604,Drink,0,0,1,1,396.84,Euro
04-781-4787,Drink,0,0,0,1,380.35,Euro
42-439-2871,f,1,0,1,1,468.94,Dollar
17-783-8533,f,0,0,1,1,359.20,Dollar
25-371-0021,Drink,1,0,0,1,425.69,Euro
13-731-3437,DR,1,1,1,0,416.13,Dollar
10-523-9739,F,0,1,0,0,451.00,Dollar
17-426-4430,Drink,1,0,1,1,457.02,Euro
48-434-3420,DR,1,1,0,1,402.44,Euro
85-645-9066,F,1,1,0,0,471.14,Euro
76-148-7045,DR,1,0,0,1,460.68,Euro
07-718-9969,f,1,1,1,0,483.73,Euro
35-013-3730,F,0,0,1,1,396.96,Dollar
33-455-6755,DR,0,1,0,0,436.38,Dollar
52-030-6725,Food,0,0,1,0,397.80,Dollar
16-473-3038,DR,0,1,0,1,472.76,Dollar
53-490-7976,Drink,1,0,1,1,499.03,Euro
12-436-0298,DR,1,0,1,0,315.60,Dollar
94-466-6242,Food,1,1,0,1,342.11,Dollar
78-328-8608,,1,0,0,1,368.04,Euro
64-389-4842,Food,1,0,1,0,411.94,Euro
55-764-7139,Food,1,1,1,0,473.63,Dollar
95-018-4827,Drink,1,0,1,0,,Dollar
53-362-6287,Food,1,1,0,1,464.25,Dollar
02-487-0649,Drink,1,1,0,1,303.73,Euro
59-821-3840,Drink,0,1,1,0,342.10,Euro
46-841-0253,DR,0,1,0,0,466.84,Euro
06-382-3817,Food,0,0,0,0,417.86,Euro
57-912-0631,F,1,0,1,1,345.72,Dollar
27-984-5578,Food,1,0,1,1,350.52,Dollar
89-679-4694,Food,0,1,1,1,495.07,Dollar
04-161-8215,Food,1,1,1,1,292.10,Euro
46-794-7544,Drink,1,0,0,1,288.08,Euro
58-036-8308,Food,1,0,0,0,,Dollar
81-945-0689,DR,1,0,1,0,382.55,Dollar
64-630-1628,f,1,1,0,1,382.42,Euro
45-147-1258,Drink,0,0,0,1,363.33,Euro
99-192-1473,f,0,0,0,0,321.15,Dollar
96-734-6680,F,0,0,0,1,463.14,Dollar
83-511-8787,F,0,1,0,0,492.46,Euro
57-191-6702,Drink,0,1,0,1,263.65,Dollar
06-513-8202,f,1,0,0,0,386.00,Dollar
47-054-0868,Food,0,1,0,1,332.01,Dollar
55-764-4041,Drink,0,1,0,1,304.81,Dollar
02-243-0211,F,0,0,0,1,400.24,Euro
95-997-2274,DR,1,1,1,0,498.13,Euro
72-119-6249,Food,1,0,0,1,378.02,Euro
33-593-1904,F,1,1,1,1,395.29,Dollar
61-179-5026,,0,1,1,1,262.51,Euro
23-659-7446,Drink,1,1,0,0,309.43,Euro
02-101-6908,DR,0,0,1,0,258.58,Euro
14-527-0241,f,1,0,1,0,317.16,Dollar
61-431-8280,F,1,0,1,0,252.32,Euro
20-838-7563,Drink,0,0,0,0,347.15,Euro
48-829-8283,DR,1,0,1,0,465.89,Dollar
15-346-7776,Drink,0,1,1,0,279.91,Euro
99-169-9077,Drink,1,1,1,1,292.06,Dollar
22-850-4010,DR,0,1,1,1,296.67,Dollar
34-738-5189,f,0,0,0,1,356.85,Dollar
02-411-0278,Drink,1,1,0,1,395.05,Dollar
79-751-5690,Drink,0,1,1,0,425.93,Euro
15-610-7743,f,0,1,1,1,378.41,Euro
14-689-9065,f,1,0,0,0,268.66,Euro
71-428-0474,Drink,1,1,0,0,348.50,Dollar
67-881-0013,f,1,0,1,0,438.30,Euro
15-239-7992,F,1,1,1,1,362.50,Dollar
82-970-8095,F,0,0,0,1,324.20,Euro
07-240-6538,Drink,0,0,1,1,493.94,Dollar
25-672-7919,f,1,0,1,0,358.43,Euro
50-860-3199,f,0,0,0,0,370.22,Dollar
25-910-8252,DR,0,0,0,0,357.38,Dollar
80-371-3144,f,1,1,0,0,323.26,Euro
50-443-1874,f,0,0,0,0,332.87,Dollar
73-801-9506,,1,1,1,0,416.99,Dollar
04-465-9371,Food,1,1,1,0,395.12,Dollar
08-458-3601,f,0,1,1,1,385.15,Euro
52-666-3055,f,0,1,1,0,310.35,Euro
05-235-4094,f,1,0,0,0,428.62,Euro
43-996-2566,Food,0,1,0,1,288.28,Dollar
51-599-5262,Food,1,1,1,0,465.30,Dollar
07-029-9102,F,0,0,1,0,383.89,Dollar
39-850-3818,F,0,1,1,0,364.10,Euro
38-572-1631,f,1,1,0,1,363.33,Euro
84-955-2458,f,0,0,1,1,260.91,Euro
00-796-6583,Drink,1,1,1,0,495.97,Euro
76-970-7083,f,1,1,1,0,456.69,Euro
40-769-6601,f,1,0,0,0,405.97,Dollar
24-516-7331,F,0,0,0,1,254.23,Euro
62-717-8001,f,0,0,1,0,351.49,Euro
46-401-9539,DR,0,1,0,1,271.62,Euro
45-017-5454,f,1,0,0,1,320.88,Dollar
41-795-4819,,1,0,0,0,297.59,Euro
50-718-1300,,1,0,0,1,306.00,Euro
37-763-4869,f,1,1,1,1,488.99,Dollar
43-134-6517,F,0,0,0,1,356.92,Dollar
91-264-4396,f,0,0,0,1,354.78,Euro
75-852-3398,Drink,0,0,0,0,255.09,Dollar
35-523-7526,f,1,0,1,1,286.30,Dollar
84-368-0631,,1,1,1,0,439.81,Euro
60-444-7487,Drink,1,0,1,0,491.53,Dollar
56-262-3535,Drink,0,0,1,0,474.85,Euro
74-735-9484,F,1,0,1,0,339.13,Dollar
40-282-5897,DR,0,0,1,1,388.52,Dollar
35-557-2427,F,0,0,0,0,354.98,Dollar
47-053-2992,Drink,0,0,0,0,267.49,Dollar
32-220-8372,F,1,1,1,0,292.53,Euro
91-391-7967,DR,0,1,1,0,271.92,Dollar
95-105-7171,Food,0,0,1,1,492.20,Dollar
42-856-0869,F,1,1,1,0,424.36,Euro
66-768-0456,DR,0,1,1,1,265.18,Dollar
97-835-7688,F,1,0,1,0,477.98,Dollar
71-257-1206,Food,1,1,0,1,326.02,Euro
87-259-6067,Drink,1,1,1,1,275.40,Dollar
40-578-5185,DR,1,1,1,1,494.37,Euro
46-484-9798,DR,1,0,1,1,439.94,Dollar
14-696-6167,F,0,1,0,1,397.44,Dollar
51-756-7896,DR,0,0,0,0,428.78,Euro
08-907-6893,Drink,0,0,0,0,361.76,Euro
16-708-0264,f,0,1,1,1,424.00,Dollar
75-024-7313,f,1,0,0,1,450.10,Euro
40-733-2687,Drink,1,1,0,0,285.21,Dollar
87-376-0346,Drink,1,1,1,1,384.13,Dollar
27-821-3439,DR,1,1,1,1,386.64,Dollar
28-753-5316,DR,1,0,1,1,327.49,Dollar
37-276-4529,Drink,1,0,0,0,432.36,Dollar
34-076-3096,f,0,1,0,0,463.10,Euro
94-542-8102,f,1,0,1,1,349.83,Dollar
74-364-2590,DR,0,0,1,0,414.39,Euro
72-000-0696,Drink,0,1,0,0,457.40,Dollar
64-519-9523,Drink,1,0,1,0,475.80,Dollar
01-363-8185,f,0,0,1,0,294.05,Dollar
75-272-8535,DR,1,1,0,1,454.37,Dollar
05-010-6224,Drink,0,0,0,1,426.76,Dollar
75-542-3205,F,0,1,0,1,426.27,Euro
97-192-5152,Food,0,1,0,1,361.26,Euro
35-602-1512,Drink,0,1,1,1,301.06,Euro
23-001-8599,,0,0,1,1,308.39,Euro
98-336-7183,Food,1,1,1,0,391.04,Euro
47-900-2372,F,0,1,1,0,250.18,Dollar
12-559-8983,F,0,0,1,0,434.64,Dollar
50-826-5890,f,0,0,1,1,268.39,Dollar
12-558-2557,f,0,1,0,0,426.66,Dollar
18-391-4547,f,1,0,1,0,,Euro
18-988-0016,f,1,1,0,1,271.34,Dollar
18-422-5447,Food,1,1,0,0,,Dollar
19-252-3841,Drink,0,0,0,1,342.24,Dollar
04-707-1085,DR,1,0,0,0,297.86,Euro
76-853-2841,Drink,0,0,0,0,473.05,Euro
70-869-1630,F,1,0,1,1,276.11,Dollar
89-777-2948,Food,0,1,1,1,321.83,Euro
74-220-2872,DR,1,0,0,1,313.26,Dollar
44-057-2079,Food,0,1,0,1,354.82,Dollar
71-668-9217,DR,1,1,1,1,358.55,Euro
19-524-6329,DR,1,0,1,1,293.35,Euro
81-155-6822,f,0,1,0,1,406.03,Dollar
48-672-2496,Food,0,0,0,0,340.01,Euro
09-409-3213,F,0,1,1,1,279.27,Dollar
27-908-6997,DR,1,0,0,0,392.18,Dollar
87-985-5552,Drink,1,0,0,0,349.53,Euro
96-852-2270,Drink,0,1,0,1,494.56,Dollar
29-799-6271,DR,0,1,1,1,355.55,Euro
24-235-7618,DR,0,0,1,0,433.93,Euro
34-379-4330,Food,0,0,0,0,469.45,Euro
16-015-4938,DR,1,1,1,0,488.29,Euro
78-304-5386,Food,0,1,1,1,422.84,Euro
44-098-0332,Drink,0,0,0,0,432.55,Euro
04-886-2636,F,1,1,1,1,433.64,Dollar
47-276-2010,f,1,1,0,1,455.91,Dollar
52-562-5708,DR,1,1,1,1,262.45,Euro
97-128-3039,f,0,0,1,1,480.93,Dollar
22-623-7116,DR,1,1,0,1,285.23,Euro
27-115-5669,,1,0,0,0,473.79,Dollar
29-334-2247,Drink,1,0,0,1,437.53,Dollar
95-331-7527,f,1,0,0,1,,Euro
08-471-5536,f,0,0,0,0,,Dollar
62-414-4176,f,0,1,1,0,,Dollar
47-765-3709,Drink,0,1,0,1,372.85,Euro
43-251-0555,Food,1,1,0,0,260.70,Dollar
43-113-7058,f,0,0,0,0,282.37,Euro
50-364-3552,Food,0,1,0,0,318.03,Euro
73-776-0708,f,0,0,1,0,392.85,Euro
68-445-4639,f,1,0,1,1,498.54,Dollar
61-904-4181,F,0,1,0,1,286.94,Euro
83-104-5962,Drink,0,1,0,1,342.48,Dollar
35-972-5483,F,0,0,0,0,350.27,Dollar
36-755-4069,f,0,1,0,0,475.59,Dollar
69-682-0784,Food,0,1,1,1,275.39,Dollar
29-191-0921,f,1,1,0,0,468.41,Euro
86-024-1793,F,1,1,0,0,266.91,Dollar
61-332-3123,Food,0,1,1,0,417.65,Dollar
67-124-6334,F,0,0,0,0,384.14,Euro
99-575-3717,Food,0,0,0,1,278.49,Euro
40-049-8124,DR,0,0,1,1,408.80,Dollar
36-146-8839,F,0,0,1,0,469.49,Dollar
55-805-6915,f,0,0,0,0,488.90,Euro
37-878-2723,f,0,1,1,1,399.37,Euro
29-446-0061,DR,1,0,1,0,498.48,Euro
81-518-6437,f,0,1,0,1,401.91,Dollar
44-769-6520,f,0,1,1,0,457.94,Dollar
14-897-3501,Drink,1,0,0,1,496.02,Dollar
47-232-0080,DR,1,0,0,0,459.42,Dollar
84-057-5644,Drink,1,0,1,0,455.87,Dollar
79-594-6017,DR,1,1,1,1,468.86,Euro
95-748-1766,F,0,1,1,1,388.46,Dollar
97-516-0632,F,1,0,1,0,446.71,Dollar
99-288-0329,DR,0,1,0,1,493.65,Dollar
97-024-6386,F,0,1,0,1,473.48,Euro
98-240-4392,F,1,1,0,0,345.86,Dollar
56-452-6914,Drink,0,1,0,1,297.02,Euro
22-727-6701,DR,1,1,0,1,263.79,Dollar
81-071-0970,f,0,0,0,1,462.01,Euro
92-036-1554,F,1,1,1,0,397.91,Euro
68-083-5059,,0,1,0,1,368.83,Dollar
30-408-4901,Drink,0,0,0,0,487.33,Dollar
61-504-9945,F,0,1,1,0,318.24,Dollar
31-392-8395,F,1,1,0,0,319.17,Dollar
75-612-1756,f,0,1,1,0,385.82,Euro
65-358-5093,Drink,1,0,1,1,413.56,Dollar
67-345-0318,DR,0,0,0,0,462.99,Dollar
51-593-9958,DR,0,0,0,1,396.21,Euro
18-553-2707,Food,0,1,1,1,321.77,Dollar
70-591-6379,DR,1,1,0,0,408.09,Euro
85-928-5427,DR,0,1,1,1,331.38,Euro
54-138-9702,Drink,0,0,0,0,343.83,Dollar
66-553-7760,f,1,1,0,0,431.48,Dollar
25-467-5833,f,1,1,1,0,310.36,Euro
69-798-9779,DR,1,1,1,1,483.26,Euro
23-570-4326,Food,1,1,1,0,326.10,Euro
81-604-5732,Food,1,0,0,1,442.51,Dollar
17-124-4846,Drink,1,1,0,1,441.27,Dollar
06-809-9958,F,0,1,1,0,441.24,Dollar
87-772-8624,f,0,0,0,0,257.16,Euro
19-738-5241,F,1,1,1,0,286.88,Euro
81-013-1930,,1,1,1,0,370.09,Euro
94-411-0543,DR,1,0,0,0,464.65,Euro
57-822-2701,f,0,0,0,0,287.98,Dollar
02-330-7738,Food,0,0,0,1,445.52,Euro
89-716-2927,,1,1,0,1,347.78,Euro
65-386-4291,,1,0,1,0,486.43,Dollar
81-130-7727,f,0,0,0,0,260.86,Euro
61-380-8123,DR,0,1,0,1,305.97,Euro
33-520-6092,Food,1,0,0,0,431.87,Euro
04-075-6133,f,0,0,1,1,314.04,Euro
97-714-7697,F,0,0,0,1,372.27,Euro
06-352-2806,Drink,1,1,0,0,294.05,Euro
81-966-6387,f,0,0,0,0,278.53,Euro
77-365-6100,DR,1,1,1,0,438.30,Dollar
11-696-1485,,0,1,0,0,411.14,Dollar
57-383-6874,f,0,1,1,1,491.58,Euro
48-564-6868,F,1,0,1,0,309.42,Euro
52-103-1059,f,0,1,0,0,283.13,Euro
97-293-6903,f,1,1,0,0,283.88,Euro
01-756-1018,F,1,1,1,1,471.23,Dollar
24-061-3390,Food,0,1,0,1,448.10,Euro
66-347-2549,Drink,1,1,0,1,477.03,Euro
86-914-2722,Drink,0,1,1,0,345.96,Dollar
20-108-7390,f,0,1,1,1,447.90,Euro
89-528-5406,Food,0,1,1,0,300.94,Euro
32-132-8034,Drink,0,1,1,0,268.51,Euro
47-981-7002,f,1,1,0,1,261.37,Euro
91-970-7547,f,0,0,1,1,485.34,Dollar
44-892-6163,F,0,0,0,1,495.39,Euro
02-415-1555,Drink,1,1,0,0,398.11,Euro
94-906-4854,F,1,1,1,1,491.24,Dollar
27-419-0636,f,1,1,1,1,342.99,Dollar
88-068-4705,F,0,1,0,1,,Euro
36-816-0938,Food,1,1,0,0,376.24,Euro
68-535-4800,f,1,0,1,0,497.90,Euro
86-241-8999,f,0,1,0,0,344.12,Dollar
95-988-6100,Drink,1,1,1,1,441.45,Euro
71-733-8969,DR,1,0,1,1,269.62,Dollar
32-624-8640,DR,0,1,1,0,288.82,Dollar
30-225-1725,Food,0,0,0,0,364.10,Dollar
74-697-8124,Drink,0,1,1,1,269.22,Dollar
60-397-9911,Drink,0,1,1,1,460.21,Dollar
49-700-7016,Drink,1,0,0,0,471.92,Dollar
12-619-6779,DR,1,1,0,1,483.47,Dollar
75-277-5175,f,0,0,0,0,475.54,Dollar
83-182-4590,DR,0,1,1,1,298.29,Euro
83-858-9688,Food,0,1,1,1,281.61,Dollar
52-074-0048,DR,0,1,1,0,435.86,Dollar
21-872-8489,f,1,1,0,1,318.01,Dollar
28-183-8442,f,1,1,0,1,467.48,Dollar
48-687-7877,Food,1,0,1,0,305.96,Euro
09-817-3807,f,1,1,1,0,489.48,Euro
50-613-3693,Drink,1,0,0,1,371.96,Dollar
83-939-0975,DR,0,1,0,0,478.14,Dollar
26-396-2391,Food,1,1,1,0,447.07,Euro
72-610-1051,DR,0,0,0,0,252.22,Dollar
29-609-0391,f,1,1,0,1,464.08,Euro
38-507-3550,F,0,1,1,0,390.01,Dollar
27-754-0432,F,1,1,1,1,426.10,Euro
76-668-1686,f,0,1,0,0,340.97,Dollar
73-175-7025,F,0,0,0,0,397.49,Euro
97-507-2366,f,0,1,0,0,406.14,Euro
47-251-7081,F,1,0,1,1,277.34,Euro
92-397-7017,F,1,1,0,1,456.12,Dollar
11-705-5007,f,1,0,0,1,315.50,Euro
10-668-6599,f,0,1,1,0,305.44,Dollar
85-842-8823,Drink,0,0,0,0,453.05,Euro
57-851-2392,F,1,1,0,0,443.66,Dollar
21-679-7260,Drink,1,1,1,1,325.49,Euro
97-844-9437,DR,0,0,1,0,296.02,Euro
98-702-3056,f,0,1,0,0,269.98,Euro
89-520-9994,F,0,0,0,1,391.71,Dollar
04-753-9908,f,0,1,1,1,429.72,Euro
78-011-5468,F,1,0,0,1,492.67,Euro
86-422-1890,DR,1,1,0,1,281.75,Euro
43-888-1983,Drink,0,0,1,0,406.96,Euro
72-550-8031,Food,0,1,1,0,274.87,Euro
50-194-5283,f,1,0,1,0,319.77,Dollar
77-073-9761,Drink,0,1,0,0,475.03,Euro
54-491-6137,DR,1,1,1,1,307.47,Dollar
68-605-6945,DR,1,0,1,1,403.76,Dollar
67-144-8811,f,1,0,0,0,314.82,Dollar
72-167-9629,Drink,0,0,1,0,414.14,Dollar
21-075-0035,F,0,0,0,0,439.16,Euro
65-088-3763,Drink,0,0,1,0,330.95,Euro
58-724-5085,f,0,0,0,0,499.42,Euro
30-813-0816,Drink,1,1,0,1,378.33,Dollar
10-095-8548,DR,0,0,1,0,250.87,Euro
55-832-3339,F,1,1,1,1,411.18,Dollar
98-241-1973,DR,0,1,1,0,297.64,Dollar
23-785-6671,f,1,0,1,0,458.61,Dollar
07-356-8491,Food,0,0,1,1,405.00,Dollar
30-120-2076,F,1,1,0,0,466.06,Euro
19-822-9339,Drink,1,0,1,0,377.70,Dollar
40-906-9686,F,0,0,0,1,294.41,Dollar
65-156-9818,Drink,1,1,0,0,293.76,Dollar
57-475-7720,Food,0,0,1,0,336.31,Dollar
51-894-4962,F,1,0,1,0,279.65,Dollar
93-215-4396,F,0,0,0,1,464.31,Euro
26-335-2361,F,1,0,0,0,285.70,Dollar
40-752-8895,F,0,1,1,1,382.43,Dollar
92-153-1998,,0,0,0,1,,Dollar
21-442-4870,Food,1,0,0,1,284.58,Dollar
53-788-1759,Drink,0,0,1,1,338.57,Dollar
02-003-0538,Drink,0,0,0,1,314.04,Dollar
70-472-3152,DR,1,0,0,1,485.65,Dollar
08-436-0324,Drink,0,1,1,0,488.80,Dollar
07-643-5198,,1,1,1,1,464.01,Euro
22-590-5894,DR,0,1,0,1,277.58,Dollar
54-655-5430,DR,0,0,1,1,452.51,Euro
27-366-6057,Drink,1,1,0,0,251.55,Euro
83-188-1223,f,1,1,1,0,372.45,Euro
58-551-4223,DR,0,0,0,0,315.73,Euro
07-909-4150,f,0,0,0,1,498.71,Euro
45-383-8180,f,1,0,1,1,369.57,Dollar
90-645-4024,Food,1,1,1,1,374.47,Euro
99-666-5874,DR,1,1,1,1,375.93,Dollar
85-877-3385,f,0,1,0,0,251.81,Euro
23-964-0161,Drink,0,1,1,1,373.17,Euro
57-619-1870,f,1,0,1,1,329.61,Dollar
71-551-4404,F,1,0,1,0,353.42,Euro
20-113-5455,DR,1,1,1,1,307.88,Euro
55-782-1342,F,1,1,0,0,455.64,Euro
14-884-4001,Food,0,1,1,0,496.97,Dollar
24-645-7514,F,0,0,1,0,256.68,Dollar
53-202-2067,DR,1,0,1,0,471.84,Dollar
27-778-1681,Drink,0,1,0,1,417.55,Euro
77-232-3708,Drink,1,0,1,1,473.35,Euro
11-553-6767,f,1,1,1,0,373.12,Euro
23-175-5847,DR,0,1,1,0,428.64,Euro
58-224-1053,DR,0,0,1,0,412.48,Euro
96-310-5135,f,0,0,0,0,307.16,Euro
67-005-8902,DR,0,0,1,1,414.48,Euro
54-036-6106,Food,0,1,0,1,330.43,Dollar
31-242-7617,F,0,0,1,1,277.62,Euro
58-828-5936,f,0,1,0,1,285.49,Euro
78-464-6349,Drink,1,1,0,1,280.93,Euro
92-714-9786,DR,1,1,1,0,468.85,Euro
24-860-8861,DR,0,0,1,1,294.45,Dollar
51-838-7779,f,0,0,1,1,456.09,Dollar
38-291-6594,F,0,1,0,0,463.34,Dollar
68-234-5811,f,1,1,0,0,479.29,Dollar
51-286-0534,f,1,1,1,1,379.16,Dollar
30-673-3612,DR,1,0,1,1,486.83,Dollar
77-035-5881,Food,1,1,0,0,468.65,Dollar
42-958-1105,f,1,0,0,1,250.72,Dollar
86-929-4644,F,0,0,0,0,408.52,Dollar
80-138-1470,f,0,0,1,0,385.70,Dollar
55-381-0923,Food,1,0,0,1,286.28,Euro
57-683-8827,F,0,1,1,1,250.72,Dollar
27-483-9406,f,0,1,0,0,356.71,Euro
15-112-2158,DR,0,1,0,1,328.33,Euro
30-323-5266,F,1,0,1,0,369.91,Euro
60-124-6790,DR,1,0,0,1,260.91,Euro
38-362-7493,Food,1,0,1,0,410.50,Dollar
66-513-6165,Food,0,0,1,1,485.32,Dollar
13-361-9202,Drink,0,1,1,0,252.82,Dollar
50-276-0476,F,1,0,0,1,277.70,Dollar
31-049-2426,f,1,1,1,1,438.34,Dollar
74-672-9079,Drink,1,0,0,1,323.12,Dollar
21-807-5737,Drink,0,1,0,1,282.01,Euro
39-717-6392,f,1,0,0,1,302.54,Euro
55-756-8183,Food,0,0,0,1,384.59,Dollar
67-569-6986,f,0,0,0,1,396.79,Dollar
74-659-3109,f,1,0,1,1,465.68,Dollar
95-246-3457,f,1,1,0,0,404.73,Dollar
63-041-4495,,0,1,0,0,299.50,Euro
78-864-2595,DR,0,0,0,1,471.46,Euro
08-485-4409,f,1,0,0,1,495.76,Euro
22-974-4511,F,0,0,0,1,384.37,Dollar
15-503-2621,DR,0,1,0,0,472.34,Euro
86-287-2447,DR,0,1,0,0,312.04,Dollar
34-194-0619,F,1,1,1,0,258.55,Dollar
84-144-8167,Food,0,1,1,1,414.70,Euro
83-563-3500,DR,0,1,1,1,489.09,Dollar
63-837-8350,Drink,1,1,0,1,277.68,Dollar
55-680-3171,f,1,1,1,1,304.59,Euro
96-604-6733,Drink,1,0,0,0,361.30,Euro
37-879-9136,Drink,0,0,1,0,420.13,Dollar
10-769-3782,f,0,0,1,0,316.23,Dollar
62-990-6779,Food,0,0,1,1,318.15,Euro
63-508-3311,F,1,1,0,1,452.76,Euro
29-322-3740,F,1,0,0,0,341.58,Euro
21-397-4978,f,1,1,0,0,388.39,Euro
30-619-7427,Food,1,0,1,0,312.46,Euro
94-885-3658,Food,0,1,1,1,265.50,Dollar
78-683-5000,DR,1,1,1,0,437.35,Dollar
78-734-4154,f,1,0,1,1,364.59,Dollar
71-930-5636,F,1,1,0,1,483.86,Dollar
07-819-7459,DR,0,0,0,1,447.50,Dollar
66-343-9991,Drink,0,1,0,1,486.23,Euro
72-504-5884,f,1,1,0,0,368.79,Dollar
09-278-1121,F,1,1,0,1,442.18,Euro
08-065-7224,DR,0,0,1,1,454.73,Euro
99-278-1756,F,0,1,0,1,447.09,Dollar
64-941-5209,f,1,1,1,1,404.83,Euro
83-995-8944,F,0,1,1,1,435.18,Euro
01-732-4472,F,1,1,1,1,421.02,Euro
15-538-1189,f,0,0,0,0,365.80,Euro
16-532-9920,f,0,0,1,1,490.07,Dollar
78-761-8508,F,1,0,0,0,253.58,Dollar
92-538-8882,Drink,0,1,0,1,415.39,Dollar
87-011-1897,DR,1,0,0,1,362.94,Dollar
27-794-8252,Food,1,1,0,1,453.15,Euro
55-968-2702,Drink,1,1,1,1,454.21,Dollar
55-966-8513,f,1,0,1,1,316.27,Dollar
88-634-6828,F,1,1,1,1,376.76,Euro
52-993-9780,DR,1,0,1,1,406.10,Euro
45-115-4453,Food,1,1,0,1,329.45,Euro
82-134-1419,Food,1,1,0,0,311.65,Euro
43-688-7758,f,1,1,1,0,369.71,Dollar
47-201-1919,Food,0,0,0,1,445.72,Dollar
48-670-0013,DR,1,1,1,1,418.81,Dollar
75-018-8719,Food,0,1,0,0,421.76,Dollar
54-687-6000,Drink,0,0,0,1,281.74,Euro
27-333-8908,DR,1,1,0,0,491.96,Euro
89-970-8499,f,0,0,1,0,361.55,Dollar
16-722-4619,Food,0,1,1,1,303.29,Euro
71-076-1763,,1,1,0,0,311.51,Euro
10-380-1523,Drink,1,0,0,1,370.00,Dollar
57-478-7474,F,1,0,1,0,493.97,Euro
62-276-2363,Drink,1,0,1,0,467.38,Dollar
36-742-9744,Food,1,0,1,0,418.42,Dollar
50-355-4681,DR,1,0,1,1,385.86,Dollar
03-288-2222,Drink,1,0,0,0,302.41,Euro
45-309-5369,Food,0,0,0,1,459.96,Dollar
40-903-1837,Drink,1,1,0,0,335.90,Euro
19-841-1870,Food,1,0,0,0,494.54,Dollar
03-338-5798,Drink,1,0,0,1,268.88,Dollar
76-784-0837,DR,1,0,1,0,388.66,Euro
42-666-5963,Drink,0,1,0,1,474.49,Euro
64-662-9782,Food,0,0,0,0,444.78,Dollar
56-683-2496,,1,1,1,0,418.67,Dollar
28-753-2427,Drink,0,1,1,0,389.25,Euro
83-115-5421,f,0,1,0,1,447.16,Dollar
97-031-6537,F,1,0,1,0,462.12,Dollar
32-694-2595,DR,0,1,1,1,350.52,Euro
56-612-0857,F,1,1,0,1,310.61,Euro
80-198-1592,DR,0,1,1,1,300.48,Dollar
83-414-7157,Drink,1,0,0,1,437.95,Dollar
76-171-8725,Drink,1,0,0,0,448.33,Dollar
08-052-3033,DR,0,1,0,0,334.06,Euro
64-128-7653,Food,1,0,1,1,470.25,Euro
81-403-8133,Drink,0,1,1,1,255.07,Dollar
78-340-0865,Food,0,1,1,0,375.84,Dollar
21-152-7232,f,0,1,0,1,282.61,Dollar
01-543-1704,f,0,1,0,1,416.73,Euro
57-295-0663,f,1,1,1,0,308.39,Euro
14-695-0815,F,1,1,1,0,279.82,Dollar
66-945-4318,DR,1,1,0,0,485.11,Dollar
48-322-0175,Food,1,1,1,1,398.95,Dollar
32-819-1897,Drink,0,0,0,0,428.37,Dollar
69-707-9394,f,1,0,1,0,474.49,Euro
13-191-3523,DR,1,0,0,1,408.62,Dollar
27-974-2306,F,1,0,1,1,460.48,Euro
77-178-1956,f,1,0,0,1,305.00,Dollar
