Company,Country,Department-1,Department-2,Department-3,Department-4,Salary,Currency
686042174-6,Jordan,1,2,1,0,1061.52,USD
263851326-1,egypt,1,0,2,0,1467.13,USD
083907202-3,egypt,0,0,0,2,1318.70,$
921544551-X,JOD,1,2,2,2,669.98,euro
960244500-9,Kuwait,2,2,1,0,910.85,Euro
059175354-5,JOD,1,1,0,2,1030.85,euro
540052746-9,egypt,1,1,0,1,937.36,JOD
406253601-3,Kuwait,0,2,2,1,1412.20,usd
752740563-5,Jordan,2,0,0,0,1142.23,euro
600145600-3,jod,2,1,1,2,1471.27,usd
460964323-5,JOD,1,0,1,0,610.08,Euro
066348415-4,JOD,2,0,2,1,1155.71,usd
950013985-5,Egypt,2,2,2,0,908.67,usd
381862518-2,Egypt,0,2,0,1,653.76,Euro
834230074-9,JOD,2,0,0,0,865.27,Euro
423393065-9,Kuwait,2,2,1,0,1015.26,JOD
035638046-7,JOD,1,1,0,1,811.57,JOD
522465373-8,Egypt,1,1,1,2,1052.48,JOD
335633121-3,egypt,1,1,1,1,795.27,USD
427028551-6,jod,0,2,2,0,1113.39,JOD
418060360-8,Jordan,0,0,0,0,615.39,Euro
669579004-3,Kuwait,0,1,1,1,1320.99,Euro
194612345-5,jod,0,2,2,1,1287.48,usd
899201749-9,jod,0,0,1,0,1043.66,euro
076563336-1,Kuwait,2,1,2,1,772.37,usd
067640110-4,Egypt,2,1,0,2,893.18,USD
228150447-6,Jordan,1,2,0,1,1441.47,JOD
354683644-8,Kuwait,1,0,0,0,927.92,$
368097270-9,Kuwait,2,1,2,2,633.23,USD
925904139-2,,2,0,,1,1291.55,euro
379922703-2,JOD,2,1,0,1,630.27,Euro
127678367-1,Kuwait,1,0,0,2,1002.95,$
007125758-6,Kuwait,0,1,1,2,737.09,$
951479700-0,egypt,2,0,1,2,897.38,$
904980574-4,Egypt,0,2,0,1,957.10,USD
064737419-6,JOD,2,0,0,2,1231.52,Euro
719855016-9,Kuwait,0,2,2,1,892.24,JOD
504869908-4,jod,1,0,1,1,1179.16,euro
458690486-0,jod,2,2,1,1,727.24,Euro
627914516-6,egypt,0,1,1,0,615.43,usd
739990301-8,egypt,1,2,2,0,1179.13,$
751004893-1,Jordan,0,1,2,1,710.80,Euro
830689922-9,egypt,1,0,1,2,745.26,USD
263680797-7,jod,1,2,2,1,1467.06,euro
962610605-0,Egypt,2,1,2,0,1360.26,USD
749619778-5,jod,2,0,1,2,1285.93,$
910544408-X,jod,2,1,1,0,1141.06,euro
689258709-7,Kuwait,2,2,1,0,749.66,JOD
772287259-X,Egypt,0,0,0,0,838.01,$
422493211-3,Egypt,2,0,1,1,915.85,USD
030303557-9,Jordan,1,2,0,1,1163.43,USD
864985246-7,Kuwait,2,0,2,1,906.59,usd
317735668-8,egypt,0,2,1,1,956.12,usd
753114252-X,jod,0,1,1,1,1131.45,USD
599785127-3,JOD,1,2,2,1,846.54,JOD
026837001-X,Kuwait,2,2,1,2,675.73,USD
929366023-7,egypt,0,2,0,2,1325.91,JOD
405780099-9,JOD,2,2,0,1,686.51,usd
260663647-3,Jordan,0,1,0,2,799.77,Euro
317737677-8,JOD,1,1,2,0,835.19,euro
819896595-5,Egypt,2,2,2,0,1101.01,JOD
600252189-5,egypt,0,0,2,0,1181.12,$
356994496-4,egypt,2,1,2,2,649.10,$
073974160-8,jod,0,2,2,1,1183.52,euro
107406494-1,,1,2,,2,849.49,JOD
248371161-8,jod,2,1,2,1,913.24,USD
134014976-1,Jordan,0,2,1,2,890.28,$
846595990-0,jod,2,2,0,2,1210.33,$
822066526-2,jod,1,0,0,2,755.59,usd
733819296-0,Jordan,2,2,2,1,1477.54,JOD
641925105-2,Jordan,2,0,0,0,601.84,usd
619561935-3,Egypt,0,0,2,1,1134.27,$
629384186-7,Kuwait,1,1,0,0,767.58,usd
881729230-3,Kuwait,1,1,0,0,1398.49,$
466583279-X,Jordan,0,1,0,1,787.54,euro
449233212-X,JOD,2,2,0,2,706.57,euro
134777684-2,Jordan,0,2,1,1,762.73,JOD
301660394-2,Egypt,0,1,0,1,1358.67,$
979611960-9,JOD,2,2,1,1,647.96,Euro
775489375-4,Kuwait,0,0,0,2,635.70,euro
815542084-1,JOD,1,2,0,2,1266.45,JOD
931957968-7,jod,0,0,0,1,1083.89,JOD
980609748-3,egypt,0,1,1,2,1326.23,euro
514625428-1,egypt,1,0,0,1,941.24,JOD
673955269-X,jod,1,1,1,0,1460.20,euro
326461268-2,jod,2,0,1,0,1085.95,Euro
432425347-1,Kuwait,2,0,1,2,1464.67,euro
235084135-9,JOD,1,1,0,0,1381.49,euro
247825821-8,jod,0,0,1,1,703.85,$
446218858-6,Egypt,2,0,2,1,1253.56,usd
874191288-8,Egypt,2,1,2,0,711.05,euro
848378528-5,Jordan,2,2,1,1,708.06,Euro
131815769-2,Kuwait,1,2,1,1,670.24,Euro
239574251-1,JOD,0,2,1,0,653.00,USD
505572617-2,JOD,2,2,1,0,1325.38,USD
071142237-0,JOD,1,2,0,2,981.93,usd
219502209-4,Kuwait,2,1,1,2,735.70,Euro
130502749-3,jod,2,1,2,2,1142.75,usd
851636217-5,egypt,1,1,0,0,1018.74,usd
411922275-6,Jordan,0,1,1,1,616.53,$
658057876-9,JOD,0,0,1,1,1409.48,euro
351641756-0,,2,0,,0,688.92,usd
701585650-6,Jordan,2,2,0,2,1030.61,$
952066706-7,egypt,0,2,0,0,1020.10,euro
695224653-3,,2,2,,2,1293.67,euro
709406251-6,Jordan,0,1,1,0,812.17,$
064627864-9,Egypt,1,0,0,1,665.35,JOD
200295688-X,Kuwait,2,1,2,2,962.50,USD
514667272-5,Kuwait,2,2,2,2,1427.46,$
043528305-7,jod,0,1,1,2,1338.45,euro
376679100-1,jod,0,2,2,0,1273.40,Euro
703907048-0,JOD,0,0,2,1,1216.65,$
895724042-X,JOD,0,0,1,0,1235.88,usd
987296447-5,Jordan,0,0,0,0,1259.01,Euro
446450378-0,Kuwait,0,1,1,0,946.47,JOD
048933394-X,Jordan,0,1,1,1,1089.29,Euro
007051225-6,egypt,2,2,0,0,1472.13,euro
823887649-4,JOD,1,2,1,2,1337.23,JOD
415789879-6,jod,1,2,1,0,1462.36,USD
046314179-2,JOD,1,2,2,2,788.32,usd
050532675-2,Egypt,1,0,2,2,1246.82,JOD
102495397-1,egypt,2,0,0,2,1338.76,euro
941783331-6,Jordan,1,1,1,1,1098.61,Euro
982025340-3,JOD,2,0,1,0,761.49,JOD
494259513-4,jod,1,1,2,0,1224.85,$
879604475-6,JOD,1,1,2,2,1144.07,$
202934274-2,Kuwait,0,1,2,0,883.38,$
059502521-8,jod,1,0,1,1,1355.04,USD
276530051-8,Kuwait,0,0,2,2,1213.60,Euro
359592104-6,Egypt,0,0,2,2,632.38,USD
075342480-0,jod,0,0,1,1,870.62,$
507467502-2,JOD,2,1,2,2,961.51,JOD
694431492-4,egypt,1,1,2,0,1195.53,euro
378318545-9,egypt,0,1,2,0,855.50,JOD
617067828-3,Egypt,2,0,0,2,1180.89,JOD
594719761-8,jod,2,0,1,0,1046.01,$
032878325-0,egypt,2,2,2,2,1380.02,USD
671135263-7,jod,1,0,1,0,1266.90,usd
649892703-8,Kuwait,2,2,1,0,1311.20,$
194956223-9,JOD,2,2,1,2,745.50,USD
576200375-2,Jordan,2,0,1,1,1392.53,$
146786009-3,JOD,1,1,2,0,749.73,JOD
550819261-1,JOD,1,2,2,2,912.62,JOD
056515436-2,egypt,0,1,1,0,935.09,USD
650830778-9,egypt,2,0,1,1,1247.25,USD
237021469-4,Kuwait,0,1,1,0,729.62,$
080689966-2,egypt,2,0,2,1,917.52,Euro
784262568-9,Jordan,0,0,1,1,1423.40,JOD
535028004-X,JOD,1,0,1,2,1148.68,Euro
728653682-6,,1,0,,0,813.56,USD
950265325-4,JOD,2,1,2,1,1059.69,USD
972868405-3,,2,2,,0,1430.66,Euro
958357875-4,jod,0,1,0,1,619.89,euro
617944791-8,Egypt,0,2,0,2,1298.86,USD
861616893-1,Egypt,1,1,1,1,772.25,euro
705958519-2,Jordan,0,1,2,2,1154.90,Euro
322139047-5,Jordan,2,2,2,0,1151.27,euro
226661424-X,Jordan,2,2,2,2,774.42,JOD
691092765-6,Jordan,0,1,2,1,1370.51,USD
034163459-X,jod,2,2,2,1,685.94,Euro
623677036-0,Kuwait,1,1,0,2,1023.24,Euro
456129387-6,egypt,2,2,1,0,1053.70,Euro
815654887-6,JOD,2,0,2,2,1266.12,euro
917651813-2,Jordan,2,0,2,1,1005.88,euro
802545663-3,Jordan,2,1,0,2,982.93,JOD
296156011-X,JOD,1,0,2,2,750.05,JOD
628990701-8,jod,0,1,1,1,1403.52,usd
327075740-9,jod,1,2,2,0,1062.31,euro
368209344-3,Kuwait,2,0,1,1,903.73,Euro
155792081-8,egypt,2,1,2,1,928.68,JOD
365272302-3,egypt,0,2,0,0,956.86,JOD
445364545-7,Kuwait,1,2,2,0,690.56,usd
063846616-4,jod,2,1,1,0,945.06,JOD
032502157-0,Kuwait,2,2,2,0,706.73,$
744313844-X,Kuwait,1,0,1,1,1487.68,euro
347690158-0,Kuwait,0,2,1,0,833.62,usd
907842308-0,jod,0,1,0,2,1244.07,euro
861994224-7,Jordan,2,1,2,2,1249.20,Euro
726952159-X,JOD,1,0,2,2,1061.09,USD
695094526-4,Egypt,0,1,1,1,1192.88,usd
270698735-9,jod,1,1,0,2,1399.37,euro
213100135-5,Egypt,1,1,2,0,639.67,usd
448483851-6,Egypt,0,0,2,0,1406.61,USD
136890642-7,egypt,0,1,2,2,1360.10,USD
151715063-9,Egypt,0,2,0,1,883.55,USD
859428763-1,Egypt,2,1,1,1,1115.09,usd
976762475-9,JOD,1,0,1,1,1499.51,Euro
890959419-5,Kuwait,2,0,2,1,919.54,euro
382514883-1,jod,0,1,0,0,1277.09,$
635807791-0,jod,2,2,2,0,1446.22,USD
932516229-6,Jordan,0,2,2,2,644.75,Euro
433387254-5,Egypt,0,2,2,2,845.66,Euro
961915404-5,Kuwait,0,1,1,1,1413.06,JOD
803162035-0,jod,2,1,0,2,1111.22,JOD
651647274-2,,2,1,,0,872.18,euro
243171342-3,Jordan,1,2,0,0,1270.29,Euro
615649491-X,Kuwait,0,2,1,1,1309.00,Euro
362595007-3,,2,0,,1,1253.24,euro
949041684-3,Jordan,2,1,1,0,665.37,USD
523274534-4,jod,0,1,0,1,1269.53,usd
615099229-2,Jordan,1,0,1,2,1054.82,JOD
599157423-5,Jordan,2,2,2,0,951.75,USD
139709066-9,JOD,1,0,2,1,1120.95,usd
840930507-0,egypt,2,2,0,0,1082.73,JOD
439057590-2,Jordan,2,2,1,1,764.66,usd
386527316-5,egypt,2,1,2,0,1066.11,usd
369949916-2,Egypt,1,0,0,1,925.66,euro
282612944-9,egypt,1,1,2,0,1000.50,Euro
118493198-4,Egypt,1,2,2,2,1389.00,euro
344680941-4,,1,2,,2,1127.42,Euro
082929346-9,jod,0,0,1,2,1114.61,Euro
158445255-2,egypt,0,2,1,2,624.22,Euro
035236838-1,,0,1,,1,1119.69,USD
117736011-X,jod,1,2,1,0,1248.15,usd
774039964-7,jod,1,0,2,2,1347.85,euro
702488214-X,JOD,2,0,1,0,1367.48,usd
743043659-5,jod,0,1,2,2,1211.71,euro
832896273-X,Kuwait,1,1,1,2,607.88,Euro
226447080-1,jod,1,0,2,1,1202.28,USD
660451842-6,jod,2,1,1,1,619.57,Euro
555753429-6,egypt,0,2,2,1,1157.61,JOD
639591813-3,egypt,2,1,1,0,923.51,$
500864004-6,JOD,1,1,1,2,838.30,Euro
773444429-6,egypt,2,1,0,2,1137.42,euro
719062305-1,Egypt,0,1,0,1,1324.71,usd
158866679-4,JOD,2,0,2,2,1062.67,$
533525024-0,Jordan,1,2,1,1,1415.20,euro
656331734-0,egypt,0,1,2,0,1410.95,$
937666059-5,Egypt,0,1,1,0,885.09,$
348568228-4,egypt,2,0,0,0,736.72,USD
723237709-6,Egypt,0,2,0,2,684.85,Euro
674933081-9,Jordan,0,0,0,0,1411.83,euro
945336540-8,JOD,1,0,0,1,1118.02,JOD
605393532-8,jod,0,0,0,1,932.49,Euro
726904707-3,,1,2,,2,1146.96,USD
312982589-4,egypt,0,2,0,2,1470.52,Euro
119011530-1,jod,1,0,2,1,1118.28,Euro
155658982-4,jod,2,1,2,0,1426.59,JOD
048888360-1,JOD,0,1,2,0,828.62,USD
348846547-0,JOD,1,1,0,2,1047.33,usd
240428020-1,jod,0,1,0,2,604.70,euro
672225699-5,JOD,1,2,2,1,1058.35,euro
383160450-9,egypt,2,1,2,2,873.51,Euro
544548703-2,Kuwait,0,0,2,1,744.21,Euro
835329081-2,jod,2,0,2,1,915.99,Euro
178829017-8,Jordan,0,0,1,1,886.11,$
639147663-2,Jordan,2,1,0,1,1086.33,$
833036408-9,Egypt,2,2,2,0,947.00,$
827080448-7,Egypt,2,2,2,2,1301.25,Euro
543888628-8,Egypt,1,0,0,1,729.04,$
008922815-4,Jordan,1,0,1,2,736.48,$
783633445-7,jod,0,2,2,0,694.82,JOD
258557026-6,egypt,0,0,1,0,1082.65,JOD
958952539-3,jod,2,2,2,1,964.01,usd
182454475-8,Jordan,0,0,0,2,1278.23,USD
173666809-9,Kuwait,0,1,0,2,1077.61,Euro
101710709-2,Egypt,0,0,2,1,1223.09,Euro
589219510-4,jod,2,1,2,1,1333.24,USD
848806868-9,Jordan,2,0,0,0,1473.42,Euro
631125988-5,Jordan,0,1,2,0,1261.29,usd
770232290-X,JOD,0,0,2,1,1454.88,usd
847813300-3,JOD,2,0,0,0,1212.93,Euro
220922166-8,Egypt,0,2,1,2,866.89,JOD
054788082-0,jod,1,1,1,1,1484.47,Euro
036021729-X,jod,0,1,0,1,1105.51,USD
053055281-7,Jordan,0,2,0,1,1231.15,usd
196282347-4,Kuwait,1,1,0,1,936.71,USD
509315181-5,Egypt,1,0,1,0,1342.36,euro
621229864-5,,0,2,,1,836.38,JOD
622823626-1,Egypt,2,1,2,0,1363.72,JOD
572117782-9,JOD,0,0,2,2,1436.92,Euro
540302374-7,egypt,2,1,1,1,1160.77,usd
363857450-4,JOD,2,2,0,2,1498.19,$
559152003-0,Egypt,1,2,1,2,1362.69,$
045545764-6,egypt,0,1,2,2,1071.33,$
978242662-8,jod,2,2,0,0,856.76,Euro
202196648-8,Kuwait,1,1,0,2,1149.78,usd
845490650-9,egypt,0,0,0,2,994.37,JOD
959413067-9,JOD,1,2,2,2,852.35,$
656156470-7,jod,2,1,0,2,1290.25,euro
950140871-X,Egypt,1,0,0,1,980.19,usd
498736827-7,Kuwait,1,2,2,2,1293.67,USD
177297625-3,jod,0,2,0,0,1239.68,USD
000510370-3,Kuwait,2,2,1,2,1025.23,euro
175961717-2,egypt,2,1,1,1,673.68,JOD
912489681-0,Kuwait,1,1,0,2,1472.00,JOD
868653275-6,jod,1,0,0,0,1463.00,$
750891500-3,jod,1,2,0,2,884.52,$
742549804-9,JOD,1,1,2,0,1095.30,JOD
565215017-3,Kuwait,0,1,1,0,1295.68,euro
340325558-1,egypt,0,0,1,0,1030.51,JOD
937047772-1,egypt,1,0,1,0,998.05,$
880437182-X,Kuwait,1,0,0,0,641.13,USD
762520978-4,Kuwait,0,0,2,1,1442.83,$
204920526-0,Kuwait,0,1,2,2,1064.80,JOD
304591421-7,egypt,0,2,2,2,1351.52,$
269281029-5,Jordan,0,1,1,1,888.12,USD
389058945-6,Jordan,0,1,2,2,1370.26,JOD
106382845-7,jod,1,1,0,0,853.78,$
339184925-8,jod,1,0,2,2,782.43,usd
072280823-2,Egypt,0,1,0,0,1160.52,$
222830517-0,jod,1,1,2,2,783.81,JOD
973572653-X,jod,1,1,2,2,1371.41,JOD
859886196-0,egypt,0,2,1,1,1130.76,euro
091330510-3,Kuwait,1,2,2,1,1499.82,euro
250839394-0,jod,0,0,0,1,1115.77,USD
888388528-7,egypt,2,2,0,2,1188.26,USD
376966451-5,egypt,0,2,0,1,1152.58,JOD
446950408-4,,2,1,,2,623.59,$
882075948-9,Egypt,2,2,1,2,1349.08,euro
099892864-X,Kuwait,2,2,2,1,894.43,$
848095670-4,jod,0,0,0,1,788.02,usd
139704939-1,egypt,0,0,0,1,1055.18,USD
800433512-8,Kuwait,0,1,1,2,636.65,JOD
721223431-1,Kuwait,1,1,2,1,975.90,JOD
783307227-3,egypt,0,0,0,0,638.45,euro
104463884-2,Kuwait,2,1,1,1,938.93,JOD
796612818-0,Kuwait,0,2,1,2,1397.63,Euro
462112282-7,egypt,1,0,0,1,1041.48,USD
987580143-7,JOD,1,2,2,0,1128.79,Euro
227771809-2,jod,2,0,0,0,1397.54,$
859140833-0,jod,0,0,2,0,1332.24,$
873192218-X,JOD,1,1,1,2,889.23,usd
576377902-9,Jordan,2,0,0,1,967.55,USD
946447251-0,Kuwait,1,0,1,2,1006.05,usd
896836231-9,egypt,1,1,1,1,854.55,Euro
460061510-7,Jordan,2,0,2,0,1026.19,usd
785314630-2,Egypt,2,0,1,0,838.00,euro
445789672-1,Egypt,1,0,0,0,1107.99,euro
618387603-8,egypt,1,2,2,2,836.65,$
771805430-6,jod,2,2,2,2,766.18,USD
678361968-0,Jordan,0,2,2,1,1452.47,USD
330043244-8,JOD,2,2,0,1,1143.61,euro
394200020-2,jod,1,2,0,0,1072.62,Euro
248958283-6,JOD,1,0,2,1,1092.58,usd
545439709-1,JOD,1,1,1,1,757.85,Euro
501114746-0,egypt,0,2,1,1,606.81,$
464307155-9,jod,1,0,2,2,1369.50,$
681334341-6,Egypt,0,1,0,2,1448.03,$
913868015-7,Jordan,0,0,1,1,723.94,JOD
573566642-8,Kuwait,1,2,1,2,1052.10,JOD
901373076-0,JOD,0,1,1,1,1417.06,$
401062509-0,egypt,0,0,0,2,886.17,JOD
131236265-0,Jordan,1,1,1,1,1345.59,Euro
295916277-3,Egypt,1,1,0,2,743.60,USD
037897419-X,Egypt,1,1,0,1,761.16,euro
233157530-4,egypt,1,2,1,0,1194.24,usd
819635525-4,Jordan,1,2,2,1,1055.01,euro
201271241-X,Jordan,2,2,1,2,1406.59,Euro
001175442-7,egypt,0,0,0,1,1442.96,JOD
309012104-2,Egypt,0,2,0,2,700.47,euro
290720234-0,Kuwait,2,1,1,0,1157.98,Euro
723932297-1,jod,0,1,0,1,926.36,JOD
723369868-6,Egypt,0,2,0,1,1161.56,$
696316233-6,Egypt,0,1,1,1,917.86,JOD
370330922-9,Jordan,0,2,1,0,1290.69,Euro
353928648-9,JOD,0,2,1,1,1342.95,USD
813671365-0,egypt,2,2,1,0,953.94,USD
878502700-6,egypt,1,1,0,1,643.56,$
131397640-7,JOD,1,2,2,0,851.30,euro
513364561-9,egypt,2,2,1,2,727.07,euro
379661205-9,egypt,2,2,2,0,1286.84,USD
446864593-8,Egypt,0,1,2,1,626.84,USD
333662285-9,JOD,0,1,0,0,1483.95,Euro
471864163-2,jod,2,1,1,2,1260.39,usd
959147965-4,jod,2,1,2,1,1225.99,euro
431656804-3,Kuwait,2,1,2,1,1077.53,$
945164884-4,Jordan,1,0,2,0,1215.20,Euro
417945323-1,JOD,0,1,0,0,906.91,USD
779397619-3,Jordan,1,2,1,0,819.79,$
947363841-8,Egypt,0,1,2,2,1381.93,USD
895065995-6,jod,1,0,2,0,704.42,$
938635673-2,JOD,0,2,1,2,1374.39,$
513906589-4,egypt,0,2,1,0,949.07,USD
848019975-X,Egypt,0,0,2,1,712.15,euro
620866892-1,Egypt,1,1,1,0,907.18,usd
235902797-2,egypt,1,0,2,0,1221.52,Euro
604564301-1,JOD,1,2,1,1,624.64,usd
372642325-7,JOD,0,1,2,2,834.95,USD
739861538-8,egypt,2,2,1,2,1028.87,USD
649014294-5,jod,2,2,0,2,1007.14,Euro
316227043-X,Jordan,0,1,2,2,1016.36,$
102419055-2,jod,0,1,2,0,825.04,USD
206956051-1,egypt,2,2,2,2,1402.80,JOD
423784731-4,JOD,1,2,2,1,777.54,euro
422493620-8,jod,2,0,1,0,1421.80,usd
295301751-8,Egypt,1,1,0,1,1169.12,JOD
549045847-X,Egypt,0,0,0,0,1201.41,euro
083768257-6,Egypt,0,2,0,0,736.93,$
321387448-5,JOD,0,1,2,1,1071.50,USD
508613290-8,egypt,0,0,1,2,1280.65,USD
693749004-6,JOD,2,0,0,1,600.90,USD
487084185-1,Kuwait,0,2,0,1,1332.45,JOD
420888619-6,Jordan,1,2,0,1,620.75,$
074061811-3,jod,2,0,2,2,940.36,JOD
201388026-X,jod,1,0,2,2,1089.37,Euro
427051852-9,Jordan,2,2,1,2,1408.47,Euro
871244480-4,jod,2,0,1,0,1319.59,$
960884909-8,Jordan,0,2,1,0,1211.34,USD
731919595-X,jod,0,1,2,2,1275.44,euro
062307665-9,Jordan,2,0,1,0,1486.90,euro
541957732-1,Jordan,1,0,1,2,984.76,USD
081940820-4,egypt,2,0,1,2,1479.11,USD
397587174-1,egypt,2,1,0,1,758.99,JOD
267989798-6,jod,2,2,2,1,819.98,usd
237415220-0,Egypt,0,0,1,2,1250.52,JOD
566482842-0,Kuwait,0,2,1,0,1146.95,USD
170687816-8,jod,2,0,2,0,933.61,USD
461371027-8,Egypt,1,2,0,0,615.66,Euro
457871595-7,jod,0,0,1,2,1437.99,usd
868834858-8,Egypt,0,1,0,2,664.78,Euro
304816132-5,Egypt,0,0,0,2,1319.04,Euro
522040429-6,jod,2,2,2,2,1463.72,Euro
986076160-4,jod,2,1,0,1,612.94,euro
043040490-5,JOD,0,1,2,0,1174.73,usd
327048067-9,egypt,0,1,1,0,1124.15,Euro
546670955-7,jod,1,0,0,1,1053.67,$
342344111-9,JOD,0,2,0,1,924.48,$
179696373-9,jod,1,1,1,2,784.35,JOD
663975739-7,Jordan,0,0,2,0,1307.66,usd
441810888-2,JOD,0,0,1,2,977.57,euro
483451949-X,jod,2,1,2,1,1251.37,usd
872830802-6,JOD,0,2,2,2,1059.15,Euro
105115655-6,Kuwait,0,1,1,0,1379.59,USD
459093212-1,jod,1,2,0,2,1151.41,Euro
108486947-0,Jordan,0,1,1,1,1197.87,euro
167584600-6,Egypt,0,2,2,2,620.11,Euro
336048600-5,Kuwait,2,0,1,0,901.55,$
812701484-2,Egypt,2,1,2,1,1058.00,euro
248190249-1,Jordan,1,2,1,2,1311.36,usd
180701503-3,Kuwait,2,0,1,0,1411.64,JOD
613444617-3,JOD,2,2,0,0,887.47,USD
158500368-9,JOD,2,1,1,2,1019.56,usd
300654998-8,Egypt,1,2,0,0,880.12,euro
440077755-3,Kuwait,2,1,1,2,1156.56,$
139889897-X,Egypt,2,2,1,1,1155.40,JOD
869935049-X,egypt,2,0,1,0,669.81,Euro
394605779-9,egypt,0,2,1,2,987.94,$
387888236-X,JOD,0,1,1,2,1230.74,USD
385508733-4,JOD,1,0,2,0,1029.38,USD
546075486-0,jod,1,1,1,0,1064.13,JOD
191653545-3,egypt,1,1,0,1,1106.44,euro
631295593-1,Jordan,2,2,0,2,1312.90,euro
918592691-4,jod,1,0,2,2,625.14,Euro
134805011-X,Jordan,2,2,1,0,1231.41,$
862206260-0,Egypt,0,0,2,0,916.31,euro
406270822-1,JOD,0,1,2,1,740.33,euro
163589596-0,Egypt,0,0,0,1,1419.48,euro
335383986-0,Kuwait,1,2,2,2,970.73,usd
065203520-5,egypt,2,1,1,0,1188.05,USD
664765800-9,Egypt,1,1,0,1,969.85,euro
875331863-3,jod,1,2,2,0,748.03,USD
318546800-7,Egypt,1,0,1,2,1467.42,euro
919062749-0,Jordan,2,0,0,1,692.88,USD
362164054-1,,1,2,,1,755.61,JOD
680373796-9,JOD,0,1,0,0,852.27,Euro
350619443-7,Egypt,2,0,0,1,781.96,$
470602811-6,Jordan,2,0,1,2,1043.12,USD
493180911-1,JOD,0,2,2,2,1154.07,Euro
815138771-8,Kuwait,1,2,0,1,678.15,Euro
487633576-1,Kuwait,0,1,1,2,1067.61,$
352665484-0,Egypt,1,1,0,2,1015.79,euro
215527265-0,jod,0,1,0,0,1425.67,USD
996492559-X,JOD,1,2,1,2,943.25,USD
864945750-9,Jordan,2,1,0,2,1012.50,usd
047584958-2,Egypt,0,0,0,0,1438.35,JOD
930748030-3,jod,1,0,2,1,1445.54,USD
900399661-X,Kuwait,2,0,2,0,922.63,USD
696448240-7,jod,2,2,2,0,740.70,Euro
493357017-5,Egypt,2,0,2,0,1200.71,JOD
554386878-2,egypt,1,0,0,2,871.58,$
161231975-0,jod,0,1,2,2,1255.37,usd
424495101-6,Jordan,0,0,0,1,1116.60,USD
586397380-3,egypt,0,1,2,2,1458.91,euro
593058047-2,Kuwait,1,2,0,2,787.34,euro
955435194-1,Egypt,2,2,2,1,1234.48,euro
900635235-7,,2,2,,2,970.02,euro
042966038-3,egypt,2,2,0,0,705.52,JOD
023802440-7,jod,1,1,1,2,1492.69,usd
605441830-0,Kuwait,0,1,2,1,631.88,USD
720538381-1,egypt,1,2,0,1,811.55,USD
384780287-9,egypt,0,1,1,1,705.28,$
907268728-0,Kuwait,2,2,2,1,1431.29,JOD
449931698-7,egypt,1,0,1,1,737.34,JOD
707329551-1,JOD,2,2,2,1,645.65,euro
392537330-6,Egypt,0,2,1,0,1479.59,USD
911291368-5,egypt,0,1,2,2,634.77,JOD
292891280-0,egypt,1,1,2,1,1076.78,euro
524195760-X,egypt,0,0,1,2,817.97,usd
518215950-1,JOD,1,2,0,2,1137.06,Euro
099387091-0,Kuwait,2,2,1,1,1273.54,euro
819206247-3,Egypt,2,2,0,2,954.42,euro
413590354-1,JOD,2,2,0,1,1284.32,USD
779020269-3,Egypt,2,0,0,2,1128.95,$
639438099-7,Jordan,0,1,2,0,1047.57,$
631862109-1,jod,2,0,2,0,1153.16,JOD
605820551-4,Egypt,2,0,2,1,898.46,Euro
006149624-3,Egypt,0,1,1,1,1176.05,Euro
598002407-7,Kuwait,1,2,0,1,919.17,$
921811297-X,JOD,1,0,0,0,840.09,$
355436505-X,JOD,1,1,1,1,1127.15,$
806125836-6,Kuwait,1,1,1,2,1470.76,euro
948314286-5,JOD,1,0,2,2,679.00,euro
787006887-X,Jordan,1,0,0,2,1007.67,JOD
261700604-2,JOD,1,0,1,1,1072.59,usd
957116682-0,jod,1,1,2,1,766.79,Euro
198895953-5,Jordan,0,2,0,1,924.19,USD
033153590-4,jod,0,0,0,2,1201.01,JOD
097990014-X,JOD,1,1,2,2,735.04,euro
227225919-7,JOD,2,2,1,2,743.91,JOD
754625455-8,JOD,0,0,1,0,797.08,JOD
980317852-0,Jordan,0,1,1,2,1301.03,USD
070434816-0,egypt,0,1,2,1,600.85,usd
292907158-3,egypt,2,0,1,0,631.42,$
510176495-7,jod,2,2,2,1,837.77,Euro
056975234-5,Egypt,2,1,1,1,950.08,Euro
745232138-3,egypt,0,2,2,1,1466.11,euro
357769675-3,egypt,0,0,1,0,864.89,USD
974661533-5,Jordan,0,1,0,1,1196.38,Euro
402833008-4,Kuwait,2,0,1,0,1188.05,usd
910839918-2,jod,1,1,2,2,1189.44,usd
852190665-X,Jordan,2,2,0,0,913.68,usd
261761434-4,jod,2,2,2,2,983.98,euro
325621164-X,,2,1,,1,1385.43,Euro
663374885-X,Kuwait,0,2,0,0,958.68,usd
106370961-X,Kuwait,1,1,2,1,1084.98,Euro
493923929-2,Jordan,2,1,0,2,724.20,$
894984630-6,jod,1,2,0,2,1110.15,$
318686570-0,egypt,1,0,0,1,614.76,Euro
735452943-5,jod,1,0,2,1,1192.89,USD
447899404-8,egypt,1,1,2,1,1377.79,JOD
868360910-3,Jordan,2,2,1,2,745.28,$
664599197-5,Kuwait,0,1,1,0,1140.40,USD
342957335-1,Kuwait,1,0,2,1,746.49,usd
453819439-5,Jordan,1,2,0,2,784.88,Euro
344953925-6,Kuwait,2,1,2,2,697.58,Euro
